seq: 167
gt_pose:   3.8116 -2.97949  1.63218
odom_pose:  3.18911 -1.95836  1.72005
point 0 3 422.555 179.411 
point 1 14 128.014 171.262 
point 2 17  284.92 128.134 
point 3 31 212.472 219.571 
point 4 42   343.7 163.303 
point 5 44 293.914 198.174 
point 6 57 235.859 142.052 
point 7 64 307.954 199.985 
point 8 87 508.157 231.978 
point 9 109 114.534 225.082 
point 10 110 242.421 178.118 
point 11 111 130.735 232.519 
point 12 113 282.486 218.202 
point 13 115 389.056 166.883 
point 14 120 382.741 190.477 
point 15 132 262.663 208.206 
point 16 156 227.931 206.314 
point 17 159 228.566 210.163 
point 18 162 606.952 150.986 
point 19 165 193.838 191.571 
point 20 166 57.8746 200.663 
point 21 169 278.195 203.959 
point 22 175 158.164 180.336 
point 23 176 209.045 214.921 
point 24 179 287.738  206.22 
point 25 185 618.235 79.2536 
point 26 198 200.175 222.194 
point 27 200 19.6567 113.588 
point 28 202  302.31 149.868 
point 29 245 52.6397 178.958 
point 30 251 137.916 231.989 
point 31 255 610.091 206.734 
point 32 259 477.664 94.3606 
point 33 270 551.844  225.71 
point 34 276 423.626 239.674 
point 35 280 314.754 230.069 
point 36 290 389.776 144.064 
point 37 296 202.303  76.306 
point 38 301 128.055 191.988 
point 39 303 182.026 218.224 
point 40 313 284.312 85.8529 
point 41 316 482.381 39.9959 
point 42 319 285.359 127.887 
point 43 325  359.86 217.911 
point 44 340 436.667 169.182 
point 45 341 499.031 219.075 
point 46 352 35.3147 201.399 
point 47 353 336.802 193.027 
point 48 367  257.43 156.708 
point 49 387 162.136 194.913 
point 50 398 194.956 209.296 
point 51 407 522.739 221.677 
point 52 418 521.784 227.187 
point 53 425 14.2183 239.894 
point 54 427 636.278 133.799 
point 55 448 299.021 205.816 
point 56 456 450.185 181.918 
point 57 469  230.76 104.645 
point 58 491 179.726 204.576 
point 59 494 68.6236 193.832 
point 60 512 472.375 159.784 
point 61 514   33.07 177.151 
point 62 519 226.425 122.597 
point 63 533 505.896 93.8551 
point 64 541  53.682 231.279 
point 65 556 546.536 211.522 
point 66 564 492.876 203.163 
point 67 573 262.252 141.741 
point 68 588 416.166 225.741 
point 69 610 43.6319 140.214 
point 70 617 140.119 141.204 
point 71 632 579.899 235.972 
point 72 644 153.073 176.544 
point 73 646 457.069 209.274 
point 74 655 284.092 226.669 
point 75 661 100.322 129.564 
point 76 667 254.023  183.23 
point 77 681 410.372 164.773 
point 78 709 394.873 115.849 
point 79 726 124.641 201.839 
point 80 736 19.1269  191.43 
point 81 737 626.052  183.86 
point 82 739 587.636 219.349 
point 83 749 513.289 210.366 
point 84 752 135.736 139.822 
point 85 771 423.218 211.136 
point 86 777 209.993 177.298 
point 87 778 470.528 222.612 
point 88 794 31.9699 179.146 
point 89 805 175.749 178.651 
point 90 809 445.994 182.307 
point 91 815 235.434 24.1558 
point 92 837 366.887  152.03 
point 93 841 10.3637 102.394 
point 94 843  192.78 141.692 
point 95 867 285.952 210.199 
point 96 876 93.8854 129.406 
point 97 880 124.377 186.714 
point 98 881  214.99 204.489 
point 99 882 292.905 111.543 
point 100 883 145.725 221.133 
point 101 886 349.225 190.091 
point 102 892 470.513 104.459 
point 103 898 407.936 233.629 
point 104 927 220.839  191.91 
point 105 928 336.473 202.816 
point 106 929 215.152 192.631 
point 107 939 372.875 209.432 
point 108 942  68.965 206.041 
point 109 944 51.7673 165.441 
point 110 963 310.079 192.706 
point 111 971 295.459  186.91 
point 112 978 2.75837  205.02 
point 113 979 258.553 176.433 
point 114 989 290.795 238.171 

