seq: 150
gt_pose:  2.69497 -6.10564 0.821605
odom_pose:  2.39111 -5.20174 0.921388
point 0 6 149.054 178.618 
point 1 14 44.3662 192.182 
point 2 17 162.702 166.973 
point 3 31 22.9388 216.511 
point 4 35 370.661  190.11 
point 5 38 184.869 84.9154 
point 6 45 322.263 232.719 
point 7 46 446.785  197.16 
point 8 47 501.723 220.179 
point 9 54 339.651 163.555 
point 10 56 433.719 129.411 
point 11 57 157.486 193.557 
point 12 59 291.248 210.107 
point 13 68 14.9648 239.614 
point 14 69 607.543  121.47 
point 15 84 273.351 157.985 
point 16 91 459.186 221.631 
point 17 99 377.523 168.284 
point 18 110 102.888 186.927 
point 19 119  119.03 199.863 
point 20 138  90.187 215.593 
point 21 152 446.619  38.382 
point 22 156 54.9775 204.013 
point 23 159 76.4209 211.868 
point 24 165 39.5339 193.675 
point 25 174 321.402 191.738 
point 26 176 31.1291 212.826 
point 27 179 161.977 217.087 
point 28 188 507.835 161.538 
point 29 194  410.82 146.334 
point 30 196  424.58 182.452 
point 31 198 188.286 235.983 
point 32 202 175.232 181.872 
point 33 206 288.212 167.214 
point 34 207 400.789 236.624 
point 35 221 479.106 239.812 
point 36 224 366.764   194.7 
point 37 237   389.8 199.644 
point 38 252 491.205 134.981 
point 39 259  252.98 207.999 
point 40 261 531.841 130.129 
point 41 286 231.82 171.36 
point 42 296 126.517 150.159 
point 43 301 28.7214 203.813 
point 44 313 173.685 155.765 
point 45 316 258.896 186.313 
point 46 319 178.367 183.054 
point 47 327 246.299 198.472 
point 48 347 465.125 191.606 
point 49 354 426.357 237.361 
point 50 367 117.759 169.461 
point 51 368 547.694 239.981 
point 52 373 361.793 236.995 
point 53 394 465.984 169.964 
point 54 398 130.015 224.329 
point 55 421 422.562  212.36 
point 56 446 378.031  68.029 
point 57 448 178.244 219.899 
point 58 451 480.116  160.37 
point 59 452 413.932 49.6628 
point 60 463 189.938  120.22 
point 61 468 406.681 22.4187 
point 62 469 144.658 167.259 
point 63 482 531.051 170.506 
point 64 495 30.4764 174.465 
point 65 506 48.7109 212.466 
point 66 509 373.769 197.357 
point 67 510 609.803 186.273 
point 68 518 363.988 182.421 
point 69 519 111.946  155.68 
point 70 531  500.52 198.033 
point 71 532 186.626 178.559 
point 72 537  466.09 194.572 
point 73 571 331.271 141.857 
point 74 573  150.88 178.575 
point 75 629 247.191 173.265 
point 76 637 502.265 149.797 
point 77 639 144.771 192.113 
point 78 664 185.053 193.464 
point 79 667 126.845  196.87 
point 80 681 241.142 212.377 
point 81 692 623.527 125.915 
point 82 697 265.392 201.995 
point 83 709 233.966 213.552 
point 84 731 378.592 209.429 
point 85 733 605.187 121.017 
point 86 742 568.296 153.477 
point 87 764  493.15 185.965 
point 88 777 110.352 198.603 
point 89 790 455.845 233.215 
point 90 811  425.87 210.939 
point 91 815 164.846 147.989 
point 92 821 143.481 182.445 
point 93 843 55.9263 154.431 
point 94 860 388.01 235.81 
point 95 867 163.192 220.486 
point 96 881 27.8807 199.551 
point 97 882 201.588 199.899 
point 98 885 259.559 139.332 
point 99 903 247.338 149.883 
point 100 904  519.14 154.597 
point 101 906 601.931 162.183 
point 102 918 189.793 203.906 
point 103 927  77.895 197.174 
point 104 929 42.3601 189.821 
point 105 935 372.624 222.755 
point 106 971 179.429 210.652 
point 107 994  357.96 177.916 

