seq: 163
gt_pose:  3.78458 -3.78105  1.44223
odom_pose:  3.24059 -2.76534  1.55065
point 0 0 591.697 129.299 
point 1 3 365.123 194.692 
point 2 14 123.491 182.013 
point 3 17 257.716 147.321 
point 4 42 306.311 179.192 
point 5 57  225.51 168.069 
point 6 59 587.82 65.035 
point 7 64 276.938 206.783 
point 8 87 422.925 234.301 
point 9 94 609.624 164.479 
point 10 109 85.7408   225.6 
point 11 110 215.935 184.282 
point 12 111 86.7068 232.224 
point 13 112 585.018 234.893 
point 14 115 342.746  181.85 
point 15 119 45.9364 140.075 
point 16 159  201.02 212.447 
point 17 162 473.631 183.143 
point 18 165 168.281 195.143 
point 19 169  249.25 208.126 
point 20 175  120.85 179.848 
point 21 176 178.977 216.039 
point 22 179  259.63 211.652 
point 23 185  467.79 144.537 
point 24 198 228.813  231.01 
point 25 200 6.29112 123.235 
point 26 202 272.337 165.611 
point 27 206 453.537 60.4988 
point 28 213 520.692  176.55 
point 29 245 10.0203 177.696 
point 30 251 96.0355 231.748 
point 31 259 369.209 167.402 
point 32 279 618.614 156.846 
point 33 280 282.893 231.941 
point 34 286 317.585 66.9614 
point 35 290 337.306 173.056 
point 36 296 195.142 112.718 
point 37 301 119.176 198.465 
point 38 303 147.907 218.456 
point 39 313 259.492 120.168 
point 40 316   381.1 128.033 
point 41 319 261.259 155.276 
point 42 348 509.198 200.078 
point 43 353 301.184 200.535 
point 44 367  229.78 165.247 
point 45 387 127.322 195.197 
point 46 398 192.286 216.788 
point 47 403 506.819 202.312 
point 48 418 430.099 231.069 
point 49 425 15.0484 239.907 
point 50 427 488.624 173.502 
point 51 428 7.03523 185.351 
point 52 442 629.925 227.321 
point 53 448 270.385 212.688 
point 54 469 218.042 135.539 
point 55 491 147.451 205.387 
point 56 519 206.205 139.759 
point 57 532 193.933  72.448 
point 58 533 405.535 149.074 
point 59 541 3.18865  230.85 
point 60 550 534.776 210.425 
point 61 573 239.607 159.826 
point 62 582 502.042 173.501 
point 63 588 356.581 229.938 
point 64 608 588.356 196.165 
point 65 617 111.887 145.275 
point 66 619 499.508 170.663 
point 67 621 547.205 171.875 
point 68 624 568.433 211.761 
point 69 629 354.013 57.1027 
point 70 631 30.9781  233.22 
point 71 632 455.972 237.431 
point 72 644 116.329 176.261 
point 73 646 380.319 219.595 
point 74 661 84.5338  139.46 
point 75 667 228.816  190.65 
point 76 681 348.469  190.55 
point 77 689 13.8781 167.544 
point 78 697 401.014 140.018 
point 79 709 326.918 179.319 
point 80 726 76.0088 199.535 
point 81 737 480.364 205.184 
point 82 740 563.018 195.928 
point 83 752 113.633 147.032 
point 84 754 619.177 144.919 
point 85 768   468.7 175.474 
point 86 771 358.426 220.592 
point 87 777 194.841 187.927 
point 88 794 26.6349 185.593 
point 89 797 16.6341 131.664 
point 90 805 138.825 178.184 
point 91 815 228.249 88.4998 
point 92 837  325.72 168.295 
point 93 841 1.77199 114.671 
point 94 843 170.451 151.208 
point 95 867 258.541 215.284 
point 96 876 57.2087 129.317 
point 97 880 89.5822 187.081 
point 98 882 272.426 162.222 
point 99 883  108.83 221.043 
point 100 889 495.147 231.562 
point 101 892 392.355 147.121 
point 102 898  356.66 235.032 
point 103 927  195.35 196.268 
point 104 928 300.876 208.894 
point 105 929 185.434  194.98 
point 106 942 60.2373 209.668 
point 107 944 3.71053 162.454 
point 108 963 278.995 201.442 
point 109 971 268.117 198.541 

