seq: 33
gt_pose:  5.93833 -1.89535 -1.05478
odom_pose:  5.84535 -2.02166 -1.16288
point 0 35 576.165 177.758 
point 1 45 613.978 204.795 
point 2 46 298.012 185.124 
point 3 47 313.367 222.422 
point 4 54 588.521 58.5901 
point 5 56 554.518 165.022 
point 6 69 512.703 200.514 
point 7 91 367.781 221.475 
point 8 99 278.842 47.8029 
point 9 107 553.714 194.537 
point 10 137 477.631 208.608 
point 11 141 446.395 174.094 
point 12 152 516.414 96.1257 
point 13 182 613.735 228.979 
point 14 188 322.726 173.881 
point 15 194  365.91 99.9567 
point 16 196 352.976 161.911 
point 17 207 310.058 233.662 
point 18 212 229.983 212.391 
point 19 215 210.911 144.037 
point 20 221 287.571   239.8 
point 21 224 345.937 114.802 
point 22 237 312.059 154.274 
point 23 246 493.916   217.2 
point 24 252 443.005 168.257 
point 25 256 540.945 214.035 
point 26 261 478.456 184.904 
point 27 273 433.232 154.295 
point 28 289 9.06834 7.14253 
point 29 305 263.805 174.241 
point 30 317 107.455 233.283 
point 31 329  246.51 166.226 
point 32 347  349.05 190.972 
point 33 354 271.699 235.818 
point 34 372 75.4911  171.29 
point 35 373 425.127  232.53 
point 36 374 566.435 176.398 
point 37 394 353.157 170.092 
point 38 414 495.064 167.993 
point 39 417 229.804 165.964 
point 40 421 274.213 194.952 
point 41 429 616.066 170.608 
point 42 442 87.1078 204.587 
point 43 444 538.132 140.684 
point 44 446 598.584 68.4756 
point 45 451 289.776 156.519 
point 46 452 613.133 124.701 
point 47 468 620.422 104.216 
point 48 481 468.661 221.033 
point 49 482 468.715 203.935 
point 50 498     418 208.398 
point 51 509 465.287 163.147 
point 52 518 318.817 62.6021 
point 53 531 306.807 202.033 
point 54 537 279.485 187.051 
point 55 540 477.928 175.797 
point 56 548 385.781 186.255 
point 57 584 638.344  202.37 
point 58 604 88.7006 223.153 
point 59 620 592.597 108.722 
point 60 637 312.971 160.162 
point 61 673 489.812 237.469 
point 62 692 367.108 185.013 
point 63 698 145.639 190.917 
point 64 703 240.903 150.103 
point 65 707 558.513 211.111 
point 66 731 605.231 210.803 
point 67 733 355.001 177.357 
point 68 742 339.511 186.109 
point 69 743 523.357 208.298 
point 70 753 163.806 133.999 
point 71 764 368.242 195.616 
point 72 775 580.705 155.128 
point 73 789  159.42 130.725 
point 74 790 274.192 231.451 
point 75 791 517.454 162.593 
point 76 801 539.321 190.369 
point 77 811 320.107 198.071 
point 78 839 96.0073 147.497 
point 79 860 345.183 231.527 
point 80 904 381.321 180.439 
point 81 935 509.319 212.645 
point 82 943 527.309 231.985 
point 83 949  442.71 235.741 
point 84 969 208.001 239.806 
point 85 994 273.403 4.37138 

