seq: 97
gt_pose: -1.11098 -3.74398 -2.79281
odom_pose: -1.36452 -3.13822 -2.74445
point 0 10 292.418 220.837 
point 1 28 403.811 192.413 
point 2 34 478.398 204.914 
point 3 43  100.84 159.986 
point 4 60  582.01 150.222 
point 5 74 199.172  192.34 
point 6 80  579.85 221.236 
point 7 90 464.709 185.459 
point 8 117 157.592 224.074 
point 9 129  398.43 95.4067 
point 10 131 514.226  157.65 
point 11 139 216.851 174.573 
point 12 155 292.588 224.261 
point 13 183  216.09 180.904 
point 14 195 331.474 79.4169 
point 15 197 367.611 160.875 
point 16 218  591.38 229.138 
point 17 219 632.614 237.749 
point 18 227  107.01 222.865 
point 19 247 237.109 198.165 
point 20 253 62.5762 218.063 
point 21 278 134.123 190.863 
point 22 288 136.595 186.219 
point 23 292 181.651 169.138 
point 24 294 56.7575  117.92 
point 25 306 358.343  162.72 
point 26 308 374.941 194.721 
point 27 309 598.499 8.67313 
point 28 339 264.422 159.302 
point 29 355 172.087 224.457 
point 30 356 129.109 160.585 
point 31 358 442.511 169.678 
point 32 369 344.897 223.075 
point 33 388 578.765 190.226 
point 34 389 439.932 190.506 
point 35 409  260.58 140.887 
point 36 413 276.726 215.163 
point 37 415 234.287 167.783 
point 38 422 113.479 92.3436 
point 39 455 225.362 192.988 
point 40 459 162.815 190.471 
point 41 466 23.5531 175.997 
point 42 467 560.255 217.714 
point 43 471 76.4843 189.081 
point 44 474 497.962 226.689 
point 45 479 236.412 197.128 
point 46 488 593.086 152.204 
point 47 497 224.709 129.116 
point 48 511 265.637  167.38 
point 49 522 246.312 177.514 
point 50 545 422.961 193.148 
point 51 559 512.263 175.561 
point 52 589 581.584  179.98 
point 53 600 449.707 192.744 
point 54 626 258.359 165.119 
point 55 635 311.284 239.156 
point 56 642 278.635 69.3072 
point 57 643 628.836 217.477 
point 58 648 417.335 214.027 
point 59 657 275.737 209.605 
point 60 676 15.5122 219.185 
point 61 679 460.495 193.586 
point 62 680 540.029 226.494 
point 63 686 36.2584 157.836 
point 64 688 72.4821 236.466 
point 65 701 150.603 187.338 
point 66 710 507.183 139.308 
point 67 715 460.167 238.641 
point 68 735 583.915 227.801 
point 69 738 184.069 229.371 
point 70 748 399.835 207.694 
point 71 755 426.604 227.443 
point 72 760 355.708 136.019 
point 73 766  174.51 181.318 
point 74 767 392.573 236.561 
point 75 769 514.485 92.2445 
point 76 770 460.803 147.036 
point 77 774 306.341 189.503 
point 78 783 388.565 186.862 
point 79 784 233.909 177.508 
point 80 810 323.154 217.196 
point 81 824 17.2076 222.418 
point 82 825 257.737 129.336 
point 83 829 161.223 145.678 
point 84 836 409.578 204.292 
point 85 852 374.179 140.391 
point 86 863 605.306 39.5446 
point 87 915 370.747 210.452 
point 88 917 120.157 121.877 
point 89 952 429.669 194.958 
point 90 954 110.269 194.551 
point 91 957 562.232 172.752 
point 92 973 473.745 158.972 
point 93 976 176.904  203.81 
point 94 986 575.711 230.434 
point 95 991  537.65 236.037 
point 96 998 314.746 163.906 

