seq: 35
gt_pose:  6.11746 -2.25497 -1.16281
odom_pose:  5.97952 -2.39193 -1.27815
point 0 35 577.069 171.993 
point 1 46 272.235 176.471 
point 2 47 291.052 220.425 
point 3 54 619.224 20.7404 
point 4 56 543.359 161.653 
point 5 69 496.188 199.594 
point 6 91 351.302 219.366 
point 7 137 456.358 208.825 
point 8 141 427.431 173.365 
point 9 152 505.622 88.1486 
point 10 182 582.296 229.397 
point 11 187 627.158 140.925 
point 12 188 301.519 166.793 
point 13 194  350.57 76.8858 
point 14 196 335.434 149.968 
point 15 207 284.216 232.254 
point 16 212 188.577 206.678 
point 17 215 162.189 121.549 
point 18 221 261.297 239.773 
point 19 224  328.49 73.8632 
point 20 237 285.839 132.681 
point 21 246 471.806 217.451 
point 22 252 429.802 163.435 
point 23 256 518.258 214.294 
point 24 257 356.957  233.19 
point 25 261 464.222 182.475 
point 26 273 416.802 150.953 
point 27 299 633.247 168.484 
point 28 305 233.189 164.157 
point 29 329 211.634 153.536 
point 30 347 330.604 185.169 
point 31 354 239.249 234.991 
point 32 373 427.797 230.541 
point 33 374 545.676 176.376 
point 34 394 335.138 161.984 
point 35 414 472.243 169.109 
point 36 417 179.981 144.951 
point 37 421 241.947 185.837 
point 38 429 588.276  172.29 
point 39 444 521.838 138.482 
point 40 446 594.246 57.3673 
point 41 451 263.869 145.237 
point 42 452 599.561 121.508 
point 43 468 607.062 100.429 
point 44 481  451.65 220.552 
point 45 482 454.547 202.222 
point 46 498 401.291 207.076 
point 47 509 466.869 149.735 
point 48 531 283.684 197.598 
point 49 537 251.385 179.122 
point 50 540 459.437 174.942 
point 51 548 368.343  183.51 
point 52 584 598.529  204.72 
point 53 602 625.692 164.863 
point 54 615 632.545 176.085 
point 55 620  569.16 109.999 
point 56 637 290.616 151.101 
point 57 673 471.179 237.439 
point 58 692 349.187 181.491 
point 59 698 20.6411 163.762 
point 60 703 199.614 129.605 
point 61 707 527.229 212.503 
point 62 731 599.925 209.062 
point 63 733  336.48 172.939 
point 64 742 319.995 181.657 
point 65 743 505.314 207.856 
point 66 753 82.1984 95.6931 
point 67 764 351.287 191.379 
point 68 775  548.25 159.209 
point 69 789 61.3123  82.107 
point 70 790 244.601 230.074 
point 71 791  500.67 160.944 
point 72 801 513.621 191.622 
point 73 811 297.429 190.944 
point 74 860 326.943 229.576 
point 75 904 364.929 175.614 
point 76 935 512.627 208.787 
point 77 943 501.488 232.208 
point 78 949 424.288  235.67 
point 79 969 155.186 239.756 

