seq: 104
gt_pose: -2.31268 -4.43432 -2.33039
odom_pose: -2.53207 -3.86086 -2.30215
point 0 10 390.994 204.411 
point 1 18 57.6609 203.956 
point 2 33 495.054 199.062 
point 3 65 58.2386 204.937 
point 4 74 269.211 183.025 
point 5 98 259.941 218.502 
point 6 114  637.24 89.2904 
point 7 121 58.4499 119.069 
point 8 128 67.0464 100.356 
point 9 139 288.294 159.598 
point 10 154 54.649 185.97 
point 11 155 393.277 208.877 
point 12 167 385.733  205.95 
point 13 183 288.648 168.647 
point 14 227 144.872 218.035 
point 15 247 311.802 187.197 
point 16 253 172.682 220.596 
point 17 263 407.461 199.691 
point 18 278 221.097 191.454 
point 19 284 505.178 193.775 
point 20 288 214.462 183.359 
point 21 292 59.0868 12.8868 
point 22 294 86.4157 86.7093 
point 23 306 565.933 46.5016 
point 24 308 586.699 136.125 
point 25 330 603.248 223.581 
point 26 339 343.454 119.548 
point 27 345 63.7828 155.103 
point 28 351 332.631 165.161 
point 29 355 256.285 224.317 
point 30 356 185.79 145.08 
point 31 413 361.683 206.081 
point 32 415 302.525 138.935 
point 33 433  443.04 183.949 
point 34 434 392.698 185.247 
point 35 455 288.901 173.114 
point 36 459 183.327 162.118 
point 37 466 150.262 186.433 
point 38 471 183.696 194.643 
point 39 476 579.545 168.729 
point 40 479  308.08 182.807 
point 41 511 347.069 144.111 
point 42 522 322.974 160.286 
point 43 528 323.948 157.907 
point 44 547 62.5886     123 
point 45 570 429.359 224.251 
point 46 574 590.285 128.676 
point 47 575 379.712  157.99 
point 48 595 556.447 237.792 
point 49 609 609.167 205.284 
point 50 611  515.11 190.779 
point 51 626 337.297 140.297 
point 52 634   397.1 183.146 
point 53 635 415.828 238.676 
point 54 657 360.296 195.611 
point 55 686 137.323 163.143 
point 56 688 173.437 236.735 
point 57 701  237.08 187.872 
point 58 706 574.286 165.445 
point 59 708 416.242 162.473 
point 60 734 309.373 215.441 
point 61 738 257.459 228.016 
point 62 758 457.059 216.753 
point 63 766 229.848 164.062 
point 64 784  308.36 161.987 
point 65 787 574.754 165.235 
point 66 810 443.896 199.583 
point 67 824  148.18 225.503 
point 68 825 322.878 10.7386 
point 69 829 233.552 135.102 
point 70 840 335.894 173.338 
point 71 850 624.255 140.762 
point 72 851 447.878  220.33 
point 73 890  411.99 162.633 
point 74 891 438.441  222.76 
point 75 895 387.345 216.596 
point 76 917 188.111 108.682 
point 77 919 474.369 115.378 
point 78 921 413.763 172.496 
point 79 923 528.954 201.979 
point 80 940 341.587   199.5 
point 81 954 140.425 179.374 
point 82 976 259.217 202.785 
point 83 981  466.56 180.557 
point 84 998 427.377 108.448 

