seq: 155
gt_pose:  3.28437 -5.29651   1.0611
odom_pose:  2.90745 -4.32362  1.14566
point 0 0 383.614  192.54 
point 1 6 146.095 157.423 
point 2 14 85.7759 191.236 
point 3 17 202.853 164.232 
point 4 31 99.0755 219.156 
point 5 35 514.292 127.155 
point 6 45 379.583 229.501 
point 7 46  602.27 165.772 
point 8 54 415.124 113.158 
point 9 57 188.953 188.774 
point 10 59 335.304 198.085 
point 11 63 20.6076 213.964 
point 12 64 218.744  212.79 
point 13 84 310.923 127.192 
point 14 99 458.836 136.196 
point 15 110 153.996 188.528 
point 16 119 124.585 190.389 
point 17 156 122.139 207.283 
point 18 159 134.027 213.439 
point 19 165 100.766 196.481 
point 20 174 376.553 173.174 
point 21 175 12.9441 170.895 
point 22 176 101.856 215.418 
point 23 177 407.166 199.555 
point 24 179 203.215 216.427 
point 25 194 539.339 78.7455 
point 26 196 569.043 138.216 
point 27 198 211.765 235.137 
point 28 202 215.358 179.512 
point 29 206 331.319 149.886 
point 30 207 504.753 234.726 
point 31 212 559.949 212.613 
point 32 215 537.906 157.793 
point 33 217 393.983 155.684 
point 34 224 445.255 173.352 
point 35 237  483.88 178.541 
point 36 259 289.003 201.094 
point 37 280 225.226 233.588 
point 38 286 262.068 154.745 
point 39 290 270.363 194.737 
point 40 296 159.91 143.54 
point 41 301 75.0101   203.8 
point 42 303 54.1475 216.269 
point 43 313 209.717 149.368 
point 44 316 296.795 175.934 
point 45 319 213.086 177.895 
point 46 327 269.444 178.327 
point 47 329 610.575 145.919 
point 48 354 548.645 235.791 
point 49 367  167.64 171.333 
point 50 372  418.33 223.738 
point 51 373 442.956 235.372 
point 52 387 28.5575 190.147 
point 53 398 161.332 222.947 
point 54 403 355.072 221.882 
point 55 417     494 190.516 
point 56 421 541.487 196.165 
point 57 442 394.622 234.813 
point 58 448 216.229 218.676 
point 59 463 211.286 92.0102 
point 60 469 178.481 161.552 
point 61 491 59.2991 202.843 
point 62 509 475.511 166.978 
point 63 518 438.704 157.255 
point 64 519  154.91 154.493 
point 65 532 204.772 162.599 
point 66 533 313.595 184.145 
point 67 571 394.247 94.1392 
point 68 573  189.45 175.698 
point 69 588 283.711 233.129 
point 70 596 43.8628 214.728 
point 71 617 29.4688 141.913 
point 72 629 280.084 155.745 
point 73 639 52.9289 146.323 
point 74 644 9.80541 167.361 
point 75 646 298.961   226.8 
point 76 661 24.7636 145.011 
point 77 664 187.798 174.615 
point 78 667 171.961  196.83 
point 79 681 277.961 208.256 
point 80 697 303.023 192.367 
point 81 698 442.866 222.016 
point 82 703 530.175 162.543 
point 83 709 266.012 207.779 
point 84 731 609.018 144.101 
point 85 752 45.5534  149.33 
point 86 753 479.556 182.926 
point 87 768 344.806 204.649 
point 88 771 284.626 227.307 
point 89 777 149.863 197.214 
point 90 789 458.042 191.862 
point 91 790 614.149 228.393 
point 92 797 10.2063 154.051 
point 93 805 34.4597 169.125 
point 94 811 560.664 190.894 
point 95 815 194.604 136.741 
point 96 821  127.09 157.953 
point 97 839 419.005 217.245 
point 98 843 110.114 157.436 
point 99 860  484.91 233.458 
point 100 867 203.441 219.767 
point 101 881 102.682 203.993 
point 102 882 231.071 193.016 
point 103 883 0.848237  218.376 
point 104 885 293.306 105.391 
point 105 903  251.17 63.4501 
point 106 918 31.0747 129.544 
point 107 927 132.213 198.912 
point 108 929 110.279 194.274 
point 109 935 484.962 208.077 
point 110 942 9.55427 212.195 
point 111 963 221.744 209.141 
point 112 967 62.0627 197.579 
point 113 969 516.592 239.854 
point 114 971 216.064 208.487 
point 115 994 426.887 153.769 

