seq: 60
gt_pose:  4.70336 -4.91299 -3.03257
odom_pose:  4.36169 -4.82245  3.11145
point 0 5 468.761 185.229 
point 1 6 587.081 148.308 
point 2 11 273.528 195.607 
point 3 14 632.547 185.251 
point 4 23 386.231 154.902 
point 5 24 370.283 188.576 
point 6 26 348.587 130.832 
point 7 38 506.84 26.611 
point 8 48  327.8 132.94 
point 9 63 635.308 214.183 
point 10 66 272.543 164.941 
point 11 78 504.043 210.466 
point 12 102 200.945 148.644 
point 13 109 579.864 228.074 
point 14 111 571.523 233.246 
point 15 116 425.529 226.523 
point 16 118 202.004    50.2 
point 17 119 600.631 185.176 
point 18 123 531.662 141.846 
point 19 138 416.086 225.197 
point 20 143 146.745 169.028 
point 21 175   610.6 177.591 
point 22 182 73.6977 218.231 
point 23 184 525.02 202.41 
point 24 187 134.649 111.746 
point 25 200 536.304 172.156 
point 26 216 502.009 203.036 
point 27 220 175.138 181.195 
point 28 234 329.597 164.873 
point 29 236 196.244 196.956 
point 30 242 371.821 157.228 
point 31 245 527.791 201.837 
point 32 251 580.981 232.502 
point 33 262   506.7 189.929 
point 34 277  418.44 171.767 
point 35 299  146.82 131.517 
point 36 301 624.999 201.217 
point 37 323 252.677 192.979 
point 38 326 327.767 188.019 
point 39 352 516.482 217.235 
point 40 359 416.747 149.496 
point 41 364 503.065 210.726 
point 42 382 394.381 194.497 
point 43 387 620.846 192.035 
point 44 425 544.607 239.945 
point 45 429 80.9253 84.2505 
point 46 470 411.746 238.145 
point 47 472  458.69 210.893 
point 48 475 430.967  226.29 
point 49 484 293.419  132.49 
point 50 492 389.667 162.526 
point 51 493 219.647 227.723 
point 52 508 399.796 161.632 
point 53 525 175.498 237.589 
point 54 529 441.879 198.092 
point 55 560 321.495 189.821 
point 56 565 294.451  238.12 
point 57 566 180.453 234.894 
point 58 568 481.741 215.122 
point 59 584 103.056 185.375 
point 60 597 365.478 170.446 
point 61 602 132.907 143.398 
point 62 615 136.457 167.515 
point 63 617 606.046 149.962 
point 64 638 275.874 192.289 
point 65 639 452.053 196.753 
point 66 644  605.57 175.874 
point 67 651 339.457 133.677 
point 68 659 146.316 204.718 
point 69 661 585.135 159.695 
point 70 664 621.506  148.85 
point 71 665 224.781 185.676 
point 72 691 501.374 206.154 
point 73 695 483.006 211.614 
point 74 722 291.048 144.354 
point 75 724 270.186 175.266 
point 76 741 144.031 212.417 
point 77 745 179.995 96.7359 
point 78 752 611.602 152.477 
point 79 763 260.658 98.7895 
point 80 775 9.41036 62.7741 
point 81 776 505.297  156.38 
point 82 794 548.923  206.35 
point 83 797 552.559 177.681 
point 84 802 234.202 221.114 
point 85 805 636.055 167.648 
point 86 818 156.332 168.413 
point 87 819 415.876 204.043 
point 88 821 545.987 165.931 
point 89 833 266.754 175.386 
point 90 841 535.634 168.686 
point 91 855 181.401  75.124 
point 92 862 462.869 207.663 
point 93 870 157.665 216.641 
point 94 876 554.729 158.479 
point 95 880 579.807 194.579 
point 96 883 597.059 221.765 
point 97 903 499.123 58.2987 
point 98 908 505.735 161.089 
point 99 918 400.033 209.041 
point 100 925 299.221 172.744 
point 101 931 310.254  149.55 
point 102 936 439.838 154.566 
point 103 942 568.755  218.52 
point 104 944 523.048 193.231 
point 105 961 290.793 108.203 
point 106 965 434.077 175.217 
point 107 977 304.636 182.342 

