0  6.80375 -2.11234   1.1324 
1 0.268018  9.04459  1.66478 
2 -7.40419 -7.82382   1.9957 
3  5.42715 0.534899  1.07966 
4 -6.15572  3.26454  1.56093 
5 0.795207 -2.49586  1.04099 
6  2.79958 -2.91903 0.751446 
7  1.7728 3.14608 1.43471 
8  -7.0468  7.62124 0.564322 
9 -1.66997 -6.60786  1.62722 
10 -4.11679 -5.35477 0.337954 
11 0.431267 -6.47579  1.03975 
12 -8.60187  -5.9069 0.154318 
13 -8.91885   7.4108  1.71068 
14    1.5886 -0.948483   0.74955 
15 4.95606 6.66477 1.70151 
16  7.77897 -8.46011 0.598828 
17 3.02264 0.21372 1.88586 
18 -1.30973 -9.93537 0.620228 
19 -9.18271 -1.72033 0.783935 
20  8.41829  3.69513 0.612521 
21  1.86423  3.33113 0.844889 
22 9.17274 8.37861 1.05949 
23 0.960841 -4.05423  1.61973 
24 -0.080452  -4.17893   1.27832 
25 -7.57482 -7.23523  0.55823 
26  2.17766 -4.82188  1.39508 
27 -4.69077  3.17493  1.04711 
28 -5.11346 -3.47973  0.91744 
29 -7.70664   7.3107 0.884023 
30 -3.96474   3.1424  1.23638 
31 0.597985  1.90091 0.552333 
32  -8.5982 -8.02325  1.69491 
33 -9.27345 -4.85062  1.11303 
34 -5.99295 -1.97625 0.737368 
35  4.74815  -4.7911 0.598636 
36   2.36894   2.85385 0.0740595 
37  2.37917  4.00602 0.271324 
38   3.0661 -3.73541  1.54006 
39 0.947942  4.77919  1.72994 
40 3.14402   9.906 1.74341 
41 -6.66091  5.90981  1.46034 
42  4.01821 0.363014  1.33044 
43 -1.73844 -5.05935 0.372934 
44 2.81533  1.9456 1.10959 
45  5.34027 -3.32862  0.14697 
46  8.09563 -4.84829  1.04645 
47  8.33045 -5.78617 0.426169 
48  1.27235 -5.14748  1.92436 
49 5.90463 2.78018 1.86273 
50  7.31358  2.46389 0.874665 
51 -9.72268 -6.78351  1.52004 
52 -5.11863  8.24781 0.264658 
53  3.23583  3.99574 0.689535 
54  5.04957 -4.04134  1.23748 
55  8.91003 -8.87956  1.70088 
56  4.58795 -5.49529 0.943313 
57  2.90268 -1.13322 0.923911 
58 -3.57045   3.3592 0.107321 
59  4.73494 -3.12081 0.560231 
60  -6.18033 -0.327033   1.69352 
61 5.14564  5.5501 1.97208 
62  6.19485 -8.09914 0.986921 
63 -1.31204  3.08057 0.704067 
64  3.36651 0.577697 0.750626 
65 -1.32483  -9.8913 0.599146 
66 0.541499 -6.45734  1.71146 
67 -5.56549  5.78487 0.503197 
68   0.322771    2.49316 0.00960517 
69  4.70623 -6.31949 0.666828 
70 -5.56165 0.138294  1.11385 
71 6.25994 5.46602 1.88619 
72 -1.13915 -2.42579 0.590089 
73 -4.55621  1.99289  1.72706 
74 -3.97662  -7.4784 0.997773 
75  6.17234  3.00981 0.750108 
76 -0.683305   6.57093    1.5693 
77 2.80736 4.34183 0.15973 
78 0.287033 -1.47177  0.62592 
