seq: 25
gt_pose:   4.87175  -0.70888 -0.622626
odom_pose:   4.86763 -0.793975 -0.662431
point 0 0 321.104 146.834 
point 1 35 613.185 188.199 
point 2 45 515.443 224.514 
point 3 46 375.218 201.024 
point 4 54 568.229 122.005 
point 5 56 629.086 168.073 
point 6 69 605.203 199.137 
point 7 91 431.802 225.474 
point 8 94 234.754 175.408 
point 9 99 363.3 136.1 
point 10 112 172.897 234.807 
point 11 137 594.191 203.229 
point 12 141 542.626 168.626 
point 13 152 583.898 106.807 
point 14 162 54.5297 103.559 
point 15 174 469.683 128.332 
point 16 177 282.563 173.633 
point 17 185 146.674 16.5196 
point 18 194 423.915 141.768 
point 19 196 415.696 183.919 
point 20 207 382.413 235.994 
point 21 213 91.3476 139.809 
point 22 217 344.471 96.7164 
point 23 224 400.802 171.517 
point 24 237 383.082  188.24 
point 25 246 618.543 212.766 
point 26 252 508.848 176.094 
point 27 261 554.448 187.125 
point 28 273 512.259 156.431 
point 29 279 196.889 168.763 
point 30 289 272.848 161.693 
point 31 317 280.152 236.789 
point 32 347 416.231 201.992 
point 33 348 184.936 177.463 
point 34 354 357.086 237.248 
point 35 372 293.065 216.065 
point 36 373 451.451 235.573 
point 37 394 419.781 185.489 
point 38 403 340.518 189.243 
point 39 414 625.323 152.142 
point 40 417 333.936  197.33 
point 41 421 358.866 210.586 
point 42 427 74.2965 103.641 
point 43 442 316.043 230.867 
point 44 444 633.493 136.695 
point 45 481 556.772 220.555 
point 46 482 542.844  205.79 
point 47 498 495.751 209.501 
point 48 509 493.214 186.982 
point 49 518 384.664 148.765 
point 50 540 575.956 171.016 
point 51 550 117.019 198.379 
point 52 571 511.651 54.9655 
point 53 582 182.811 129.795 
point 54 604 271.496 231.988 
point 55 608 227.424 198.479 
point 56 612 247.933 173.536 
point 57 619 161.003 120.234 
point 58 621 161.518 154.694 
point 59 624 197.012 209.582 
point 60 632 61.0415 232.557 
point 61 673 590.486 237.262 
point 62 698 303.981 218.235 
point 63 703     338 183.787 
point 64 737    88.4 164.061 
point 65 740 179.708 190.316 
point 66 743 625.744 205.962 
point 67 753 301.736 184.421 
point 68 754 263.773 164.225 
point 69 764 435.126 203.551 
point 70 768 264.453 107.336 
point 71 789 304.913 187.207 
point 72 791 612.103 159.273 
point 73 811 390.779 210.921 
point 74 839 298.596 206.947 
point 75 845 231.097 220.457 
point 76 860 404.713  234.71 
point 77 889 61.2011 223.432 
point 78 904 449.202 189.115 
point 79 935 535.424 219.772 
point 80 949 534.875 235.487 
point 81 994 361.777  132.66 
point 82 996 252.695 162.695 

