0   0.00160159            0 -0.000259093 0 0 0
1   0.199821 0.00162541  0.0137885 0.200225        0        0
2   0.406303 0.00584173  0.0260892 0.401223        0        0
3  0.605706 0.0106708 0.0211059 0.602221        0        0
4   0.820184  0.0112369 0.00255117 0.803218        0        0
5    1.01217  0.0102473 -0.0182592 1.00422       0       0
6    1.19928 0.00582261 -0.0295553 1.20422       0       0
7      1.40395 -5.74928e-05   -0.0310823 1.40423       0       0
8     1.59877 -0.00626311  -0.0307752 1.60424       0       0
9    1.78719 -0.0122228 -0.0236181 1.80425       0       0
10    1.98683 -0.0178444 -0.0365003 2.00426       0       0
11    2.19729 -0.0226588 -0.0140135 2.20525       0       0
12     2.4091 -0.0258724 -0.0194001 2.40623       0       0
13     2.6066 -0.0312996 -0.0374593      2.60722 -0.000227224  -0.00651314
14    2.82054 -0.0447542  -0.090531     2.80813 -0.00545601  -0.0492359
15    3.02268 -0.0664734  -0.126053    3.00858 -0.0201044 -0.0968987
16    3.21574 -0.0937795  -0.160416    3.20811 -0.0442867  -0.144562
17   3.43236 -0.133871  -0.20976    3.40625 -0.0779589  -0.192825
18  3.62734  -0.1787 -0.24864   3.60246 -0.121474 -0.244511
19   3.80101 -0.228089 -0.296675   3.79609  -0.17535 -0.298527
20   3.98542 -0.290657 -0.355072   3.98651 -0.239599 -0.352543
21   4.15209 -0.359208 -0.434882    4.1732 -0.314037  -0.40656
22   4.34116 -0.453249 -0.492824   4.35559 -0.398444 -0.460577
23    4.5336 -0.562997 -0.549557   4.53315 -0.492575 -0.514596
24    4.7071 -0.675202 -0.605752   4.70537 -0.596154 -0.568611
25   4.86763 -0.793975 -0.662431   4.87175  -0.70888 -0.622626
26   5.02726 -0.927672 -0.721112    5.0318 -0.830423 -0.676641
27    5.1857  -1.07148 -0.781621   5.18505 -0.960428 -0.730658
28   5.31402  -1.20609 -0.838411   5.33106  -1.09852 -0.784675
29   5.44807  -1.36335 -0.901343    5.4694  -1.24429 -0.838694
30   5.56744  -1.52765 -0.974166   5.59966  -1.39731 -0.892713
31  5.68081 -1.70208 -1.03841   5.72147  -1.55714 -0.946733
32  5.76474 -1.85005  -1.0969  5.83447 -1.72332 -1.00075
33  5.84535 -2.02166 -1.16288  5.93833 -1.89535 -1.05478
34  5.91594 -2.19952 -1.22229  6.03276 -2.07274 -1.10879
35  5.97952 -2.39193 -1.27815  6.11746 -2.25497 -1.16281
36  6.03763 -2.59806 -1.31184  6.19221  -2.4415 -1.21683
37  6.08524  -2.7957 -1.34305  6.25677 -2.63179 -1.27085
38  6.12723 -2.99124 -1.38244  6.31096 -2.82529 -1.32487
39  6.16218 -3.19718 -1.42114  6.35463 -3.02144 -1.37889
40  6.18437 -3.37431 -1.47301  6.38764 -3.21966 -1.43291
41  6.20016 -3.59942 -1.52541   6.4099 -3.41936 -1.48693
42  6.20137 -3.79655 -1.59348  6.42135 -3.61998 -1.54094
43  6.18921 -3.97819 -1.69159  6.42195 -3.82092 -1.59496
44  6.15947 -4.17389 -1.75288   6.4117 -4.02161 -1.64898
45  6.11462 -4.39202 -1.80112  6.39062 -4.22144   -1.703
46  6.06531 -4.57219 -1.88257  6.35859 -4.41958 -1.76167
47  5.98455 -4.79067 -1.99322  6.31285 -4.61479 -1.84907
48  5.95325    -4.86 -2.19983  6.29169  -4.6817 -2.04908
49  5.97273 -4.83737 -2.36892  6.29169  -4.6817 -2.24944
50  5.96817 -4.84008 -2.56456 6.29169 -4.6817 -2.4497
51  5.98669 -4.82904 -2.79019  6.29169  -4.6817 -2.64985
52  5.98445 -4.82968  -2.9565  6.29169  -4.6817 -2.84999
53  5.78757 -4.83527 -3.09571  6.09431 -4.71757 -2.97148
54  5.58872 -4.84082 -3.13355  5.89641 -4.75068 -2.98021
55  5.37768 -4.84222 -3.13686  5.69819 -4.78206 -2.98893
56  5.15797 -4.84328  3.13815  5.49969 -4.81172 -2.99766
57 4.94463 -4.8405 3.12657  5.30095 -4.83965 -3.00639
58  4.74891 -4.83718  3.11966  5.10197 -4.86583 -3.01511
59  4.58206 -4.83215  3.09564  4.90277 -4.89028 -3.02384
60  4.36169 -4.82245  3.11145  4.70336 -4.91299 -3.03257
61  4.18184 -4.81557  3.09662  4.50377 -4.93397 -3.04129
62  3.95761 -4.80472  3.08741    4.304 -4.95319 -3.05002
63  3.75677 -4.79318  3.08102  4.10406 -4.97068 -3.05875
64  3.54902 -4.78277  3.09286  3.90399 -4.98641 -3.06747
65 3.34523 -4.7729 3.10738  3.70378 -5.00041  -3.0762
66  3.11189 -4.76358  3.09172  3.50345 -5.01265 -3.08492
67  2.90125 -4.75634  3.10863  3.30304 -5.02315 -3.09365
68  2.70768 -4.74548  3.08409  3.10254 -5.03223 -3.09857
69  2.52353 -4.73587  3.09137  2.90201 -5.04042 -3.10293
70  2.32719 -4.72089  3.03971  2.70144 -5.04756 -3.11413
71  2.11564 -4.69688  3.01322  2.50076 -5.04784  3.11538
72  1.93015 -4.66811  2.96758  2.30039 -5.03691  3.05866
73  1.72759 -4.62631  2.91624  2.10095 -5.01465  3.00193
74  1.54291 -4.57955  2.86436   1.9031 -4.98111  2.94521
75  1.35345 -4.52043  2.81028  1.70747 -4.93641  2.88849
76  1.15501 -4.44443    2.732  1.51469 -4.88069  2.83177
77 0.947642  -4.3466   2.6782  1.32537 -4.81413  2.77505
78  0.78956 -4.26299    2.632  1.14013 -4.73694  2.71833
79 0.645954 -4.17612  2.55995  0.95956 -4.64938  2.66161
80 0.503842 -4.07711  2.50853 0.784245 -4.55172  2.60489
81 0.341357 -3.95211  2.46461 0.614986 -4.44449  2.54878
82 0.189758 -3.82519  2.41245 0.451762 -4.32778  2.49268
83 0.0385732  -3.68309   2.36189 0.295339  -4.2021  2.43657
84 -0.111843  -3.52866   2.30977  0.14621 -4.06784  2.38047
85 -0.245678  -3.37419   2.26633 0.00484227   -3.92543    2.32436
86 -0.381224  -3.20222    2.2051 -0.128318  -3.77531   2.26826
87 -0.490604   -3.0446   2.13753 -0.252851  -3.61796   2.21215
88 -0.584005  -2.89874   2.36563 -0.357507  -3.47004   2.41235
89 -0.609607  -2.87846   2.55953 -0.357556  -3.47004   2.61241
90 -0.629199  -2.86846   2.80893 -0.357605  -3.47004   2.81265
91 -0.656579  -2.86326   2.96538 -0.357653  -3.47004   3.01265
92 -0.618609  -2.86274  -3.08865 -0.357702  -3.47004  -3.07029
93 -0.615752  -2.86509  -2.91172 -0.357757  -3.47004  -2.87015
94 -0.795343  -2.92429  -2.83289 -0.546214  -3.53856  -2.79281
95 -0.974237   -2.9846  -2.79844 -0.734394  -3.60701  -2.79281
96 -1.16248 -3.05503  -2.7612 -0.922789  -3.67554  -2.79281
97 -1.36452 -3.13822 -2.74445 -1.11098 -3.74398 -2.79281
98 -1.54444 -3.21323 -2.75156 -1.29918 -3.81242 -2.79281
99 -1.73212 -3.28893 -2.76817 -1.48779 -3.88101 -2.79264
100 -1.91073  -3.3665 -2.68451 -1.67353 -3.95692  -2.7032
101 -2.09173 -3.47169 -2.56006 -1.85054 -4.05139 -2.59916
102 -2.24486 -3.58574 -2.46509 -2.01678 -4.16373 -2.49514
103 -2.39591 -3.71926 -2.36552 -2.17046 -4.29271 -2.39227
104 -2.53207 -3.86086 -2.30215 -2.31268 -4.43432 -2.33039
105 -2.66826 -4.02196 -2.22656 -2.44643 -4.58393 -2.26039
106 -2.77988    -4.18 -2.14349 -2.56648  -4.7447 -2.16362
