seq: 125
gt_pose:  -1.62679  -7.96337 -0.428134
odom_pose:  -1.74741  -7.36522 -0.380809
point 0 35 87.4505 214.828 
point 1 45 16.3362  233.72 
point 2 54 51.1937 187.511 
point 3 56 123.887 201.648 
point 4 69 167.819 215.388 
point 5 102 195.701 107.217 
point 6 107 296.298 191.647 
point 7 118 108.616 186.944 
point 8 143 368.863 112.444 
point 9 152 132.289 165.693 
point 10 174 8.18595 194.954 
point 11 182  195.81 231.241 
point 12 187 233.014 133.665 
point 13 220 230.503 166.038 
point 14 236 254.504 151.676 
point 15 256 200.349 220.644 
point 16 299 170.437 182.945 
point 17 323 77.1903 127.183 
point 18 374 164.883 198.552 
point 19 429 168.628  191.19 
point 20 444 154.086 180.665 
point 21 446 94.0431 164.989 
point 22 452 112.393 181.438 
point 23 468 109.251 171.905 
point 24 484 43.9071 168.012 
point 25 493  209.75 207.212 
point 26 509  86.611 212.609 
point 27 525 277.453 235.946 
point 28 566 160.002 236.516 
point 29 571 32.1606 160.426 
point 30 584   235.2 203.938 
point 31 602 240.378 157.085 
point 32 615 298.415 151.324 
point 33 620  162.31 152.968 
point 34 638 20.6087 158.855 
point 35 659 297.944 192.823 
point 36 665 119.992  194.45 
point 37 702 214.697 77.2134 
point 38 707 287.166 209.959 
point 39 731  94.613 227.074 
point 40 741 279.369 207.115 
point 41 743 173.745  219.43 
point 42 745 140.852 168.877 
point 43 763 76.3303 138.231 
point 44 775 257.329 157.856 
point 45 791  167.46 191.592 
point 46 801 236.338 197.434 
point 47 802 193.546 154.957 
point 48 818 212.732  177.11 
point 49 855 144.142 151.218 
point 50 870 340.107 197.846 
point 51 935 86.7512 229.782 
point 52 943 257.012   232.7 
point 53 961 16.0405 87.3776 
point 54 985 332.091 180.772 

