seq: 147
gt_pose:  2.25469 -6.51552 0.677909
odom_pose:  1.99039 -5.65067 0.765569
point 0 6  141.48 185.433 
point 1 14 11.3715 191.316 
point 2 16 630.866 202.597 
point 3 17 134.494 166.467 
point 4 35 334.069  201.82 
point 5 38 182.941 112.519 
point 6 45 296.565 233.701 
point 7 47 436.969 224.619 
point 8 54 311.111 176.844 
point 9 55 629.269 152.513 
point 10 56 373.327 164.739 
point 11 57 134.836 194.791 
point 12 59 269.248 213.869 
point 13 69 456.041 174.464 
point 14 84 253.163 167.776 
point 15 85 565.549 194.556 
point 16 91 404.076   225.7 
point 17 110  64.262 184.277 
point 18 118 345.934 97.9538 
point 19 119 107.916 203.021 
point 20 132 74.4369 209.422 
point 21 138 121.896  221.73 
point 22 151 574.771 177.351 
point 23 152 384.32 99.261 
point 24 156 0.630462  200.493 
point 25 159 31.5319 209.928 
point 26 164 632.466 237.849 
point 27 169 106.826 209.948 
point 28 174 295.776  197.62 
point 29 179 132.941 216.813 
point 30 188 440.235 179.756 
point 31 194 369.514 163.475 
point 32 196 380.208  193.34 
point 33 198 171.026 236.266 
point 34 202 147.471 181.575 
point 35 204 629.013 206.483 
point 36 240 25.1569 192.109 
point 37 252 417.504 165.538 
point 38 257 521.492 229.978 
point 39 259  231.74 210.323 
point 40 261 433.414 168.987 
point 41 265 550.112 223.791 
point 42 273 508.865 93.8985 
point 43 286 212.795 176.944 
point 44 296 101.602 151.247 
point 45 313 148.743  156.91 
point 46 316 236.737 189.782 
point 47 319 154.459 184.241 
point 48 327 231.069 204.429 
point 49 347 409.354 202.112 
point 50 365 534.275 185.303 
point 51 367 80.5323 166.124 
point 52 373 330.257  237.46 
point 53 374 474.874  96.275 
point 54 394 409.677 185.343 
point 55 398 106.495 224.632 
point 56 444 427.836 89.0627 
point 57 446 337.943 114.135 
point 58 448 152.134 220.016 
point 59 452 356.697 116.949 
point 60 463  173.73 129.674 
point 61 468 352.293 98.5052 
point 62 469 120.105 168.324 
point 63 481 518.548   202.7 
point 64 482   434.8 194.449 
point 65 484 202.836 17.7348 
point 66 498 520.437 185.589 
point 67 509 339.107   205.1 
point 68 510 502.813 201.785 
point 69 519 80.0226 153.908 
point 70 532 171.741 183.888 
point 71 540 593.497 68.5597 
point 72 548 528.726 151.603 
point 73 562  605.78 132.248 
point 74 567 550.744 193.069 
point 75 571 304.347 156.001 
point 76 573 123.398 178.462 
point 77 591 50.5772  207.78 
point 78 618 560.186 154.622 
point 79 629 227.529 179.138 
point 80 637 437.369 170.015 
point 81 639 155.306 202.107 
point 82 664 175.791 199.324 
point 83 667 93.7433 195.617 
point 84 671 545.537 167.814 
point 85 673 572.865 233.453 
point 86 692 501.146 163.209 
point 87 697 244.076 205.233 
point 88 709 214.051 215.491 
point 89 731 337.945 217.855 
point 90 733 494.055 157.666 
point 91 742 475.966 177.445 
point 92 743 480.602 177.559 
point 93 762 548.094 199.042 
point 94 764 426.487 199.273 
point 95 777 80.8499 198.207 
point 96 791 456.969 108.684 
point 97 806 24.5261 238.544 
point 98 815  143.46 151.242 
point 99 821 140.011 189.948 
point 100 842 614.633 215.898 
point 101 843 13.5674 149.826 
point 102 857 541.344 213.176 
point 103 860 352.331 236.473 
point 104 867 134.929 220.343 
point 105 882 181.706 202.147 
point 106 885 240.291 150.358 
point 107 903 237.083 168.757 
point 108 904 441.176 177.822 
point 109 906 500.913 183.611 
point 110 912 613.645  166.56 
point 111 918 199.807 213.738 
point 112 927 35.9456 194.708 
point 113 935 337.329 226.182 
point 114 971 154.294  211.02 
point 115 979 63.4359 175.985 

