seq: 40
gt_pose:  6.38764 -3.21966 -1.43291
odom_pose:  6.18437 -3.37431 -1.47301
point 0 35 612.787 144.725 
point 1 46 159.661  125.68 
point 2 47 211.579 210.595 
point 3 56  528.77 146.001 
point 4 62 353.668 201.431 
point 5 69 462.644 194.515 
point 6 85 266.394 204.984 
point 7 91 300.764 208.934 
point 8 102 615.475 148.289 
point 9 118 620.847 138.004 
point 10 137 409.529 207.675 
point 11 141 383.584 167.562 
point 12 152 489.842  52.015 
point 13 182 521.317 229.803 
point 14 187 543.096 152.367 
point 15 188 228.887 132.575 
point 16 196 272.384 81.1119 
point 17 204 351.496  224.14 
point 18 207 129.999 220.358 
point 19 220  579.37 188.848 
point 20 221 154.502 239.627 
point 21 236 606.922  195.06 
point 22 246 424.08 216.86 
point 23 252 400.676 141.782 
point 24 256 471.629 213.529 
point 25 257  308.47 231.569 
point 26 261 434.684 171.257 
point 27 265 255.005 226.249 
point 28 273 377.675 135.272 
point 29 299 563.348 172.855 
point 30 305 94.7454 106.271 
point 31 329 35.2416 73.9898 
point 32 347 269.456  156.05 
point 33 354  56.525 229.015 
point 34 365 268.047 191.703 
point 35 368 172.225 239.976 
point 36 373 562.087 206.438 
point 37 374 504.837 172.667 
point 38 394 276.557 121.622 
point 39 414 423.172 168.074 
point 40 421 56.1018 118.165 
point 41 429 534.517 172.675 
point 42 444 490.602 126.027 
point 43 446 607.166 6.80049 
point 44 451 159.632 85.2097 
point 45 452 581.234 104.696 
point 46 468 589.872 80.5166 
point 47 481  413.79 217.994 
point 48 482 424.48  194.4 
point 49 498 360.141 200.962 
point 50 509 522.382 63.2763 
point 51 510 235.982 196.866 
point 52 525 577.319 237.783 
point 53 531 199.414 175.539 
point 54 537 129.091 134.294 
point 55 540 418.625 168.804 
point 56 548 322.091 171.176 
point 57 566 592.125  236.15 
point 58 567 262.731 201.076 
point 59 584 523.835  207.96 
point 60 602 540.874 173.806 
point 61 615 537.664 185.828 
point 62 618 253.961 170.514 
point 63 620 523.593 105.943 
point 64 637 210.965 106.501 
point 65 659 545.959 212.237 
point 66 671 236.201 174.493 
point 67 673 430.785 237.209 
point 68 692 298.837 165.811 
point 69 731  609.36 201.129 
point 70 733 282.496 153.207 
point 71 741 545.353 218.926 
point 72 742 259.702 161.446 
point 73 743 468.492  204.74 
point 74 745 595.295 144.093 
point 75 762 277.856 206.969 
point 76 764 301.037 171.528 
point 77 775 484.559 164.207 
point 78 790 107.822 221.878 
point 79 791 466.726 151.494 
point 80 801 460.791 192.073 
point 81 811 198.357 146.493 
point 82 818 562.545 186.627 
point 83 855 595.809 125.491 
point 84 857 262.829 216.783 
point 85 860 232.915 212.074 
point 86 904 319.263 153.696 
point 87 906 212.761 172.039 
point 88 935 567.963 187.437 
point 89 943 447.989 232.333 
point 90 949 381.343 235.222 
point 91 985 631.779 222.206 

