seq: 189
gt_pose:  1.48863 0.545523  2.67073
odom_pose: 0.495444  1.21079  2.84353
point 0 1 586.41 176.81 
point 1 28 12.8563  197.18 
point 2 31 439.723 157.716 
point 3 39  608.31 98.5809 
point 4 63 371.643 203.213 
point 5 68  446.11 238.996 
point 6 76 496.593 176.777 
point 7 80 59.8068 230.218 
point 8 88 307.065 237.084 
point 9 90  109.19 199.714 
point 10 92 19.1151 139.859 
point 11 109  10.194 170.061 
point 12 111 287.525 226.804 
point 13 156 539.355 40.8403 
point 14 166 225.619 187.462 
point 15 173 561.811 171.294 
point 16 175 308.509 101.432 
point 17 176 432.403 100.815 
point 18 181 424.081 200.512 
point 19 186 341.494 153.895 
point 20 205 597.488  198.61 
point 21 218 162.372 234.288 
point 22 226 505.764 137.141 
point 23 229 572.399 188.273 
point 24 233 341.955 232.727 
point 25 245 103.958 109.746 
point 26 251 290.997 224.795 
point 27 275 588.045 151.113 
point 28 303 348.468 176.986 
point 29 321 405.009 189.829 
point 30 331 175.212 215.996 
point 31 346 402.168 165.803 
point 32 352 120.648 170.053 
point 33 377 569.841 228.025 
point 34 387 299.628  115.73 
point 35 402 503.047 219.717 
point 36 404 466.672 185.049 
point 37 405 397.586  165.71 
point 38 406 409.194 207.433 
point 39 435 626.247 222.631 
point 40 478 452.438 211.271 
point 41 491 327.464 115.736 
point 42 494 275.604  191.37 
point 43 495 473.101 43.3581 
point 44 499 392.985 198.486 
point 45 503 108.297 185.354 
point 46 506 517.389  136.84 
point 47 514 181.354 151.059 
point 48 520 540.339 168.993 
point 49 539 352.156 172.874 
point 50 541 170.926 225.342 
point 51 542 622.499 196.427 
point 52 543 145.016 215.481 
point 53 544  413.49 207.084 
point 54 555 150.129 230.491 
point 55 559 53.0353 199.855 
point 56 577 96.2742 228.445 
point 57 578  532.67 151.438 
point 58 585 588.394 211.192 
point 59 596 383.141 196.947 
point 60 599 464.591 191.346 
point 61 600 78.2153 203.623 
point 62 607 123.034 235.553 
point 63 610 182.987  90.616 
point 64 622 468.968 98.0386 
point 65 623 194.254 188.169 
point 66 631 289.544 232.916 
point 67 644 292.253 86.0714 
point 68 648 45.3249 217.648 
point 69 669 551.917 234.076 
point 70 679 31.3935 206.183 
point 71 689 281.073 168.147 
point 72 691 66.1269 126.094 
point 73 710 127.899 174.588 
point 74 719 174.578 180.797 
point 75 725 346.742 211.037 
point 76 726 295.538 181.807 
point 77 748 13.6363 210.417 
point 78 750 185.849 236.053 
point 79 769 21.4881 149.595 
point 80 770 102.132 170.583 
point 81 780 579.177 239.354 
point 82 805 347.222 97.7323 
point 83 806 626.834 234.179 
point 84 820 160.742 189.015 
point 85 826 554.074 199.011 
point 86 832 426.877 182.232 
point 87 836  27.453 208.477 
point 88 847 509.384 202.348 
point 89 848 152.215 205.951 
point 90 854 413.243 219.397 
point 91 856 375.22 198.21 
point 92 858  354.58 156.617 
point 93 863 83.1286 140.796 
point 94 877  593.87 162.817 
point 95 880 195.378 89.0512 
point 96 881 450.834 91.2181 
point 97 883 275.376 194.225 
point 98 916 199.586 192.704 
point 99 924 612.909 222.356 
point 100 937 392.836 233.746 
point 101 944 150.325 105.658 
point 102 952 83.7195 202.567 
point 103 953 513.236 163.986 
point 104 958 79.4029 59.3464 
point 105 967 386.342 144.872 
point 106 973 103.481 182.054 
point 107 974 125.552 231.629 
point 108 978 137.953 189.978 
point 109 990  598.27 192.995 
point 110 993 588.561 157.983 

