seq: 36
gt_pose:  6.19221  -2.4415 -1.21683
odom_pose:  6.03763 -2.59806 -1.31184
point 0 35 579.689 168.316 
point 1 46 256.992 170.673 
point 2 47 278.585 219.143 
point 3 56 538.838 159.456 
point 4 69  488.64 198.924 
point 5 91 342.599  218.01 
point 6 137 446.383 208.791 
point 7 141 418.352 172.685 
point 8 143 623.384 171.723 
point 9 152 501.105 83.0452 
point 10 182 568.338 229.546 
point 11 187 607.334 144.057 
point 12 188 289.824 162.262 
point 13 194 342.299 61.2881 
point 14 196 325.757 141.998 
point 15 204 386.652 225.843 
point 16 207 268.019 231.237 
point 17 212 161.573 202.631 
point 18 215 129.048 105.085 
point 19 221 245.996 239.755 
point 20 224 317.528 40.1132 
point 21 237 268.905   116.5 
point 22 246 461.523 217.473 
point 23 252 423.558 160.384 
point 24 256 507.905 214.303 
point 25 257 347.896  232.96 
point 26 261 457.645 180.894 
point 27 273 408.837 148.752 
point 28 299 616.937  169.85 
point 29 305 214.774 157.436 
point 30 329 190.005 144.905 
point 31 347 320.593 181.424 
point 32 354 218.773 234.411 
point 33 368 248.007 239.983 
point 34 373 432.718 229.021 
point 35 374 536.338 176.065 
point 36 394 325.422 156.762 
point 37 414 461.652 169.336 
point 38 417  144.13 128.579 
point 39 421 221.509 179.412 
point 40 429 575.916  172.79 
point 41 444  514.54 136.852 
point 42 446 593.777 50.2882 
point 43 451  248.83 137.853 
point 44 452 594.069 119.253 
point 45 468 601.722  97.757 
point 46 481 443.615 220.209 
point 47 482 447.949 201.116 
point 48 498 393.088 206.214 
point 49 509 470.155 140.553 
point 50 531 270.665 194.744 
point 51 537 234.701 173.857 
point 52 540 450.741 174.201 
point 53 548 359.539 181.754 
point 54 584 581.174 205.636 
point 55 602 605.671 167.302 
point 56 615 609.797 178.694 
point 57 620 558.684 110.023 
point 58 637 278.123 145.282 
point 59 659 621.568 208.316 
point 60 673 462.476 237.412 
point 61 692 339.947 179.266 
point 62 703 172.096 114.707 
point 63 707 513.229 213.031 
point 64 731 598.925 207.948 
point 65 733 326.801 170.154 
point 66 741 618.343 216.174 
point 67 742 309.585 178.849 
point 68 743 497.068 207.478 
point 69 753 15.7527 62.7583 
point 70 764 342.409 188.688 
point 71 775 533.801 160.754 
point 72 790 226.747 229.149 
point 73 791 493.014 159.713 
point 74 801  501.92 192.009 
point 75 811 284.131 186.101 
point 76 818 630.604 181.204 
point 77 860 316.176 228.151 
point 78 870 638.507  216.44 
point 79 904 356.521 172.568 
point 80 935 516.869 206.237 
point 81 943   489.7 232.281 
point 82 949 415.438 235.614 
point 83 969 117.986 239.718 

