seq: 110
gt_pose: -2.87893 -5.47852 -1.78572
odom_pose:  -3.0961 -4.95944 -1.74426
point 0 2 550.918 122.431 
point 1 18 202.959 210.762 
point 2 25 621.215 200.078 
point 3 32 579.021 152.952 
point 4 65 202.875 211.459 
point 5 74 378.487 149.626 
point 6 98 362.496 212.837 
point 7 104 544.657 206.106 
point 8 117 345.685 221.448 
point 9 121 172.327 121.653 
point 10 122 407.732 199.445 
point 11 126 450.985 195.955 
point 12 128 174.642 98.8576 
point 13 139 411.246 103.166 
point 14 143 80.9154 140.609 
point 15 147  558.18 189.456 
point 16 154 191.583 193.605 
point 17 163 150.248 110.304 
point 18 183 410.091  122.26 
point 19 203 428.229 218.522 
point 20 223 461.867 137.056 
point 21 227 193.709 205.945 
point 22 247 457.505 142.514 
point 23 253 275.179  220.01 
point 24 258 558.807 233.752 
point 25 278 318.112 182.599 
point 26 288 307.714 168.644 
point 27 291 471.882 189.032 
point 28 294 129.768 24.0848 
point 29 318 160.024 123.941 
point 30 345 180.895 158.592 
point 31 351 490.109 105.944 
point 32 355 358.039 220.446 
point 33 356 261.016 102.602 
point 34 371 548.493 194.474 
point 35 378 433.107 166.519 
point 36 381 379.286 194.981 
point 37 413  603.33 158.386 
point 38 415 463.811 4.34448 
point 39 419 488.368 194.001 
point 40 431 460.231 194.974 
point 41 443 517.162  169.21 
point 42 455 435.408 80.1544 
point 43 459 170.423  26.245 
point 44 462 543.053  195.38 
point 45 465 484.297 189.212 
point 46 466 258.803 187.905 
point 47 471  285.06 192.621 
point 48 479 462.867 121.292 
point 49 511 546.693 34.0117 
point 50 522  481.87 87.2325 
point 51 528 473.782 94.7377 
point 52 547 185.671  131.57 
point 53 551 452.809  215.62 
point 54 576 635.245 185.053 
point 55 593 530.528  143.07 
point 56 594 514.297 197.683 
point 57 626 527.581 24.6333 
point 58 666 575.698 214.436 
point 59 686 238.106 159.261 
point 60 688  272.99 236.512 
point 61 696 481.449 234.385 
point 62 700 579.276 195.966 
point 63 701 335.878 177.386 
point 64 702  21.202 162.965 
point 65 713 537.023 182.626 
point 66 728 413.434 168.089 
point 67 734 436.834 202.215 
point 68 738 360.112 222.833 
point 69 766 315.198 107.482 
point 70 773 616.508 167.175 
point 71 784 448.915 99.7252 
point 72 799 166.935 141.466 
point 73 824  258.03 226.069 
point 74 829 328.538 96.0444 
point 75 840 507.085 110.932 
point 76 870 44.9265 203.527 
point 77 917 272.679 67.6304 
point 78 922 380.268 195.811 
point 79 930 490.319 176.687 
point 80 938 444.904 215.171 
point 81 940 521.415 159.757 
point 82 954 175.397 139.436 
point 83 956 626.586 233.416 
point 84 976 361.694 192.477 
point 85 983  484.58 151.136 
point 86 985 77.0394 207.818 
point 87 987 381.895 181.045 
point 88 988 489.986 223.946 
point 89 999 409.248 174.923 

