seq: 24
gt_pose:   4.70537 -0.596154 -0.568611
odom_pose:    4.7071 -0.675202 -0.605752
point 0 0 331.15 154.52 
point 1 35 621.753 188.561 
point 2 45 515.378 225.354 
point 3 46 383.957 201.919 
point 4 54 571.496 125.482 
point 5 69 621.132 198.359 
point 6 91 440.397 225.673 
point 7 94 251.506 180.603 
point 8 99 371.497 140.587 
point 9 112 195.579 235.262 
point 10 137 614.825 201.855 
point 11 141 558.518 166.827 
point 12 152 595.642 106.173 
point 13 162   106.3 125.106 
point 14 174 470.529 135.501 
point 15 177 295.253  178.43 
point 16 185 184.063 51.7432 
point 17 194 431.586  144.11 
point 18 196 423.721 185.145 
point 19 207 390.465 236.124 
point 20 213 127.727 151.495 
point 21 217  352.87 106.957 
point 22 224 407.551 174.414 
point 23 237 390.918 190.088 
point 24 252 519.135 176.095 
point 25 255  57.671 196.863 
point 26 261 566.946 186.648 
point 27 273 524.597 155.524 
point 28 279 216.433 174.408 
point 29 289 285.924 166.918 
point 30 317 292.045 236.951 
point 31 347 424.889 202.556 
point 32 348 210.948 184.894 
point 33 354 365.983 237.328 
point 34 372 304.803 217.629 
point 35 373 456.903 235.736 
point 36 394  428.45 186.268 
point 37 403 348.554 194.912 
point 38 417 343.357 198.999 
point 39 421 367.695 211.467 
point 40 427 118.731 122.862 
point 41 442  326.43 231.554 
point 42 481 571.292 220.213 
point 43 482 554.879 205.533 
point 44 498 507.629 209.211 
point 45 509 499.236 188.307 
point 46 518 391.819 152.977 
point 47 540 592.535 169.347 
point 48 550 148.679 202.876 
point 49 571 513.283 63.5216 
point 50 582 209.753 143.419 
point 51 608 245.247 202.031 
point 52 612 262.833 178.168 
point 53 619  191.09 135.407 
point 54 621 187.303 163.294 
point 55 624 218.187 212.381 
point 56 632 118.138 233.911 
point 57 673  607.73 237.193 
point 58 698 314.812 219.423 
point 59 737 132.551   175.3 
point 60 739 19.0624 208.935 
point 61 740 202.765 195.004 
point 62 753 312.469 186.938 
point 63 754 278.119 170.132 
point 64 764 444.197 203.881 
point 65 768 282.908 126.802 
point 66 789 315.605 189.849 
point 67 791 628.497 157.647 
point 68 811 399.074 211.646 
point 69 839 309.961 209.072 
point 70 845 246.744 221.739 
point 71 860  412.04 234.885 
point 72 889 106.161 225.687 
point 73 904 458.711 189.362 
point 74 935 541.818 220.153 
point 75 949 549.883 235.388 
point 76 994 369.672 138.349 
point 77 996 267.294 168.101 

