seq: 162
gt_pose:   3.7541 -3.97951  1.39474
odom_pose:  3.23314 -2.96889  1.51176
point 0 0 541.688 146.136 
point 1 3 353.977 197.155 
point 2 6  20.677 40.0821 
point 3 14 120.683 183.875 
point 4 17 251.103 150.642 
point 5 42  298.14 181.875 
point 6 57 221.912 172.181 
point 7 59 499.592 116.546 
point 8 64 269.664 207.962 
point 9 88 45.9109 237.427 
point 10 94 563.471 174.286 
point 11 109 77.2824 225.639 
point 12 110  209.02 185.327 
point 13 111 73.9331 232.099 
point 14 112 547.845 235.446 
point 15 119 69.9736 152.346 
point 16 159 193.708  212.81 
point 17 162 453.033 187.593 
point 18 165 161.22  195.7 
point 19 169 242.043 208.848 
point 20 174 599.361 57.2028 
point 21 175 110.277 179.365 
point 22 176 170.828 216.166 
point 23 177 590.947 158.898 
point 24 179 252.813 212.598 
point 25 185 446.201 152.909 
point 26 198 229.251 231.959 
point 27 200  1.0075 124.733 
point 28 202 265.264 168.332 
point 29 206 428.767 81.9641 
point 30 217 583.328 57.0044 
point 31 251 83.9658 231.635 
point 32 259 355.031  175.17 
point 33 279 574.245  166.84 
point 34 280 275.563 232.261 
point 35 286 308.797 88.3617 
point 36 289 625.013 131.424 
point 37 290 327.375 177.432 
point 38 296 192.039 118.756 
point 39 301 115.498 199.589 
point 40 303 138.419 218.386 
point 41 313 253.481 125.868 
point 42 316 366.483 138.627 
point 43 319 255.435  159.72 
point 44 348 481.875  204.03 
point 45 367 222.698 166.704 
point 46 372 630.546  205.28 
point 47 387  117.51 195.002 
point 48 398 189.914 218.002 
point 49 403 474.132 207.144 
point 50 425  12.842 239.909 
point 51 427 466.419 178.885 
point 52 442 570.965 229.378 
point 53 448 263.656 213.853 
point 54 469 214.033 140.635 
point 55 491 138.479 205.381 
point 56 519 200.668  142.75 
point 57 532 201.842 95.4293 
point 58 533 389.819 156.502 
point 59 573 233.823  162.93 
point 60 582 475.696 179.982 
point 61 588   345.5 230.579 
point 62 608 546.734 201.567 
point 63 612 611.433 155.107 
point 64 617 103.751 145.687 
point 65 619 474.099 177.159 
point 66 621 515.893 178.708 
point 67 624 532.189  214.91 
point 68 629 340.267 82.2257 
point 69 631 11.6605 232.979 
point 70 632 436.697 237.632 
point 71 644 105.897 175.809 
point 72 646  367.19 221.079 
point 73 661 79.1939 141.086 
point 74 664  64.643 42.1199 
point 75 667 222.337 191.943 
point 76 681 337.545 194.217 
point 77 697 381.506 153.046 
point 78 709 317.159 185.927 
point 79 726 61.7302 198.664 
point 80 737 458.604 208.046 
point 81 740   528.6 200.624 
point 82 752 107.027  148.14 
point 83 754 568.347 158.346 
point 84 768 444.759 182.091 
point 85 771 346.922 221.969 
point 86 777 190.278 189.764 
point 87 794 23.2203 186.683 
point 88 797  19.684 136.104 
point 89 805 128.467 177.699 
point 90 815 225.129 98.2475 
point 91 839 636.715 190.623 
point 92 843 164.182 152.808 
point 93 867 251.888 216.165 
point 94 876 46.4411 128.625 
point 95 880 79.5408 186.855 
point 96 882 267.455 168.836 
point 97 883 98.3109 220.907 
point 98 892 378.725 153.453 
point 99 927 188.511 196.992 
point 100 929 177.426 195.274 
point 101 942 56.2896 210.283 
point 102 963 271.779 202.942 
point 103 971 261.676  200.48 
point 104 996 609.224 141.587 

