seq: 159
gt_pose:  3.60671 -4.56307  1.25228
odom_pose:  3.15786 -3.57295  1.38709
point 0 0 450.532 174.823 
point 1 6  111.93 117.933 
point 2 14 109.005 188.102 
point 3 17 231.135 158.242 
point 4 31  144.14 220.095 
point 5 42 274.997 187.999 
point 6 45 469.661 222.533 
point 7 57 209.422 181.353 
point 8 59 393.258  173.76 
point 9 64 248.186  210.66 
point 10 84 354.215 67.5438 
point 11 94 473.806 192.174 
point 12 99 601.877 66.3109 
point 13 109 48.3018 225.549 
point 14 110 187.176  187.53 
point 15 111 29.7681 231.575 
point 16 119 109.078 175.131 
point 17 159 170.322  213.48 
point 18 165 138.063 196.695 
point 19 174 454.913 136.795 
point 20 175 74.5464 176.961 
point 21 176 144.317 216.208 
point 22 177 483.467 184.138 
point 23 179  232.26 214.757 
point 24 185 396.892  170.22 
point 25 186 60.1515 180.255 
point 26 198 224.984 233.817 
point 27 202 244.293 174.564 
point 28 206 376.877 122.322 
point 29 217 469.665 119.933 
point 30 224 587.804 124.727 
point 31 251 42.5152 231.148 
point 32 259 322.266 190.331 
point 33 280 254.148 232.996 
point 34 286 287.043 128.066 
point 35 289 504.026 166.313 
point 36 290 301.181  187.03 
point 37 296 180.443 132.448 
point 38 301 101.425 202.103 
point 39 303 106.869  217.86 
point 40 313 235.347  138.81 
point 41 316 332.043 160.079 
point 42 317 583.604 235.562 
point 43 319 237.876 169.732 
point 44 327  285.48 130.785 
point 45 348 422.323 211.938 
point 46 367 200.598 169.805 
point 47 372 502.973 216.981 
point 48 373 611.258 231.136 
point 49 387 84.5559 193.745 
point 50 398 180.067 220.734 
point 51 403 408.766 215.996 
point 52 425 1.32414 239.914 
point 53 442 467.428 232.777 
point 54 448  243.72 216.515 
point 55 463  221.63 46.8818 
point 56 469 200.441 152.175 
point 57 491  108.71 204.868 
point 58 518 565.272 103.411 
point 59 519 182.767 149.528 
point 60 532 210.156 136.327 
point 61 533 352.188 172.115 
point 62 573 215.863  170.03 
point 63 582 417.894  193.01 
point 64 588 316.705  231.99 
point 65 604 585.392 228.981 
point 66 608 463.922  211.62 
point 67 612 500.966  180.56 
point 68 617 76.2303 145.565 
point 69 619 417.683 190.363 
point 70 624 457.195 220.983 
point 71 629 310.083 126.947 
point 72 644 70.6187 173.456 
point 73 646 334.447 224.275 
point 74 661 59.8628 144.319 
point 75 664 161.154 135.979 
point 76 667   202.1 194.843 
point 77 681 309.605 202.079 
point 78 697 340.458 176.747 
point 79 698 547.852 213.267 
point 80 709 293.078 198.745 
point 81 726 11.6938 195.143 
point 82 752 84.3695 150.052 
point 83 753  617.96 150.174 
point 84 754 473.079 182.002 
point 85 768 392.406 195.188 
point 86 771 317.575 224.946 
point 87 777 174.898 193.958 
point 88 789 576.549 166.567 
point 89 794 8.51779 188.982 
point 90 797  21.651 146.187 
point 91 805 93.7066 175.267 
point 92 815 213.789 119.642 
point 93 821 57.9601 105.756 
point 94 839 505.005 207.591 
point 95 843 143.503 156.132 
point 96 845 521.017 220.908 
point 97 867 231.822  218.18 
point 98 876 9.25435 124.816 
point 99 880 45.2989 185.379 
point 100 882 252.392 182.587 
point 101 883  62.636 220.202 
point 102 885 327.577 43.4789 
point 103 892 344.615 167.255 
point 104 927 166.522 198.461 
point 105 929 151.492 195.516 
point 106 942 40.5923 211.589 
point 107 963 250.586 206.379 
point 108 971 242.547 204.889 
point 109 994 532.841 106.237 
point 110 996 498.847 171.286 

