seq: 119
gt_pose:  -2.53723  -7.19961 -0.968264
odom_pose:  -2.67885  -6.62499 -0.937496
point 0 18 355.292 199.383 
point 1 65 355.043 200.113 
point 2 102 83.5387 104.327 
point 3 107 194.878 193.276 
point 4 137 130.077 208.859 
point 5 143 263.943 151.843 
point 6 154 336.327 168.146 
point 7 163 289.274 62.8811 
point 8 182 43.7073  228.93 
point 9 187 120.403 128.638 
point 10 220 126.914 167.878 
point 11 236 167.836 167.824 
point 12 246 121.132 217.341 
point 13 253 499.835 191.306 
point 14 256 40.4924 214.421 
point 15 273 19.1151 158.267 
point 16 318 303.488 85.3908 
point 17 345 303.115 74.8161 
point 18 414 138.709 168.101 
point 19 466     449 134.255 
point 20 471 528.996  118.98 
point 21 481 14.5496 221.774 
point 22 493 129.928 213.323 
point 23 498 32.3612 209.872 
point 24 525 186.896 236.654 
point 25 540 46.4798 177.649 
point 26 547 318.145  40.027 
point 27 584 119.324 201.217 
point 28 602 131.361 155.165 
point 29 615  203.78 164.782 
point 30 659 204.144 200.624 
point 31 673 33.7266 237.543 
point 32 686 420.575 22.0615 
point 33 688 513.947 230.109 
point 34 702 177.284 155.909 
point 35 707 184.182 210.352 
point 36 741 183.879 210.862 
point 37 775 146.263 153.231 
point 38 799 317.023 118.628 
point 39 801 109.212 190.259 
point 40 802  142.01 183.985 
point 41 818 91.5383 171.345 
point 42 824 445.254 212.668 
point 43 870 242.609 209.468 
point 44 943 140.926 231.927 
point 45 949 89.7127 235.854 
point 46 985 239.932  206.42 

