seq: 28
gt_pose:   5.33106  -1.09852 -0.784675
odom_pose:   5.31402  -1.20609 -0.838411
point 0 0 282.671 109.201 
point 1 35 592.686  186.03 
point 2 45 524.645 220.861 
point 3 46 348.597 197.245 
point 4 54 564.396 107.419 
point 5 56 594.912 168.679 
point 6 69 564.333 200.605 
point 7 91 407.235 224.551 
point 8 94 164.153 150.303 
point 9 99 337.217 117.279 
point 10 112 70.1383 232.517 
point 11 137 542.385 206.246 
point 12 141 501.296 172.362 
point 13 152 553.599 106.189 
point 14 174 475.219 96.0202 
point 15 177 233.198 151.336 
point 16 194 401.842  131.88 
point 17 196 392.335 178.702 
point 18 207 357.821 235.457 
point 19 212 298.608  219.86 
point 20 215 286.728 172.239 
point 21 217 315.185 49.2247 
point 22 224 380.917 159.368 
point 23 237 359.114  180.57 
point 24 246 562.498 215.205 
point 25 252 481.172  174.89 
point 26 256 613.851 211.822 
point 27 261 521.616 187.553 
point 28 273 479.219 157.566 
point 29 279 113.258 141.674 
point 30 289 222.723 138.027 
point 31 317 237.625 236.094 
point 32 347   391.1 199.424 
point 33 348 41.5699 131.788 
point 34 354 329.191 236.913 
point 35 372 249.228 209.023 
point 36 373 437.467 234.895 
point 37 374 634.285 172.811 
point 38 394 394.708 181.916 
point 39 403 308.734 156.035 
point 40 414 566.362 160.723 
point 41 417 303.027 190.391 
point 42 421 331.206 206.935 
point 43 442 277.013 227.629 
point 44 444 590.781 140.616 
point 45 446 626.324 83.2525 
point 46 481 518.836  221.18 
point 47 482  511.05 205.921 
point 48 498 463.652 209.798 
point 49 509 478.168 181.389 
point 50 518  362.79 130.961 
point 51 540 533.236 174.439 
point 52 571 513.453 18.6173 
point 53 582 28.6713 42.9371 
point 54 604 227.079 230.244 
point 55 608 149.873  180.84 
point 56 612  188.89 152.288 
point 57 621 34.6178 108.021 
point 58 624 99.7552 195.168 
point 59 673 546.304 237.405 
point 60 698 265.567 213.099 
point 61 703 307.867  176.04 
point 62 731 635.378 213.041 
point 63 740 71.4858 165.864 
point 64 743 580.137 207.651 
point 65 753  264.74 173.836 
point 66 754 205.408 136.012 
point 67 764 409.314 201.811 
point 68 789 267.599 175.953 
point 69 790 329.889 233.373 
point 70 791 570.161 162.405 
point 71 801 623.389 183.772 
point 72 811 365.869  207.88 
point 73 839 256.586 197.413 
point 74 845  169.57 214.679 
point 75 860 383.108 233.981 
point 76 904 422.498 187.389 
point 77 935 520.066 218.104 
point 78 943 611.511 230.851 
point 79 949 495.562 235.687 
point 80 969 286.623 239.867 
point 81 994 336.248  108.15 
point 82 996 194.989 137.869 

