seq: 1
gt_pose: 0.200225        0        0
odom_pose:   0.199821 0.00162541  0.0137885
point 0 6 538.986 183.626 
point 1 14 463.664 126.468 
point 2 15 56.6762 172.774 
point 3 17 305.331 110.556 
point 4 35 518.347 215.217 
point 5 36 59.0713 233.229 
point 6 38 572.215 136.015 
point 7 42  301.94 173.809 
point 8 44 174.993 157.301 
point 9 45 441.284 234.645 
point 10 53 66.3563 196.229 
point 11 54 476.461 192.091 
point 12 56 556.202 199.454 
point 13 57 401.512 173.544 
point 14 59 449.592 216.736 
point 15 61 109.477 165.196 
point 16 64 284.944 194.451 
point 17 69 584.168 212.125 
point 18 84 453.338 173.636 
point 19 89  60.417 231.746 
point 20 106 38.2576 234.376 
point 21 110 214.993 87.8557 
point 22 113 140.484   188.3 
point 23 115 272.813 178.555 
point 24 119 530.318 195.556 
point 25 120 237.901 189.702 
point 26 130  40.125 174.916 
point 27 132 127.113 150.157 
point 28 134 137.578  173.43 
point 29 140 178.228  193.72 
point 30 148 116.363 68.9163 
point 31 152 539.631 162.107 
point 32 157 31.5925 237.132 
point 33 158 88.1112 131.856 
point 34 159 136.515 130.879 
point 35 161 101.799 172.202 
point 36 165 198.031 22.4857 
point 37 169 214.687 172.077 
point 38 170  187.03 237.286 
point 39 179 289.549 197.847 
point 40 198  451.17 235.641 
point 41 202 295.248  140.11 
point 42 259 398.316 207.542 
point 43 261 547.342 204.849 
point 44 280 301.736 230.106 
point 45 286 430.316 172.039 
point 46 290 347.788 190.608 
point 47 296 406.781 93.1693 
point 48 301 462.659 139.864 
point 49 310 14.6901 159.588 
point 50 313  351.36 111.862 
point 51 315  144.94 209.337 
point 52 316 379.005 183.686 
point 53 319 364.207 157.683 
point 54 325 232.435 214.787 
point 55 327 500.37 209.08 
point 56 343 139.339 226.877 
point 57 353 248.386 184.572 
point 58 367 202.955 49.8653 
point 59 374  636.69 190.847 
point 60 396 219.598 170.432 
point 61 398 419.015 215.709 
point 62 411 15.7589 229.521 
point 63 444 587.976 173.444 
point 64 446 541.416 163.964 
point 65 448 324.877 208.049 
point 66 449 52.1553 160.142 
point 67 452 583.706 177.096 
point 68 463 462.772 115.676 
point 69 468 583.858 167.056 
point 70 469 389.368 125.911 
point 71 481  576.2 225.27 
point 72 482 541.412  217.12 
point 73 487 33.6372 175.627 
point 74 516 26.2926 214.396 
point 75 519 330.779 59.1006 
point 76 532  476.94 178.465 
point 77 540 603.978 184.559 
point 78 571 447.297  170.77 
point 79 573 336.712 133.143 
point 80 581 150.477 239.547 
point 81 588  333.08 232.503 
point 82 603 84.8282 160.789 
point 83 629 428.212 176.748 
point 84 639 617.461 210.977 
point 85 646  342.02 226.783 
point 86 655 147.123 209.339 
point 87 658 95.2746 207.158 
point 88 664 525.522 201.118 
point 89 667 275.745 143.615 
point 90 673 608.231 237.854 
point 91 681 360.426 207.873 
point 92 697 409.496  204.03 
point 93 709  415.47 212.833 
point 94 717 123.652 183.518 
point 95 731 546.668 226.822 
point 96 743 603.902 216.127 
point 97 771 348.941 226.937 
point 98 777 371.249 158.819 
point 99 791 588.281 184.978 
point 100 804 207.416 210.433 
point 101 815 411.872 116.171 
point 102 821 562.404 191.466 
point 103 837 262.675 155.071 
point 104 846 199.283 233.108 
point 105 867 303.458 205.341 
point 106 868 15.3797 197.363 
point 107 878 54.1123 225.516 
point 108 882 414.259 193.703 
point 109 885 450.014 154.197 
point 110 886 227.938 179.181 
point 111 903 559.253 188.219 
point 112 905 139.646 135.089 
point 113 910 137.544 174.995 
point 114 918 626.783 223.114 
point 115 920 211.454 213.504 
point 116 927  218.95 97.2558 
point 117 928 254.177 197.217 
point 118 935 484.704  230.29 
point 119 939 263.412 211.307 
point 120 963 300.963 191.462 
point 121 971 341.859 195.382 
point 122 979 81.2395 29.8426 
point 123 989 196.993 236.594 

