seq: 59
gt_pose:  4.90277 -4.89028 -3.02384
odom_pose:  4.58206 -4.83215  3.09564
point 0 5 463.108 187.907 
point 1 6 559.495 158.353 
point 2 11 277.337 197.713 
point 3 14 614.774 188.652 
point 4 23 384.375 159.363 
point 5 24 369.845 190.666 
point 6 26 347.962 139.459 
point 7 38  484.81 53.6925 
point 8 48 328.964 139.152 
point 9 66 276.458 168.593 
point 10 78 497.965 211.701 
point 11 102  209.78 154.189 
point 12 109 571.064 228.553 
point 13 116 419.915 227.449 
point 14 118 223.812 82.5504 
point 15 119 575.958 190.321 
point 16 123 523.558 146.356 
point 17 138 408.761  226.58 
point 18 143 157.114 172.621 
point 19 175 602.844 179.604 
point 20 182 105.732 220.916 
point 21 184 514.695 204.602 
point 22 187 150.613 121.672 
point 23 200 528.449 175.128 
point 24 216 497.672 204.244 
point 25 220 185.909 184.914 
point 26 234 330.797 168.035 
point 27 236 204.233 199.177 
point 28 242 371.182 160.819 
point 29 245 522.607 203.085 
point 30 251  575.04 232.719 
point 31 262 502.034 191.613 
point 32 277 415.833 174.691 
point 33 299 166.858 143.041 
point 34 301 608.902 203.472 
point 35 323 257.858 195.474 
point 36 352 512.024 217.938 
point 37 359 414.065 153.513 
point 38 364 496.496 212.035 
point 39 374 1.67008 19.4982 
point 40 382 391.796 197.069 
point 41 387 611.899  193.72 
point 42 425 535.276 239.948 
point 43 429 118.333 107.531 
point 44 470 409.235 238.229 
point 45 475 427.531 226.914 
point 46 484 297.748 143.333 
point 47 492 388.009 166.163 
point 48 493  226.12 228.319 
point 49 508 397.098 165.871 
point 50 525 184.994 237.721 
point 51 529 438.557 199.788 
point 52 560 323.023 192.802 
point 53 565 297.752 238.244 
point 54 566 194.847 235.361 
point 55 568 476.831 216.125 
point 56 584 123.697 190.163 
point 57 597 365.068 173.533 
point 58 602  148.66 150.697 
point 59 615 149.283 171.947 
point 60 617 595.73 153.72 
point 61 638  280.24 195.263 
point 62 639 439.681  201.35 
point 63 644 597.727 177.999 
point 64 651 339.818 140.573 
point 65 659 158.154 206.797 
point 66 661 573.943 163.577 
point 67 664 582.184 161.251 
point 68 665  234.38 190.223 
point 69 695 476.67    213 
point 70 722 294.174 149.363 
point 71 724 274.169 178.358 
point 72 731 243.092 58.5605 
point 73 741 156.663 214.145 
point 74 745 197.458 112.919 
point 75 752 599.463 156.609 
point 76 763 267.892 112.099 
point 77 775 44.0641 81.6165 
point 78 776 499.265 159.831 
point 79 794 539.622 207.956 
point 80 797 541.021  181.21 
point 81 805 627.631 169.947 
point 82 818 170.429 173.871 
point 83 819 413.159 205.667 
point 84 821  523.64 173.803 
point 85 841 527.538   171.9 
point 86 855 197.874 92.7639 
point 87 862 459.301 208.835 
point 88 870  167.61 217.842 
point 89 876 548.201 161.307 
point 90 880 572.178 196.196 
point 91 883 589.464 222.372 
point 92 903 468.937 90.6644 
point 93 908 501.008 163.782 
point 94 918 392.078 212.764 
point 95 925 301.828 175.979 
point 96 931 312.536 155.671 
point 97 936 436.615 158.012 
point 98 942 558.099 219.581 
point 99 961 294.615 118.107 
point 100 965 431.408 177.646 
point 101 977 306.891 184.792 

