seq: 44
gt_pose:   6.4117 -4.02161 -1.64898
odom_pose:  6.15947 -4.17389 -1.75288
point 0 16 245.267 213.821 
point 1 47 58.0718 185.558 
point 2 55 203.851 171.157 
point 3 56 537.168 119.692 
point 4 62 315.257 194.231 
point 5 69 443.083 186.022 
point 6 85 200.448 193.134 
point 7 91 220.592 182.037 
point 8 102 550.993 156.043 
point 9 118 606.432 127.404 
point 10 121 637.196 185.465 
point 11 137 375.142 204.703 
point 12 141 348.848 157.246 
point 13 151 149.351 170.091 
point 14 164 232.926  238.45 
point 15 182 484.472 229.545 
point 16 187 494.727 155.555 
point 17 188 100.629  50.928 
point 18 204 312.744 220.917 
point 19 220 521.647 192.425 
point 20 225 260.153     192 
point 21 236 538.268  199.74 
point 22 246 390.109 214.964 
point 23 252 381.073 102.774 
point 24 256 441.473 211.247 
point 25 257 256.575 228.813 
point 26 261 417.409 152.616 
point 27 265 182.411 221.157 
point 28 273 345.059 109.574 
point 29 299 523.167 172.393 
point 30 314 260.642 182.994 
point 31 336 334.829 232.869 
point 32 345 623.898 200.809 
point 33 347 157.065 77.2117 
point 34 365 200.068 173.816 
point 35 368 4.94995 239.959 
point 36 374 481.551 164.924 
point 37 394 173.603 15.2699 
point 38 414 388.337  162.97 
point 39 429 503.152 169.018 
point 40 444  475.48 105.069 
point 41 452 587.126 76.5151 
point 42 468 597.712 47.1187 
point 43 481 386.135 213.762 
point 44 482 405.761 181.315 
point 45 493 571.156 226.823 
point 46 498 323.601 190.922 
point 47 500 299.841 203.055 
point 48 510 144.571 176.246 
point 49 525 515.699 237.979 
point 50 531 28.2382 117.359 
point 51 540 388.996 158.061 
point 52 547 606.349 185.355 
point 53 548 275.176 150.555 
point 54 562  225.57 152.464 
point 55 566 545.962 236.218 
point 56 567 193.884 187.122 
point 57 584 479.475  208.55 
point 58 602 492.101 176.392 
point 59 618 181.896 145.448 
point 60 620  497.67 94.0691 
point 61 665  599.89 189.579 
point 62 671  153.18 148.033 
point 63 673 402.472   236.8 
point 64 685 238.052 190.941 
point 65 686 626.607 197.318 
point 66 692 241.743 138.288 
point 67 702 598.741 209.051 
point 68 733 216.899 117.462 
point 69 741 491.769 220.249 
point 70 742 177.178  122.08 
point 71 743 446.181 199.282 
point 72 745 557.771 142.324 
point 73 746 214.386 211.436 
point 74 762 215.493 195.735 
point 75 764 232.567 128.695 
point 76 775 444.504 163.828 
point 77 791 447.066 135.583 
point 78 801 425.822 189.689 
point 79 802 594.801 217.221 
point 80 818 512.199 188.835 
point 81 842 207.977 220.185 
point 82 855 555.972 124.467 
point 83 857 193.096  208.21 
point 84 904 265.814  111.21 
point 85 906 103.888 136.148 
point 86 912 201.239 178.344 
point 87 943 411.943 231.998 
point 88 949 346.873 234.458 
point 89 985 550.856 224.659 

