seq: 70
gt_pose:  2.70144 -5.04756 -3.11413
odom_pose:  2.32719 -4.72089  3.03971
point 0 5 606.507 125.399 
point 1 9 258.484 170.455 
point 2 11 203.441 151.218 
point 3 18 102.027 211.686 
point 4 23 443.848  47.213 
point 5 24 386.502 149.992 
point 6 43 324.677 224.159 
point 7 65 104.814 212.744 
point 8 66 198.371  85.765 
point 9 72 457.569 210.217 
point 10 78 629.811 186.726 
point 11 81 269.825 191.408 
point 12 88 592.517 237.472 
point 13 92  547.32 198.379 
point 14 121 200.683 183.933 
point 15 128 207.303 177.186 
point 16 146 405.851 156.163 
point 17 154 148.223 205.929 
point 18 163 143.101 147.465 
point 19 166  568.61 204.992 
point 20 216 579.059 183.392 
point 21 227 259.362 232.766 
point 22 234 315.369 105.092 
point 23 236 23.6781 145.702 
point 24 242 393.317 87.1429 
point 25 245 619.047 181.453 
point 26 262 590.595  162.09 
point 27 277 478.061 114.972 
point 28 292 313.306 218.461 
point 29 294 253.445 192.734 
point 30 309 398.426 211.552 
point 31 318 128.32 148.32 
point 32 323 140.276 132.711 
point 33 326 312.223  152.41 
point 34 334 465.068 209.197 
point 35 345 193.048 198.061 
point 36 352 593.218 206.107 
point 37 359 480.024  68.938 
point 38 382 479.607 124.856 
point 39 422  317.78 206.198 
point 40 470 472.353 236.454 
point 41 472 513.146 195.339 
point 42 475 511.637 213.447 
point 43 492 435.086 85.6277 
point 44 493 91.1281 214.926 
point 45 497 328.629 208.755 
point 46 508 481.804 54.4282 
point 47 514 565.731 187.772 
point 48 529  511.87 166.593 
point 49 541 594.656 231.956 
point 50 546 256.865 198.782 
point 51 547 181.327 177.814 
point 52 560 293.735 102.511 
point 53 565 196.678 233.596 
point 54 568 581.518 196.443 
point 55 597 382.981 108.935 
point 56 607 537.942 237.667 
point 57 610 576.559 153.154 
point 58 638 155.025   96.87 
point 59 676 281.415 234.251 
point 60 686 200.087 197.376 
point 61 691 570.836 189.591 
point 62 695 636.031 180.654 
point 63 702 156.097 197.359 
point 64 722 229.056 25.0283 
point 65 724 195.946 109.642 
point 66 726 628.363 194.282 
point 67 751 309.859 213.832 
point 68 755 379.302 237.822 
point 69 776 628.798 90.7155 
point 70 799 86.7048 142.789 
point 71 802 142.149 205.678 
point 72 819 481.046 170.933 
point 73 833 204.198 125.626 
point 74 861 404.559 181.613 
point 75 862 531.444 187.508 
point 76 879 223.693 163.325 
point 77 884 287.434 222.982 
point 78 887  342.32 217.166 
point 79 908 591.385 116.191 
point 80 925 253.817 103.307 
point 81 936 507.768 90.7604 
point 82 941 290.886 212.643 
point 83 944 601.287 170.779 
point 84 954 263.975  221.35 
point 85 958 525.247 152.731 
point 86 962 465.163 203.899 
point 87 965 488.332 132.623 
point 88 977 270.307 135.817 
point 89 978 556.178 213.432 
point 90 985 102.263  213.96 

