seq: 101
gt_pose: -1.85054 -4.05139 -2.59916
odom_pose: -2.09173 -3.47169 -2.56006
point 0 10 323.996 214.791 
point 1 19 533.412 211.055 
point 2 28 490.181 168.163 
point 3 34 629.602 181.683 
point 4 74 222.428 187.006 
point 5 90 603.297  150.54 
point 6 98 208.451 218.374 
point 7 114 467.388 150.179 
point 8 117 191.546 223.974 
point 9 139 241.402 166.723 
point 10 155  323.86 218.758 
point 11 183 241.442 174.419 
point 12 197 439.244 115.963 
point 13 227  101.62 219.352 
point 14 247 263.714 192.897 
point 15 253 101.908 218.475 
point 16 266 568.971 187.348 
point 17 278 165.074 189.728 
point 18 288 161.085 182.872 
point 19 292 129.618 118.467 
point 20 294 37.3506 91.0734 
point 21 306 416.572 130.231 
point 22 308  436.25 178.151 
point 23 330  453.18 229.834 
point 24 339 291.246  142.39 
point 25 351 282.871 172.782 
point 26 355 204.276 224.138 
point 27 356 138.382 148.918 
point 28 358 548.138 134.097 
point 29 363 597.723 205.656 
point 30 369 421.397 206.268 
point 31 375 562.522 182.532 
point 32 389 538.245 167.635 
point 33 400 474.732  218.48 
point 34 409  265.31 70.5617 
point 35 410 638.906 147.519 
point 36 413 307.669 211.396 
point 37 415 256.205 154.151 
point 38 455  244.43 183.414 
point 39 459 154.981 175.404 
point 40 466 69.5399  178.56 
point 41 471 115.735 190.076 
point 42 479 260.712 190.306 
point 43 497 180.611 17.4618 
point 44 501 492.434 153.902 
point 45 511 295.403 157.361 
point 46 522 273.985  169.54 
point 47 523 489.788 165.069 
point 48 528 274.845 166.019 
point 49 545 510.868 172.493 
point 50 553 510.034 186.601 
point 51 572 609.092 226.432 
point 52 574 446.586  170.39 
point 53 575 322.043 172.701 
point 54 600 578.596 162.514 
point 55 626 286.731 154.146 
point 56 635 347.976 238.978 
point 57 648 511.485 200.594 
point 58 657 305.461 203.811 
point 59 686 63.5065 155.514 
point 60 688 106.061 236.447 
point 61 693 539.468 215.524 
point 62 701 182.791 186.413 
point 63 706  443.83 191.187 
point 64 715 589.641 237.825 
point 65 716  607.88 221.841 
point 66 738 209.041 228.487 
point 67 748 481.491 192.127 
point 68 760 429.249 59.8526 
point 69 766 187.047 171.129 
point 70 767 498.022 233.854 
point 71 770 596.462 87.7669 
point 72 774 344.976 131.909 
point 73 783 547.904 109.593 
point 74 784 260.451 169.948 
point 75 795 539.831 188.862 
point 76 810 363.542  211.04 
point 77 824 65.5743 223.253 
point 78 825 274.449 84.9319 
point 79 829 183.985 137.633 
point 80 834  499.92 220.882 
point 81 836 499.135 186.015 
point 82 840 285.708 181.237 
point 83 844 478.636 218.824 
point 84 850  464.57 179.195 
point 85 852 451.235 81.4849 
point 86 871 473.937 199.472 
point 87 890 347.323 178.221 
point 88 915 440.444 195.305 
point 89 917  135.89 109.546 
point 90 919 386.008   150.7 
point 91 921 347.816 186.812 
point 92 923 420.113 213.869 
point 93 940 290.791  204.49 
point 94 950 625.664 206.351 
point 95 952 527.477 172.633 
point 96 954 100.777  184.11 
point 97 959   565.9 238.259 
point 98 970 480.976 195.441 
point 99 973 632.552 100.248 
point 100 976 207.989 202.721 
point 101 998 352.763 143.985 

