seq: 51
gt_pose:  6.29169  -4.6817 -2.64985
odom_pose:  5.98669 -4.82904 -2.79019
point 0 5 545.283 188.128 
point 1 6 601.754 173.878 
point 2 23 451.487 170.617 
point 3 26 413.739 168.089 
point 4 35 413.894 151.095 
point 5 38 513.161 113.772 
point 6 48 399.353 162.048 
point 7 56 329.315 139.268 
point 8 69 256.513 179.086 
point 9 78 605.017 208.501 
point 10 92 597.721 207.972 
point 11 107 226.607 195.616 
point 12 116 481.258 229.603 
point 13 118 345.931 168.662 
point 14 137 162.723 188.189 
point 15 138 461.327 230.329 
point 16 141 100.608 88.4278 
point 17 182 282.661 230.923 
point 18 184 606.585 203.782 
point 19 216 619.432 197.398 
point 20 242  440.62 169.671 
point 21 246 188.089 206.449 
point 22 256 250.727 209.555 
point 23 261 230.111 120.532 
point 24 262 625.413  182.26 
point 25 277 490.344 177.559 
point 26 287 0.15668 135.116 
point 27 299 304.875 188.586 
point 28 327 617.347 164.804 
point 29 336 60.1501 225.714 
point 30 359 487.364 158.328 
point 31 364 598.378   209.6 
point 32 374 285.271 170.659 
point 33 382 457.641 203.504 
point 34 414 185.409  136.79 
point 35 429 296.142 181.153 
point 36 444 284.637 107.023 
point 37 446  382.83 39.6648 
point 38 452  345.84 126.135 
point 39 468  349.75 109.362 
point 40 470 481.452 238.346 
point 41 472 551.602 209.161 
point 42 475 502.739 227.456 
point 43 481 180.518 200.231 
point 44 482 213.628 153.154 
point 45 484 377.666  180.57 
point 46 492 457.115  174.09 
point 47 508 463.989 175.613 
point 48 529 520.407 199.442 
point 49 540 185.878 122.537 
point 50 560 394.387 204.053 
point 51 565  374.84 238.743 
point 52 566 314.815 237.336 
point 53 568  574.24 214.189 
point 54 584 277.144 212.896 
point 55 597 434.145 181.844 
point 56 607 605.476 238.058 
point 57 620 294.638 114.494 
point 58 638 361.454 208.166 
point 59 639  483.48 212.757 
point 60 651 408.173 164.658 
point 61 664 599.472 182.464 
point 62 665 335.352 209.334 
point 63 673 206.676 235.751 
point 64 691 621.954 200.414 
point 65 695 563.901 212.464 
point 66 707 231.548 212.239 
point 67 731 379.244 207.371 
point 68 743 258.097 195.682 
point 69 745 322.118 172.307 
point 70 763 357.971 161.757 
point 71 775 250.517 164.466 
point 72 776 607.938 150.195 
point 73 791 260.092 124.772 
point 74 801 233.603 184.507 
point 75 818 296.385 200.735 
point 76 819  485.87 207.779 
point 77 821 564.805 188.072 
point 78 855 320.792 159.879 
point 79 862 553.148 206.427 
point 80 903  480.56 158.715 
point 81 908 622.724 149.591 
point 82 918 441.478 222.886 
point 83 931 386.215 179.104 
point 84 935 518.522 157.746 
point 85 936 517.985 157.508 
point 86 943 217.634 230.654 
point 87 949 93.0052 229.483 
point 88 958 587.864 169.604 
point 89 961 373.434 156.753 
point 90 965 513.452 176.653 
point 91 978 623.396 217.745 

