seq: 107
gt_pose: -2.67042 -4.91632 -2.06685
odom_pose: -2.88974 -4.36973 -2.05199
point 0 2 428.519 162.055 
point 1 10 539.007 170.374 
point 2 12 564.431 232.048 
point 3 18 139.033 208.687 
point 4 25  458.42 215.918 
point 5 51 519.312 182.966 
point 6 65 139.161 209.481 
point 7 74 315.243 172.838 
point 8 98 306.784 216.902 
point 9 117 292.599 223.706 
point 10 121 119.936 124.024 
point 11 128 124.787 103.938 
point 12 139 337.474 142.768 
point 13 154 130.374 191.583 
point 14 155 568.888 171.837 
point 15 163 78.749  99.46 
point 16 167 467.228 194.036 
point 17 183 337.803  154.69 
point 18 223 377.951 164.192 
point 19 227 172.288 214.215 
point 20 231 600.941 220.071 
point 21 247 366.336 174.329 
point 22 253 224.995 220.978 
point 23 263 504.448 182.808 
point 24 278 267.675 189.295 
point 25 288 258.889 179.129 
point 26 291 384.909  202.68 
point 27 294 113.076 66.4704 
point 28 318 88.5609 113.521 
point 29 339 417.268 65.5023 
point 30 345 127.081 159.429 
point 31 351 391.018 147.976 
point 32 355 303.088 223.246 
point 33 356 222.487 131.731 
point 34 413 435.409 194.218 
point 35 415 356.992  104.49 
point 36 416 472.238 232.759 
point 37 420 548.481 185.268 
point 38 431 377.432 206.603 
point 39 432 502.973 213.353 
point 40 433 566.653 155.949 
point 41 434 477.862 165.373 
point 42 455 339.166 149.617 
point 43 459  193.65 130.133 
point 44 466  206.94 188.932 
point 45 471 234.967  195.25 
point 46 479 363.073 166.029 
point 47 483 531.886 194.281 
point 48 507  556.17 176.804 
point 49 511 413.249 114.827 
point 50 522 380.569 139.631 
point 51 528 380.355 139.459 
point 52 547 129.499 130.883 
point 53 570 540.553 217.037 
point 54 575 465.168 124.244 
point 55 593 418.873  173.76 
point 56 626 400.902 109.572 
point 57 634 485.13 161.81 
point 58 635 537.689 237.903 
point 59 657 439.787 176.496 
point 60 686 189.551 163.852 
point 61 688 223.867 236.742 
point 62 699 618.222 231.159 
point 63 700 443.465 211.552 
point 64 701  283.73 185.194 
point 65 708 521.453 127.176 
point 66 734 361.212 211.431 
point 67 738 302.769 226.424 
point 68 758 603.937  202.88 
point 69 766 267.519 147.119 
point 70 772 524.121 160.919 
point 71 784 361.849 143.853 
point 72 786 563.589 198.203 
point 73 799 92.1553 130.161 
point 74 808 464.935 169.439 
point 75 810 628.703 163.912 
point 76 812 485.558 232.543 
point 77 824 205.738 226.262 
point 78 829 277.128 123.144 
point 79 838 595.367  169.36 
point 80 840 396.704  155.82 
point 81 851 579.033 209.866 
point 82 890 518.449 125.552 
point 83 891 560.756  214.05 
point 84 895 471.568 207.908 
point 85 917 229.278 96.2093 
point 86 921 525.999 137.539 
point 87 940 404.299 188.475 
point 88 954 162.902 166.962 
point 89 956 465.416  235.95 
point 90 976 305.911  199.83 
point 91 981 620.758 144.439 
point 92 987 322.376 191.318 
point 93 998 586.151 3.49171 

