seq: 11
gt_pose: 2.20525       0       0
odom_pose:    2.19729 -0.0226588 -0.0140135
point 0 0 406.443 193.659 
point 1 3 288.139  175.69 
point 2 42 279.489 91.5285 
point 3 45 524.138 230.987 
point 4 49 176.994 144.186 
point 5 50 229.643 207.924 
point 6 54 595.095 155.764 
point 7 59 561.125 196.715 
point 8 64 211.824 99.4426 
point 9 71 64.7568 151.922 
point 10 75 176.184 204.158 
point 11 79 178.867 195.881 
point 12 82 150.236 155.653 
point 13 84 584.957 108.127 
point 14 87 285.736   234.2 
point 15 91 532.739  226.68 
point 16 99 446.844 168.482 
point 17 115 237.158 132.125 
point 18 120 178.905 153.558 
point 19 140 78.0736 161.025 
point 20 170 84.3019 235.189 
point 21 174 489.987 179.104 
point 22 179 189.439 59.2663 
point 23 185 340.649 169.361 
point 24 194 509.359 159.701 
point 25 196 506.183 192.881 
point 26 206 425.169 126.211 
point 27 207 468.864 236.948 
point 28 217 421.443  162.84 
point 29 224 471.669 193.289 
point 30 232 106.308 238.223 
point 31 237 466.117 201.943 
point 32 244 186.034 199.076 
point 33 252 633.339 173.569 
point 34 257 590.361 233.243 
point 35 259 471.471 177.223 
point 36 276 220.423 239.597 
point 37 280 268.836 212.283 
point 38 286 571.539 85.0381 
point 39 290 374.589  142.97 
point 40 316 427.372 137.525 
point 41 325 150.851 191.296 
point 42 340 227.283 159.463 
point 43 347 517.896 205.301 
point 44 353 154.339 111.781 
point 45 357 94.9556 235.212 
point 46 373 510.046 236.887 
point 47 379 24.1838 166.571 
point 48 390 186.898 232.917 
point 49 394 521.819 189.995 
point 50 396 137.217  113.35 
point 51 401 219.873 219.254 
point 52 403 408.399 219.643 
point 53 418  292.78 231.348 
point 54 442 405.623 235.178 
point 55 448 335.624 137.637 
point 56 456 257.797 182.432 
point 57 509 556.391 198.805 
point 58 512 267.431 169.833 
point 59 518 458.247 179.592 
point 60 521  22.186 175.648 
point 61 533 366.302  155.27 
point 62 548 609.029 181.404 
point 63 549 40.7982 235.547 
point 64 571 532.759 124.292 
point 65 579 65.2241 198.371 
point 66 586 63.0215 198.663 
point 67 588 343.502  226.53 
point 68 605  223.02 220.545 
point 69 629 547.231 107.178 
point 70 630 167.486 220.192 
point 71 632 320.793 237.913 
point 72 646 357.482 217.503 
point 73 668 183.879 169.396 
point 74 681 397.599 178.331 
point 75 692 573.432 185.623 
point 76 697  487.72 172.591 
point 77 709 529.447 180.399 
point 78 764 545.003 204.639 
point 79 768 377.756 196.456 
point 80 771 372.948 216.101 
point 81 778 269.217 224.733 
point 82 803 141.593 190.717 
point 83 804 92.6333 180.288 
point 84 809 241.463 179.371 
point 85 817 187.905 196.925 
point 86 823 191.495 181.018 
point 87 837 210.455 77.7039 
point 88 846 102.443 227.579 
point 89 860 483.564 236.051 
point 90 866 159.083 165.851 
point 91 867 250.634 94.6637 
point 92 882  578.15 113.205 
point 93 885 590.141 61.7189 
point 94 886 129.218 113.964 
point 95 892 329.162   138.4 
point 96 898 251.653 231.951 
point 97 904 567.141 188.318 
point 98 911 130.605 181.218 
point 99 920 134.617 194.748 
point 100 926  186.79 224.049 
point 101 928   167.1 140.621 
point 102 935 598.646 223.573 
point 103 939 214.925 186.721 
point 104 951 169.504 212.791 
point 105 963 263.954 97.1032 
point 106 971 390.011 97.0952 
point 107 994 439.677 172.644 

