seq: 175
gt_pose:  3.41463 -1.43278  2.01208
odom_pose:   2.66156 -0.515465   2.11706
point 0 7 338.269 184.343 
point 1 14 64.5618 107.391 
point 2 17 363.114 6.80643 
point 3 21  343.88 208.105 
point 4 31 269.681 215.244 
point 5 36 358.653 236.765 
point 6 42 522.665 34.5378 
point 7 44 372.137 175.773 
point 8 49 606.405 108.259 
point 9 53 401.138 214.052 
point 10 60 18.5057 177.741 
point 11 64 409.557 157.507 
point 12 68 276.875  239.63 
point 13 71 525.998 169.578 
point 14 75 619.479 188.824 
point 15 82 581.569 139.898 
point 16 92 17.4368 176.517 
point 17 109 150.811 221.705 
point 18 110 295.959 147.703 
point 19 111 197.242 232.233 
point 20 113 354.466  208.15 
point 21 115 634.933 48.7964 
point 22 120 565.676  135.67 
point 23 132 326.618 194.941 
point 24 134 460.975 177.201 
point 25 140 506.273 180.425 
point 26 148 346.691 147.523 
point 27 156 285.594 197.426 
point 28 158  389.86 174.589 
point 29 159 280.972 198.862 
point 30 165 234.796 173.732 
point 31 166 140.043 202.287 
point 32 169 348.512 182.924 
point 33 170  500.33 236.422 
point 34 175 217.392 174.035 
point 35 176 262.738 208.525 
point 36 179 367.498 173.821 
point 37 202 399.687 48.6534 
point 38 216 41.5082 160.991 
point 39 232 573.126 238.148 
point 40 240 305.721 186.765 
point 41 245 108.393  174.06 
point 42 251 202.001 231.531 
point 43 262    44.1 133.181 
point 44 280 433.174 216.923 
point 45 301 93.2265 156.791 
point 46 303 238.939 214.901 
point 47 304 368.338 173.688 
point 48 315 413.985 214.882 
point 49 325  505.38 196.961 
point 50 331 52.7146 216.875 
point 51 343 457.151 227.694 
point 52 352 99.5423 199.855 
point 53 353 460.967  148.71 
point 54 357 552.669 235.475 
point 55 367 317.659 114.504 
point 56 387 217.643  188.52 
point 57 396 515.973  126.46 
point 58 397 46.9627 189.026 
point 59 398 21.3638 115.577 
point 60 445 581.721 178.458 
point 61 447 612.943 176.835 
point 62 448 402.389 152.652 
point 63 454 339.238 177.975 
point 64 491 233.048 197.944 
point 65 495 283.733 173.927 
point 66 506 291.901 210.287 
point 67 514 113.018 178.781 
point 68 519 256.365 26.2995 
point 69 541 122.302 231.089 
point 70 555  9.5396 230.085 
point 71 573 314.232 17.7702 
point 72 578 301.132 211.995 
point 73 581 442.601 239.578 
point 74 591 320.669 200.726 
point 75 603 415.221 187.355 
point 76 607 61.4891 236.766 
point 77 610 119.425  141.19 
point 78 617 178.931 116.852 
point 79 623 40.5176 181.276 
point 80 630 630.727 211.409 
point 81 644 210.752  169.26 
point 82 655 356.854 220.371 
point 83 658 347.278 223.437 
point 84 661 95.3946 80.1174 
point 85 667  308.57 144.054 
point 86 691 60.8943 172.352 
point 87 717 464.173 188.894 
point 88 719 6.09442  169.62 
point 89 726  196.85 201.866 
point 90 750 72.4314 236.385 
point 91 752 157.359 103.385 
point 92 777 210.764 110.289 
point 93 803  602.56 178.659 
point 94 804 475.796 199.947 
point 95 805 236.412 172.127 
point 96 806  316.17 238.507 
point 97 820 27.7707 188.421 
point 98 837 546.438 41.2327 
point 99 843  224.24 94.5589 
point 100 846 503.318 230.267 
point 101 865 631.737 203.502 
point 102 866 586.201 148.675 
point 103 867 365.123 178.207 
point 104 876 143.947 115.473 
point 105 878 347.475 233.565 
point 106 880 174.866 179.003 
point 107 881 272.307  196.75 
point 108 883 202.761 218.975 
point 109 886 479.743 146.453 
point 110 905 408.952 157.499 
point 111 908  34.174 66.3229 
point 112 910 394.671 192.207 
point 113 911 555.558 179.231 
point 114 916 86.3439 196.922 
point 115 920 533.612 196.604 
point 116 926 623.141 216.328 
point 117 927 266.853 170.477 
point 118 928 462.668 166.264 
point 119 929 269.236 179.741 
point 120 939 564.984 169.233 
point 121 942 31.2214 187.572 
point 122 944 116.465 162.498 
point 123 951 632.218 200.356 
point 124 957 11.3039 189.841 
point 125 958 23.9233 105.753 
point 126 963 420.559 132.895 
point 127 967 255.243 197.545 
point 128 971 401.679 80.8817 
point 129 978 83.6212 205.875 
point 130 979 321.646 152.609 
point 131 989  367.98 237.121 

