seq: 122
gt_pose:  -2.13405  -7.64333 -0.697889
odom_pose:  -2.27986  -7.03936 -0.684464
point 0 18 435.923 181.355 
point 1 56 19.2231  192.42 
point 2 65  436.08 182.136 
point 3 69 87.6079 211.344 
point 4 102 147.142 111.101 
point 5 107 248.031 194.276 
point 6 118 2.61029 174.839 
point 7 143 311.678 139.765 
point 8 152 31.0443 148.237 
point 9 154 417.422 125.722 
point 10 182 133.325 230.598 
point 11 187 183.019 135.422 
point 12 194 2.15725 164.392 
point 13 196 21.2534 196.018 
point 14 220 183.961 169.827 
point 15 236 213.707 163.706 
point 16 252 67.9691 192.291 
point 17 256 135.508 218.808 
point 18 261 78.0911 201.685 
point 19 299 101.766 177.467 
point 20 318 362.082 22.2314 
point 21 323 15.1648 124.302 
point 22 374 86.4423 192.321 
point 23 429 95.2771 185.172 
point 24 444  68.037 169.857 
point 25 452 3.29957 167.001 
point 26 481 123.829 225.556 
point 27 482 80.1722 214.956 
point 28 493 174.434  211.77 
point 29 525 233.751 236.477 
point 30 540 142.601 188.961 
point 31 566 90.4638  236.19 
point 32 584 183.989 204.067 
point 33 602 191.445 159.381 
point 34 615 252.007 161.746 
point 35 620 84.2707 140.325 
point 36 659 251.822 198.736 
point 37 665 36.6477 188.269 
point 38 673 134.133 238.006 
point 39 702 203.053 133.805 
point 40 707 238.759  211.29 
point 41 741 233.746 210.297 
point 42 743 97.0483 216.359 
point 43 745 59.2288 158.598 
point 44 775 207.183  158.83 
point 45 791 87.3426 183.686 
point 46 799 377.868  78.232 
point 47 801 181.365 195.874 
point 48 802 173.908  175.27 
point 49 818 160.247  176.91 
point 50 855   65.03 139.301 
point 51 870 288.789  205.96 
point 52 943 205.242 232.624 
point 53 985 281.699 198.867 

