seq: 43
gt_pose:  6.42195 -3.82092 -1.59496
odom_pose:  6.18921 -3.97819 -1.69159
point 0 16 259.984 215.526 
point 1 47 115.185 195.355 
point 2 55 222.079 176.167 
point 3 56 532.586 128.138 
point 4 62 325.452 196.478 
point 5 69 447.336 188.681 
point 6 85 220.122 196.999 
point 7 91 249.116 192.617 
point 8 102 565.247 154.621 
point 9 118 608.488 130.799 
point 10 137 383.678 205.656 
point 11 141 357.733 160.466 
point 12 151 174.548  176.43 
point 13 152  491.48 10.0111 
point 14 163 589.712  170.95 
point 15 164 248.604 238.555 
point 16 182 492.939 229.659 
point 17 187 505.753 155.169 
point 18 188 146.631 81.9625 
point 19 204   323.1 221.926 
point 20 220 534.573 191.798 
point 21 225 273.452 194.765 
point 22 236 553.375  198.85 
point 23 246 398.439  215.58 
point 24 252 385.628 115.808 
point 25 256 448.557 211.986 
point 26 257 271.607 229.708 
point 27 261 421.101 158.572 
point 28 265 204.483 222.837 
point 29 273 353.603 117.709 
point 30 299 532.225 172.825 
point 31 314 273.845 186.217 
point 32 336  344.25 233.125 
point 33 347 199.077 108.903 
point 34 365 220.617  179.72 
point 35 368 65.4559 239.965 
point 36 374 486.631 167.373 
point 37 394 211.416 57.5108 
point 38 414 396.875 164.662 
point 39 429 510.192 170.301 
point 40 444 478.319 111.634 
point 41 452 583.347 85.3978 
point 42 468 593.313 57.6505 
point 43 481 392.961 215.086 
point 44 482 409.935 185.517 
point 45 493 588.544 226.454 
point 46 498 333.428 194.111 
point 47 500 310.753 204.872 
point 48 510 173.898 183.335 
point 49 525 529.431 237.942 
point 50 531 93.1985  140.48 
point 51 540   396.3 161.415 
point 52 547 630.514 182.724 
point 53 548 288.477 157.191 
point 54 562 242.153 158.726 
point 55 566 556.292 236.219 
point 56 567 214.639 191.707 
point 57 584 489.683 208.549 
point 58 602 503.224 176.057 
point 59 618 203.725 153.689 
point 60 620 503.358  97.914 
point 61 637 114.357 37.4086 
point 62 659 503.361 213.838 
point 63 665 611.807  189.33 
point 64 671 178.981 156.875 
point 65 673 409.341 236.928 
point 66 685 253.166 194.106 
point 67 692 258.699 147.379 
point 68 702 620.133 207.829 
point 69 733 236.925 129.452 
point 70 741 503.908 220.024 
point 71 742 203.647 135.737 
point 72 743 451.185 200.988 
point 73 745 566.025 143.234 
point 74 746 231.424 213.398 
point 75 762 234.007 199.401 
point 76 764 254.982 144.256 
point 77 775 453.907 164.271 
point 78 791 451.328 140.561 
point 79 801 434.161 190.537 
point 80 802 615.078 216.402 
point 81 818 523.592 188.537 
point 82 842 226.026 221.645 
point 83 855 564.787 125.269 
point 84 857 214.216 211.038 
point 85 904 282.148 125.912 
point 86 906 139.816 148.719 
point 87 912 219.934 182.972 
point 88 943 420.608 232.121 
point 89 949 355.738 234.696 
point 90 985 568.315 224.183 

