seq: 103
gt_pose: -2.17046 -4.29271 -2.39227
odom_pose: -2.39591 -3.71926 -2.36552
point 0 10 370.641 208.769 
point 1 18 38.1902 202.939 
point 2 65 38.9633 203.972 
point 3 74 259.742 185.433 
point 4 114 575.297 113.458 
point 5 121 48.4153 120.095 
point 6 128 58.0098 102.125 
point 7 139 278.197 163.326 
point 8 154 38.3776 185.131 
point 9 155 371.574  213.11 
point 10 167 370.509 207.992 
point 11 183 278.462 171.747 
point 12 197 571.712 36.8157 
point 13 227 142.641 219.282 
point 14 247 300.714 189.853 
point 15 253 160.968 220.602 
point 16 263 390.277 202.426 
point 17 278 210.865 192.146 
point 18 284 474.615 198.625 
point 19 288 205.248 184.705 
point 20 292 113.044 71.6145 
point 21 294 86.7909 95.0805 
point 22 306 508.214 82.8625 
point 23 308 531.034 153.411 
point 24 330 549.968 226.026 
point 25 339 330.026 129.136 
point 26 345 52.6347 155.455 
point 27 351 320.675 168.522 
point 28 356 179.773 149.274 
point 29 400 585.034 209.726 
point 30 413 347.672 208.214 
point 31 415 292.077 145.869 
point 32 455 279.421 177.924 
point 33 459 183.804 169.357 
point 34 466 137.389 186.097 
point 35 471 172.108 194.686 
point 36 476 535.862 177.698 
point 37 479 297.221 186.236 
point 38 501 623.507 112.979 
point 39 511 334.109 149.602 
point 40 522 311.352 164.421 
point 41 523 613.687 131.666 
point 42 528 312.348 161.603 
point 43 547 49.9268 122.784 
point 44 574 539.557 144.986 
point 45 575 364.158 163.741 
point 46 595 518.879  238.04 
point 47 609 561.177 209.733 
point 48 626  324.82 146.175 
point 49 635 396.085 238.792 
point 50 657 345.797 198.947 
point 51 686 126.969 163.811 
point 52 688 162.544 236.755 
point 53 701 226.675 188.608 
point 54 706 530.114 175.151 
point 55 708 398.081 168.046 
point 56 738 247.925 228.414 
point 57 748 630.284 163.829 
point 58 758 434.329 218.713 
point 59 766 223.089 168.348 
point 60 784 297.421 165.773 
point 61 787 533.967 173.985 
point 62 810 418.673 204.092 
point 63 824 134.981 225.386 
point 64 825 310.402 44.5925 
point 65 829 224.592 138.416 
point 66 834 630.589 212.129 
point 67 840 323.671 176.735 
point 68 844 599.365 209.223 
point 69 850 567.364 155.716 
point 70 871  588.15 182.077 
point 71 890 393.756  168.48 
point 72 895 371.796 218.075 
point 73 915  562.86 169.897 
point 74 917 180.541 112.966 
point 75 919 446.481 128.797 
point 76 921 394.935 177.911 
point 77 923 493.417  206.42 
point 78 940 329.066 201.607 
point 79 954  139.64 183.236 
point 80 970 596.918 176.562 
point 81 976 248.861 203.496 
point 82 981 443.052 185.574 
point 83 998 404.486 122.492 

