seq: 38
gt_pose:  6.31096 -2.82529 -1.32487
odom_pose:  6.12723 -2.99124 -1.38244
point 0 35 590.696 158.736 
point 1 46 218.514 154.236 
point 2 47 249.563 215.747 
point 3 56 532.071 153.804 
point 4 62  371.44 203.643 
point 5 69 474.835 197.101 
point 6 91 323.572 214.412 
point 7 118 633.891 140.778 
point 8 137 427.452 208.436 
point 9 141 400.755 170.642 
point 10 152 493.985 70.0191 
point 11 182 543.267  229.74 
point 12 187 572.641 148.963 
point 13 188 263.034 150.357 
point 14 194 323.473 16.4398 
point 15 196 303.198 119.556 
point 16 204 369.218 225.131 
point 17 207 222.377 227.963 
point 18 212 83.5324 190.048 
point 19 215 26.5238 50.7634 
point 20 220  615.96 185.798 
point 21 221 208.426 239.706 
point 22 237 218.132 60.7467 
point 23 246 442.174 217.309 
point 24 252 411.715 152.609 
point 25 256 488.844 214.083 
point 26 257 329.024 232.374 
point 27 261 445.505 176.837 
point 28 273 393.205 143.076 
point 29 299 588.087 171.813 
point 30 305 167.611 138.542 
point 31 329 132.184 119.837 
point 32 347 297.983  171.43 
point 33 354 161.924 232.639 
point 34 365 292.757 196.785 
point 35 368 215.228  239.98 
point 36 373 458.621 223.579 
point 37 374 519.488  174.82 
point 38 394 303.655 142.871 
point 39 414 441.752 169.143 
point 40 417 19.4296 67.5786 
point 41 421 164.326 159.598 
point 42 429 553.758 173.152 
point 43 444 501.533 132.391 
point 44 446  596.94 32.1625 
point 45 451 212.051 117.691 
point 46 452 585.736 113.212 
point 47 468 593.796 90.6023 
point 48 481 428.304 219.289 
point 49 482 435.645 198.288 
point 50 498 376.75    204 
point 51 509 485.087 113.607 
point 52 510  265.66 202.305 
point 53 525 616.887 237.625 
point 54 531 240.069 187.151 
point 55 537 192.615 159.139 
point 56 540 434.226 172.029 
point 57 548 341.431 177.291 
point 58 566 621.033 236.041 
point 59 584  550.42 207.042 
point 60 602 570.664 171.131 
point 61 615 570.568 182.832 
point 62 620 539.874  108.84 
point 63 637 249.038 129.873 
point 64 659 580.315 210.586 
point 65 673  446.08 237.331 
point 66 692 320.468 173.618 
point 67 703 89.1483 66.2128 
point 68 731  600.84 205.098 
point 69 733 306.078 163.071 
point 70 741 578.619 217.771 
point 71 742 286.743 171.653 
point 72 743 481.949 206.375 
point 73 745  619.17 143.142 
point 74 762 301.302 210.224 
point 75 764 323.271 181.704 
point 76 775 507.697 162.991 
point 77 790 180.647 226.511 
point 78 791 479.036  156.33 
point 79 801 480.363 192.334 
point 80 811 250.605 172.061 
point 81 818 593.701 184.392 
point 82 855 621.003 123.813 
point 83 860 287.664 223.477 
point 84 870 592.401 218.409 
point 85 904 338.866  164.76 
point 86 906 246.159 181.182 
point 87 935 533.267 199.165 
point 88 943 467.902 232.354 
point 89 949 398.223 235.454 

