seq: 161
gt_pose:  3.71423 -4.17629  1.34725
odom_pose:  3.21674 -3.15542  1.47125
point 0 0 504.158 158.352 
point 1 3 343.601 199.274 
point 2 6 64.0175 75.6158 
point 3 14 117.313 185.493 
point 4 17 244.488 153.535 
point 5 42  290.24 184.204 
point 6 45 574.901 213.186 
point 7 57 218.015   175.7 
point 8 59 449.844 144.417 
point 9 64 262.474 208.989 
point 10 84  391.111 0.085609 
point 11 88 27.7285 237.342 
point 12 93 5.21256 204.888 
point 13 94 527.395 181.715 
point 14 109 68.2538 225.644 
point 15 110 201.94 186.21 
point 16 111 60.2685 231.951 
point 17 112 517.528 235.882 
point 18 119 87.2735 161.745 
point 19 159 186.174 213.101 
point 20 165 153.848 196.142 
point 21 169  234.78 209.467 
point 22 174 532.686 94.9835 
point 23 175 99.0868 178.729 
point 24 176 162.361 216.236 
point 25 177 546.294 169.691 
point 26 179 245.999 213.421 
point 27 185 427.649 159.756 
point 28 198 228.589  232.71 
point 29 202 258.258 170.703 
point 30 206 408.579 98.5335 
point 31 217 534.891 84.6214 
point 32 251 71.0946 231.499 
point 33 259 342.827 181.306 
point 34 279 538.953 174.551 
point 35 280 268.358 232.541 
point 36 286 300.969 104.746 
point 37 289 574.217  146.46 
point 38 290 318.144 181.139 
point 39 296 188.535 123.977 
point 40 301 111.304  200.56 
point 41 303 128.456 218.265 
point 42 313 247.471   130.8 
point 43 316  353.74 147.183 
point 44 319 249.614 163.547 
point 45 327  290.93 56.6693 
point 46 348 459.014 207.199 
point 47 367 215.493 167.938 
point 48 372 576.289 210.386 
point 49 387 107.154 194.697 
point 50 398 187.054 219.047 
point 51 403  448.19 210.814 
point 52 425 9.79784 239.911 
point 53 442 527.727 230.842 
point 54 448 256.993 214.865 
point 55 463 222.699 7.64428 
point 56 469 209.755 145.038 
point 57 491 129.066 205.294 
point 58 519 194.923 145.348 
point 59 532 206.559 112.572 
point 60 533 375.965 162.636 
point 61 573  227.95 165.631 
point 62 582  453.57 185.193 
point 63 588 335.277 231.123 
point 64 608 513.728  205.71 
point 65 612 565.871 165.896 
point 66 617 95.1234 145.872 
point 67 619 452.608 182.418 
point 68 621 489.884 184.175 
point 69 624  502.76 217.379 
point 70 629 328.838 100.969 
point 71 632 419.832   237.8 
point 72 644 94.8506 175.196 
point 73 646 355.351 222.323 
point 74 661  73.308 142.426 
point 75 664 114.306 88.3421 
point 76 667  215.74 193.062 
point 77 681 327.565 197.281 
point 78 697 365.621 162.899 
point 79 709 308.461 191.126 
point 80 726 46.3626 197.653 
point 81 737  439.77 210.409 
point 82 740 500.382 204.339 
point 83 752  99.963 149.006 
point 84 754 529.494 168.298 
point 85 768 424.714 187.362 
point 86 771 336.422 223.125 
point 87 777 185.432 191.363 
point 88 794 19.0527 187.602 
point 89 797 21.4441 139.952 
point 90 805 117.544 177.056 
point 91 815 221.653 106.509 
point 92 839 580.374 198.067 
point 93 843 157.614 154.151 
point 94 845 590.965  216.18 
point 95 867 245.238 216.932 
point 96 876 34.9137 127.653 
point 97 880 68.8588 186.499 
point 98 882 262.472 174.263 
point 99 883 87.1562 220.723 
point 100 892 366.403 158.797 
point 101 927 181.444 197.594 
point 102 929 169.125  195.46 
point 103 942 51.6938 210.804 
point 104 963 264.667 204.249 
point 105 971 255.291 202.159 
point 106 996 563.637 154.194 

