seq: 53
gt_pose:  6.09431 -4.71757 -2.97148
odom_pose:  5.78757 -4.83527 -3.09571
point 0 5 439.577 199.664 
point 1 6  472.94 190.672 
point 2 14 543.714 202.541 
point 3 23 377.743 178.569 
point 4 26  347.42 171.706 
point 5 35 344.559 145.386 
point 6 38 421.793 134.098 
point 7 48  335.28 165.091 
point 8 56 254.992 120.081 
point 9 57 633.473 168.876 
point 10 69  151.93 156.582 
point 11 78 471.344 217.344 
point 12 84 632.782 5.27345 
point 13 102 247.645 177.009 
point 14 107 120.977 180.203 
point 15 109 531.579 230.759 
point 16 116 399.404 231.099 
point 17 118 280.204 162.065 
point 18 119  492.34 208.175 
point 19 123 488.618 166.489 
point 20 138 385.282 231.388 
point 21 165 606.566 195.571 
point 22 176  637.18 212.115 
point 23 182 204.75 229.02 
point 24 184 473.115  213.74 
point 25 187 212.554 159.088 
point 26 198 578.547 234.077 
point 27 200 494.154 188.556 
point 28 220 231.179 200.011 
point 29 246 34.4371 188.369 
point 30 256 152.744 199.703 
point 31 261 86.2519 53.8126 
point 32 296 601.011 128.969 
point 33 299 234.513 180.708 
point 34 301 543.199 212.881 
point 35 303 595.418   218.9 
point 36 327 484.631 183.029 
point 37 364 468.185  217.92 
point 38 374 203.329 154.024 
point 39 382 382.346 207.898 
point 40 387  570.44 201.719 
point 41 398 591.883  220.95 
point 42 414 30.8877 81.1637 
point 43 425 495.568 239.959 
point 44 429 221.448  170.08 
point 45 444 197.739 70.3445 
point 46 446 315.236 23.0122 
point 47 452 277.736  112.39 
point 48 463 559.473  73.518 
point 49 468 282.218 94.7644 
point 50 469 634.745 133.683 
point 51 482 42.6644 95.1745 
point 52 484 314.356 179.699 
point 53 491  591.28 207.129 
point 54 508 386.975 183.955 
point 55 532 537.006 162.716 
point 56 540 12.5042 49.1498 
point 57 560 330.836 205.158 
point 58 565 312.558 238.739 
point 59 566 247.36    237 
point 60 584 199.475 207.298 
point 61 602 210.343 178.471 
point 62 617 549.731 170.899 
point 63 620  217.82 88.8266 
point 64 638 299.584 207.396 
point 65 639 401.411 216.369 
point 66 651 342.841 168.327 
point 67 661 525.936 180.677 
point 68 664 472.612 196.589 
point 69 665 271.279 206.819 
point 70 673 61.4755 233.514 
point 71 695 450.127 219.086 
point 72 707 129.173 202.977 
point 73 731 311.902 204.655 
point 74 743 158.119 180.512 
point 75 745 254.993 164.158 
point 76 752  546.92 174.924 
point 77 763  294.95 158.196 
point 78 775 159.445 143.179 
point 79 777 616.737 189.247 
point 80 791 158.847  84.186 
point 81 794 499.786 215.053 
point 82 797 493.913 196.056 
point 83 801 127.855 164.869 
point 84 815 626.189 97.8074 
point 85 818 225.634 194.566 
point 86 821 452.775 199.524 
point 87 841 492.436 186.317 
point 88 843 602.631 155.135 
point 89 855 253.691 150.213 
point 90 903 399.914 167.728 
point 91 918 370.051 224.159 
point 92 931 323.204 179.942 
point 93 935 440.436 151.851 
point 94 942 512.738 224.225 
point 95 943 100.328 226.914 
point 96 961 310.925 155.873 
point 97 967 616.815 198.652 

