seq: 67
gt_pose:  3.30304 -5.02315 -3.09365
odom_pose:  2.90125 -4.75634  3.10863
point 0 5  537.98 154.177 
point 1 9 270.028 179.511 
point 2 11  233.66 171.632 
point 3 18 138.345 215.949 
point 4 23 412.884 100.674 
point 5 24  377.65 166.684 
point 6 43 327.645  226.12 
point 7 48 317.363 51.1191 
point 8 65 140.581 216.831 
point 9 66 230.913 122.709 
point 10 72 442.869 214.167 
point 11 78 571.497 197.352 
point 12 81 279.923 197.765 
point 13 92 521.194 203.813 
point 14 102 85.0909 72.6027 
point 15 111 622.052 231.542 
point 16 116 520.257 212.038 
point 17 121 220.067 191.384 
point 18 123 625.518 91.4637 
point 19 138 637.394  186.54 
point 20 143 27.5867 126.397 
point 21 146 397.349 167.916 
point 22 154 176.297 210.801 
point 23 163 174.089 161.844 
point 24 166 546.424 208.621 
point 25 200 624.851 139.826 
point 26 216 545.682 191.459 
point 27 220 27.1105 128.098 
point 28 233 636.112 233.994 
point 29 234 319.732  131.18 
point 30 236 104.188 170.249 
point 31 242 381.796 118.375 
point 32 245   579.6 189.869 
point 33 251 637.595 230.501 
point 34 262  554.06 173.627 
point 35 277 449.477 140.325 
point 36 318 161.981 162.748 
point 37 323 193.301 162.358 
point 38 326 317.046 167.396 
point 39 334 449.573  213.24 
point 40 345  213.52 203.659 
point 41 352 560.373 210.623 
point 42 359 449.284  105.49 
point 43 364 578.517 196.323 
point 44 382 432.349 161.356 
point 45 422 321.599  210.31 
point 46 470  442.66 237.226 
point 47 472 489.242 201.684 
point 48 475 472.409  219.36 
point 49 492 411.855 121.391 
point 50 493 148.538 220.842 
point 51 508 437.685 108.885 
point 52 514 541.461  193.69 
point 53 525 60.8566 235.939 
point 54 529 479.371  180.36 
point 55 541 563.741 232.966 
point 56 546  268.53 204.089 
point 57 547 203.671 186.254 
point 58 560 306.05 149.72 
point 59 565 251.547 236.279 
point 60 568 535.735  204.65 
point 61 597 373.127 136.625 
point 62 607 516.593 237.934 
point 63 610 550.157 163.301 
point 64 638 220.012 150.428 
point 65 651 340.231 32.5587 
point 66 665 31.0732 88.5568 
point 67 676 289.864 234.982 
point 68 691 541.034 196.294 
point 69 695 560.065 195.562 
point 70 702 188.376 204.853 
point 71 722 257.163 83.4927 
point 72 724 228.179 139.923 
point 73 725 628.714 214.849 
point 74 726 600.059 199.011 
point 75 751 314.975 217.988 
point 76 776 571.804 119.953 
point 77 799  129.23 159.058 
point 78 802   180.3 212.373 
point 79 819 449.167 186.083 
point 80 833 229.287  146.98 
point 81 841 628.311 133.181 
point 82 861 397.521 188.924 
point 83 862 500.795  195.99 
point 84 870 42.3811  202.24 
point 85 876 620.931 130.777 
point 86 879 241.774 174.927 
point 87 884 295.546 225.378 
point 88 887 342.221 220.853 
point 89 908 553.962 134.876 
point 90 925 272.873 135.612 
point 91 931 281.772 55.3869 
point 92 936 476.229   118.6 
point 93 941 298.316 216.304 
point 94 944 567.889 179.873 
point 95 958 504.907 162.897 
point 96 962 452.981 207.818 
point 97 965 463.546 150.671 
point 98 977 283.455 156.123 
point 99 978 531.845 216.571 
point 100 985 146.604 218.849 

