seq: 138
gt_pose: 0.819064 -7.61163 0.651198
odom_pose: 0.654188 -6.88144  0.74278
point 0 5 64.9521 174.949 
point 1 6 211.994  207.93 
point 2 14 124.536 209.673 
point 3 16 502.699 217.633 
point 4 23 81.3171 99.0197 
point 5 26 222.326 142.302 
point 6 35 325.369 216.739 
point 7 38 241.31 169.55 
point 8 48 136.618 30.4906 
point 9 56 346.522 198.368 
point 10 62 493.626 192.984 
point 11 69  385.07 207.323 
point 12 78 17.5646 203.621 
point 13 109 29.6161 228.839 
point 14 116 168.015  228.35 
point 15 118 328.594 179.523 
point 16 119 190.612 217.982 
point 17 123 56.1807 143.603 
point 18 137 552.507 174.602 
point 19 138 225.993 231.567 
point 20 141 502.365 136.619 
point 21 152 354.086 158.678 
point 22 164 507.488 238.687 
point 23 182 425.707 222.323 
point 24 184  117.25 210.875 
point 25 200 43.1589 171.152 
point 26 204 478.352 222.512 
point 27 225 525.375 191.055 
point 28 246 536.209 193.629 
point 29 252 376.819 194.132 
point 30 256 429.517 206.019 
point 31 261 380.836 200.013 
point 32 273 422.554  158.33 
point 33 287 596.124  160.62 
point 34 299 383.078 136.064 
point 35 301 113.308 216.889 
point 36 303 23.2078 218.901 
point 37 314 531.939 179.724 
point 38 327 261.101 217.743 
point 39 336 560.622  228.62 
point 40 364  41.317 206.619 
point 41 374 380.478 181.668 
point 42 382 115.211 178.117 
point 43 387 9.26169 196.886 
point 44 414 581.337  66.285 
point 45 425 74.1932 239.952 
point 46 429 383.043 162.878 
point 47 437 596.082 220.097 
point 48 444 370.771 165.089 
point 49 446 327.284 167.367 
point 50 452 336.036 176.804 
point 51 463 221.231 168.031 
point 52 468 333.786 167.273 
point 53 470 2.36575 236.463 
point 54 475 21.7353 217.642 
point 55 481 417.391 221.179 
point 56 482 382.705 213.903 
point 57 484 279.495  167.02 
point 58 491 38.7057 208.321 
point 59 492 16.1247 80.4648 
point 60 498 431.584 208.874 
point 61 500 517.181 198.729 
point 62 508 97.0569 127.607 
point 63 532  221.71 204.051 
point 64 540 438.402 164.186 
point 65 548 444.268     186 
point 66 560  150.53 143.573 
point 67 565  207.14 236.709 
point 68 566 365.441 233.459 
point 69 584 586.846 95.6458 
point 70 617 45.1978 165.569 
point 71 620 376.729 114.527 
point 72 638 201.448 124.606 
point 73 639 233.355 220.701 
point 74 651 178.029   93.32 
point 75 661 75.6958 177.505 
point 76 664 230.478 215.634 
point 77 665 315.803 167.805 
point 78 673 428.135 237.135 
point 79 685 515.287 195.826 
point 80 695 66.7661 208.318 
point 81 731 327.183 227.386 
point 82 743 391.408 211.223 
point 83 745 348.264 134.487 
point 84 752 72.7855 175.718 
point 85 763 292.178 119.202 
point 86 776  13.273 136.012 
point 87 791 384.585 175.461 
point 88 794 69.0239 210.173 
point 89 797  109.79 194.085 
point 90 801 519.474 133.853 
point 91 819 8.39441 174.123 
point 92 821 214.891 211.605 
point 93 841 51.3105 169.581 
point 94 855 350.394 102.592 
point 95 903 270.499 200.036 
point 96 918 258.832  227.22 
point 97 931  205.78 107.088 
point 98 942 79.2383 222.754 
point 99 943 604.946 217.262 
point 100 949 481.028 234.037 
point 101 961 243.834 73.6307 
point 102 967 12.9675 199.876 

