seq: 127
gt_pose:  -1.24899  -8.09704 -0.251671
odom_pose:  -1.38839  -7.47594 -0.210989
point 0 26 5.39026 130.919 
point 1 35 143.373 217.471 
point 2 45 94.4093 234.701 
point 3 54 117.682 194.431 
point 4 56 171.158 204.649 
point 5 59 59.2812 216.841 
point 6 84 36.1521  173.58 
point 7 102 222.813 97.8599 
point 8 107 328.978 187.406 
point 9 118 156.363 190.814 
point 10 143 422.837 75.3802 
point 11 182  229.48 231.256 
point 12 187  262.79 127.448 
point 13 206 27.7817 166.063 
point 14 220 258.505 159.535 
point 15 236 281.248 135.977 
point 16 256 235.019 220.919 
point 17 299 205.927 183.725 
point 18 323 105.504 123.361 
point 19 327 22.9263 210.133 
point 20 374 203.892 200.266 
point 21 429 205.872 192.564 
point 22 444 195.566 183.959 
point 23 446 147.721 172.291 
point 24 452 161.045 186.129 
point 25 468 158.504 177.476 
point 26 484  102.58 174.845 
point 27 493 228.887 201.185 
point 28 525 307.941 235.257 
point 29 565 44.4645 237.296 
point 30 566 195.573 236.557 
point 31 584 265.596 202.196 
point 32 602 270.056 151.515 
point 33 615 331.91 137.79 
point 34 620 201.151 156.349 
point 35 638 71.0253 163.231 
point 36 659 331.466 185.184 
point 37 665 160.075 195.936 
point 38 707 319.207 207.581 
point 39 731 147.995 228.317 
point 40 741 310.485 202.828 
point 41 743 212.238 220.278 
point 42 745 180.681  171.56 
point 43 763 126.392 145.409 
point 44 775 288.273 153.444 
point 45 801 268.225 196.594 
point 46 802 194.366 125.033 
point 47 818 242.71 174.33 
point 48 855 183.098 154.127 
point 49 870 384.445  187.12 
point 50 885 13.1599 153.135 
point 51 903  57.78 192.96 
point 52 918 47.1659  225.39 
point 53 931 21.7087 116.361 
point 54 943 288.453 232.429 
point 55 961 75.6812 100.687 
point 56 985 385.983 150.088 

