seq: 118
gt_pose: -2.64322 -7.02955 -1.05839
odom_pose: -2.78805 -6.46158 -1.02149
point 0 18 335.819 202.603 
point 1 65 335.548 203.312 
point 2 102 56.8577 99.3449 
point 3 107 174.613 192.109 
point 4 121 269.121 24.0087 
point 5 137 100.755  206.91 
point 6 141 71.5506 170.522 
point 7 143 248.295 153.858 
point 8 154 317.786 175.099 
point 9 163  274.51 76.6929 
point 10 182 2.55618 228.005 
point 11 187 94.5965 124.093 
point 12 204 49.4392 225.789 
point 13 220 103.894 165.887 
point 14 236 150.382 167.865 
point 15 246 90.812 215.88 
point 16 253 451.123 200.017 
point 17 278 636.279 50.2528 
point 18 318 287.689 96.8345 
point 19 345 287.977 98.7994 
point 20 414 111.062 164.037 
point 21 466 414.024 149.358 
point 22 471 473.135 141.806 
point 23 493 112.195 213.339 
point 24 525 169.445 236.652 
point 25 540 0.904924  171.348 
point 26 547 301.041 65.4522 
point 27 548 0.672763  183.216 
point 28 584 92.4483 199.431 
point 29 602 106.932 152.093 
point 30 615 186.078 164.466 
point 31 659   186.7 200.551 
point 32 686 382.947 66.1551 
point 33 688 456.056 232.206 
point 34 702 166.508 160.049 
point 35 707 163.064 209.498 
point 36 741 165.051 210.541 
point 37 775 121.522 149.581 
point 38 799 300.383 126.215 
point 39 801 78.1542 187.085 
point 40 802 128.787 185.464 
point 41 818  62.376 167.946 
point 42 824 411.649 216.396 
point 43 870  226.88 209.992 
point 44 943 114.312 231.512 
point 45 949 52.3932   235.5 
point 46 985 226.052 207.839 

