seq: 42
gt_pose:  6.42135 -3.61998 -1.54094
odom_pose:  6.20137 -3.79655 -1.59348
point 0 16 273.348 216.957 
point 1 46 46.6063 65.1924 
point 2 47 155.895 202.059 
point 3 56 529.875 135.152 
point 4 62 335.178 198.394 
point 5 69 452.029 190.942 
point 6 85 237.292 200.161 
point 7 91  270.18 199.816 
point 8 102 580.626 152.877 
point 9 118 611.612 133.659 
point 10 137 392.221  206.46 
point 11 141 366.438 163.218 
point 12 151 196.004 181.552 
point 13 152 489.611 26.6678 
point 14 154 609.822 212.193 
point 15 163 611.758 167.956 
point 16 164 262.743 238.642 
point 17 182 501.871  229.74 
point 18 187 517.428 154.517 
point 19 188 180.631 103.867 
point 20 196 220.032 1.94548 
point 21 204 332.929 222.783 
point 22 220 548.408 191.003 
point 23 221 63.6168  239.48 
point 24 236  569.71 197.788 
point 25 246 406.847 216.096 
point 26 252  390.43 126.245 
point 27 256 455.925 212.606 
point 28 257 285.018 230.444 
point 29 261 425.242 163.538 
point 30 265 223.451 224.197 
point 31 273 361.824 124.549 
point 32 299 541.903 173.044 
point 33 318 594.798 173.011 
point 34 336 353.438 233.344 
point 35 347 228.711 129.956 
point 36 365 238.351   184.5 
point 37 368 109.935  239.97 
point 38 374 492.208 169.452 
point 39 394 238.558 85.9492 
point 40 414 405.495 166.062 
point 41 429 517.748 171.327 
point 42 444 481.823 117.216 
point 43 451 72.2358 25.5375 
point 44 452  581.26 92.9051 
point 45 468 590.706 66.5481 
point 46 481 399.822 216.212 
point 47 482 414.469 189.005 
point 48 493 607.545  226.02 
point 49 498 342.702 196.784 
point 50 500 321.086 206.422 
point 51 510 197.974 188.863 
point 52 525 544.166 237.898 
point 53 531 138.583 156.036 
point 54 537 12.3423 84.5352 
point 55 540 403.647  164.28 
point 56 548 300.542 162.688 
point 57 562 256.979 163.936 
point 58 566 567.374 236.208 
point 59 567 232.598 195.434 
point 60 584 500.429 208.452 
point 61 602 514.996 175.521 
point 62 615 509.366 187.925 
point 63 618 222.545 160.385 
point 64 620  509.57 101.136 
point 65 637 155.152 67.7948 
point 66 659 516.594 213.406 
point 67 665 624.744 188.916 
point 68 671 200.762 163.953 
point 69 673 416.329 237.037 
point 70 685 266.872 196.764 
point 71 692 273.524 154.734 
point 72 731 627.343  195.47 
point 73 733 254.047 139.017 
point 74 741 516.805 219.733 
point 75 742 225.351 146.295 
point 76 743 456.576 202.444 
point 77 745 574.999 143.826 
point 78 762 250.221   202.4 
point 79 764 272.944  155.76 
point 80 775 463.677  164.48 
point 81 791 456.041 144.799 
point 82 801 442.739  191.21 
point 83 802 637.499 215.443 
point 84 811 90.0469 86.7593 
point 85 818 535.712 188.076 
point 86 842  242.03 222.857 
point 87 855 574.327 125.704 
point 88 857 232.419 213.329 
point 89 904 296.048 137.305 
point 90 906 168.602 158.349 
point 91 912 236.447 186.803 
point 92 943 429.473 232.216 
point 93 949 364.39  234.9 
point 94 985 587.406 223.624 

