seq: 186
gt_pose:  2.00494 0.235354  2.53074
odom_pose:  1.09205 0.972593  2.67268
point 0 7 564.162 84.3533 
point 1 21  581.37 150.034 
point 2 31 372.587 187.874 
point 3 39  491.41 144.808 
point 4 63 338.575 209.447 
point 5 68 384.393 239.301 
point 6 80 25.1449 229.937 
point 7 88 283.508 237.396 
point 8 90 70.4679 197.476 
point 9 92 38.4146 155.046 
point 10 103 521.736 219.263 
point 11 109  113.27 198.915 
point 12 111 268.216 229.026 
point 13 156 413.365 134.761 
point 14 159 430.309 72.8128 
point 15 166 211.278 193.598 
point 16 175 286.731 133.056 
point 17 176 358.294 164.136 
point 18 186 313.647  167.12 
point 19 216 33.9497 121.138 
point 20 218 134.063 234.219 
point 21 226 436.592 162.511 
point 22 229 482.179 202.054 
point 23 233 314.239 233.763 
point 24 240 465.802 103.392 
point 25 245 124.378 137.442 
point 26 251 271.632 227.586 
point 27 262  20.725 70.7745 
point 28 275 493.451 174.889 
point 29 303 316.487 194.685 
point 30 320  628.98 226.884 
point 31 330 16.1316 231.699 
point 32 331 156.138 217.146 
point 33 346 363.225 179.196 
point 34 352 130.357 182.452 
point 35 387 280.855 149.219 
point 36 393 540.548 220.346 
point 37 405 359.746 178.818 
point 38 438 542.726 194.057 
point 39 450 531.742 175.803 
point 40 454 581.572 54.2423 
point 41 458 596.479 190.844 
point 42 464 529.034 234.708 
point 43 491 301.124  156.85 
point 44 495 399.044 108.636 
point 45 499 355.601  206.01 
point 46 503 89.0089 187.217 
point 47 505 543.951 195.244 
point 48 506 419.573 175.994 
point 49 514 173.555 162.453 
point 50 520 462.092 186.741 
point 51 541 169.479 227.702 
point 52 543  118.36 215.455 
point 53 545  45.698 196.756 
point 54 555 129.194 230.789 
point 55 559 13.3037 197.992 
point 56 574 0.920605  181.734 
point 57 577 69.5503 228.448 
point 58 578 435.239 182.466 
point 59 591 527.274 122.434 
point 60 596 346.499 205.469 
point 61 599 403.968  203.83 
point 62 600 34.8419 201.202 
point 63 607 119.692 236.064 
point 64 610 176.454 111.292 
point 65 622 406.133 135.547 
point 66 631 267.236 233.567 
point 67 644  274.44 122.815 
point 68 669 464.869 235.711 
point 69 678 596.611 154.932 
point 70 689 259.207  174.28 
point 71 691   82.95 145.296 
point 72 710   93.91 172.133 
point 73 715  73.355 238.921 
point 74 719  148.98 181.061 
point 75 725 318.615 214.849 
point 76 726 274.087  189.92 
point 77 750 167.871 236.286 
point 78 770 62.3786 166.543 
point 79 780 488.373 239.523 
point 80 805 316.826 130.055 
point 81 806 477.128 236.595 
point 82 820 140.568 190.931 
point 83 822 564.776 226.188 
point 84 847 441.734 211.151 
point 85 848 128.091 206.401 
point 86 854 371.128 223.399 
point 87 858 325.259 168.159 
point 88 863 51.2759 138.757 
point 89 876 159.705 26.3612 
point 90 877 492.066 185.077 
point 91 880 205.295 131.001 
point 92 881 378.319 147.327 
point 93 883 261.524 205.167 
point 94 897  604.33 178.784 
point 95 916 181.014 195.544 
point 96 929 374.439 86.2287 
point 97 937 354.552 234.963 
point 98 944 154.622 129.235 
point 99 947 592.471 169.502 
point 100 952 38.4331 199.718 
point 101 958 79.6471 79.2348 
point 102 967 346.054 168.314 
point 103 968 528.851 111.603 
point 104 972 551.726 159.406 
point 105 973 65.0481 179.003 
point 106 974 107.969 232.006 
point 107 978 136.005 196.529 
point 108 984 540.891 172.861 
point 109 993  493.75 179.946 
point 110 997 509.874  230.51 

