seq: 20
gt_pose:   3.98651 -0.239599 -0.352543
odom_pose:   3.98542 -0.290657 -0.355072
point 0 0 365.708 174.048 
point 1 3 70.8818  20.314 
point 2 45 524.806 227.621 
point 3 54 593.012 134.451 
point 4 59 614.013 172.648 
point 5 62 579.568 201.266 
point 6 87 157.206 228.526 
point 7 91 478.005 226.008 
point 8 94 303.273 193.907 
point 9 99 403.719 152.856 
point 10 141 638.269 155.853 
point 11 162 220.051 167.986 
point 12 174 482.015 154.537 
point 13 177 337.317 190.986 
point 14 185 269.268 121.861 
point 15 194 464.775 149.881 
point 16 196 458.097 188.064 
point 17 204 571.217 224.779 
point 18 206 416.464 40.9675 
point 19 207 423.325 236.469 
point 20 217 383.824 133.773 
point 21 224 435.981 182.317 
point 22 237 422.855 195.079 
point 23 252 567.437 174.071 
point 24 255 186.559 212.514 
point 25 259 583.404 85.3645 
point 26 261  627.68 182.835 
point 27 270 129.427 223.764 
point 28 273  583.49 148.818 
point 29 287 610.008 192.008 
point 30 289 329.457  180.79 
point 31 336  631.17 232.346 
point 32 341 102.674 206.458 
point 33 347 462.164 203.598 
point 34 348 279.639 201.743 
point 35 372 344.911 221.791 
point 36 373 482.504 236.174 
point 37 394 465.925 187.646 
point 38 403 376.854 208.047 
point 39 407 133.148 215.573 
point 40 418 175.332 223.499 
point 41 427 222.613 163.361 
point 42 442 362.312 233.335 
point 43 456 41.8382 89.2463 
point 44 482 612.915 203.304 
point 45 498 563.687 206.963 
point 46 509 528.437 191.597 
point 47 512 95.8832 80.2761 
point 48 518 421.015 164.482 
point 49 533 318.842 60.7015 
point 50 548 521.868 186.711 
point 51 556 130.042 206.749 
point 52 564 104.721 178.359 
point 53 571 527.771 86.7541 
point 54 582 279.715 173.818 
point 55 588 259.159 192.137 
point 56 608 299.147 210.991 
point 57 612 310.901 190.384 
point 58 619 267.463 168.924 
point 59 621 258.568 183.993 
point 60 624 279.607 219.307 
point 61 632 234.359 236.396 
point 62 646 302.813  182.56 
point 63 681 454.198 17.4375 
point 64 697 565.788 102.447 
point 65 698 353.289 222.653 
point 66 737 233.849 198.421 
point 67 739  168.53 220.929 
point 68 740 268.475 206.518 
point 69 749 118.69 197.51 
point 70 754 323.971  185.36 
point 71 764 484.166 204.084 
point 72 765 18.4315 157.993 
point 73 768 331.536 166.958 
point 74 771 357.046 162.695 
point 75 778  97.922 204.869 
point 76 789 354.037 197.073 
point 77 811 433.502 213.466 
point 78 839 349.158 214.743 
point 79 860 442.941 235.354 
point 80 874 48.9671 209.819 
point 81 889 212.583 230.517 
point 82 892  234.701 0.147196 
point 83 904 501.293 188.795 
point 84 935 573.989 220.975 
point 85 949 624.253 234.772 
point 86 994 400.369 153.817 
point 87 996 314.546 182.346 

