seq: 164
gt_pose:  3.80561 -3.58137  1.48972
odom_pose:  3.23979 -2.54481  1.58527
point 0 3 377.241 191.808 
point 1 14 125.697  179.87 
point 2 17 264.362 143.505 
point 3 42 314.835 176.092 
point 4 57 228.771 163.225 
point 5 64 284.343  205.43 
point 6 87 439.831 233.877 
point 7 109 93.6666 225.526 
point 8 110 222.707 183.058 
point 9 111 98.6916 232.328 
point 10 112 632.113 234.171 
point 11 115 353.019 178.922 
point 12 119 11.6882 123.439 
point 13 132 240.763 210.387 
point 14 159 208.136 212.008 
point 15 162 497.704 177.706 
point 16 165 175.054 194.461 
point 17 166 14.4394 198.332 
point 18 169 256.433 207.291 
point 19 175 130.871 180.183 
point 20 176 186.843 215.854 
point 21 179 266.488 210.568 
point 22 185 493.507 134.105 
point 23 198 226.829 229.777 
point 24 200 10.8161 121.401 
point 25 202  279.52 162.483 
point 26 206 485.213 31.6869 
point 27 213 551.196 169.873 
point 28 245 21.8508 178.241 
point 29 251 107.393 231.838 
point 30 259 386.261 157.283 
point 31 280 290.404 231.571 
point 32 286 327.867 37.9218 
point 33 290 348.149 167.834 
point 34 296 197.797 105.702 
point 35 301 122.313  197.17 
point 36 303 156.969 218.474 
point 37 313 265.537 113.549 
point 38 316 398.334 114.621 
point 39 319 267.119  150.08 
point 40 348 542.798  195.03 
point 41 352 0.0637089   200.397 
point 42 353 309.537 199.034 
point 43 367 236.765 163.548 
point 44 387 136.646 195.285 
point 45 398 194.096 215.368 
point 46 403 549.959 195.685 
point 47 418 447.996  230.37 
point 48 425 16.3676 239.904 
point 49 427 514.786  166.89 
point 50 428 27.5232 187.403 
point 51 448 277.225 211.343 
point 52 456 400.609 193.232 
point 53 469 221.759 129.609 
point 54 491 156.025  205.31 
point 55 494 16.4744 189.406 
point 56 512  416.48 176.549 
point 57 519 211.544 136.323 
point 58 532  180.96 40.1399 
point 59 533 423.748  139.93 
point 60 541 17.2091 230.994 
point 61 550 568.531 207.078 
point 62 573  245.32 156.253 
point 63 582 534.294 165.249 
point 64 588 368.769 229.176 
point 65 610 3.13679 135.674 
point 66 617 119.565  144.63 
point 67 619 530.337 162.463 
point 68 621 585.999 163.123 
point 69 624 614.652 207.618 
point 70 629 371.493 21.7897 
point 71 631 48.6739 233.429 
point 72 632 478.437 237.185 
point 73 644 126.211 176.558 
point 74 646 395.139   217.8 
point 75 661  89.328 137.527 
point 76 667 235.199 189.161 
point 77 681 360.647 186.104 
point 78 689 32.8668 169.962 
point 79 697 426.197 122.046 
point 80 709 338.244 170.672 
point 81 726 89.3329 200.279 
point 82 737 506.037 201.659 
point 83 740 606.364 189.824 
point 84 752 119.798 145.667 
point 85 768 498.193 166.951 
point 86 771 371.248 218.933 
point 87 777 199.112 185.814 
point 88 778 414.907 226.258 
point 89 794 29.2677 184.318 
point 90 797 12.1041 126.526 
point 91 805  148.68 178.519 
point 92 815 230.952 76.8802 
point 93 837 335.076 165.077 
point 94 841 5.21805 112.284 
point 95 843 176.434 149.327 
point 96 867  265.23 214.272 
point 97 876 67.2835 129.738 
point 98 880 99.0402 187.179 
point 99 882  277.41 154.017 
point 100 883 118.779 221.133 
point 101 889  521.57 230.739 
point 102 892 407.676  139.53 
point 103 898 367.814  234.76 
point 104 927 201.982 195.411 
point 105 928 309.212  207.68 
point 106 929 193.181 194.574 
point 107 939 340.066 214.056 
point 108 942 63.5168  208.95 
point 109 944 17.0492 163.502 
point 110 963 286.365 199.715 
point 111 971 274.656 196.291 
point 112 989 267.911 238.339 

