seq: 76
gt_pose:  1.51469 -4.88069  2.83177
odom_pose:  1.15501 -4.44443    2.732
point 0 5 624.666 85.4066 
point 1 9 115.845 112.983 
point 2 24 341.368 89.8881 
point 3 43 246.449  216.39 
point 4 63 565.897 214.234 
point 5 72 409.469 205.462 
point 6 74 143.803 197.612 
point 7 78 577.413 183.896 
point 8 81 141.013 153.882 
point 9 92 480.147 198.894 
point 10 98 66.9374 215.472 
point 11 109 627.73  222.2 
point 12 111 538.536 232.149 
point 13 117 31.4985 220.263 
point 14 139 158.186 182.642 
point 15 146 357.583 129.519 
point 16 155 245.925 230.453 
point 17 166 482.236  208.61 
point 18 175 590.657 166.202 
point 19 183 153.219 186.853 
point 20 186 541.419 180.896 
point 21 195 282.658  170.28 
point 22 200 629.597 114.872 
point 23 216 506.929 185.146 
point 24 227 131.197 227.789 
point 25 245 531.226 186.441 
point 26 251 551.707 231.226 
point 27 262 517.162  164.76 
point 28 277 465.051 59.9634 
point 29 278 33.8124  183.72 
point 30 288 73.0667  186.17 
point 31 292 231.003 208.448 
point 32 294 112.543 156.242 
point 33 309 343.964 205.607 
point 34 326 207.912 72.1728 
point 35 334 415.887 204.917 
point 36 346 587.891 186.224 
point 37 350 341.177 177.748 
point 38 352 510.652 208.606 
point 39 355 59.6626 221.723 
point 40 356 119.642 176.311 
point 41 364 607.645 178.548 
point 42 369 290.018 233.155 
point 43 381 63.9649 196.574 
point 44 387 615.958 181.098 
point 45 409   256.4 195.155 
point 46 415 191.166  185.14 
point 47 422 235.834 189.202 
point 48 455 190.289  205.34 
point 49 459 182.524 209.144 
point 50 470 470.831 234.446 
point 51 472  460.67 191.813 
point 52 475 515.453 201.236 
point 53 479 183.869  205.42 
point 54 497 254.984 196.154 
point 55 499 584.622 210.576 
point 56 514 484.464 191.933 
point 57 529  485.71 147.729 
point 58 541 507.634 232.701 
point 59 546 113.356 164.886 
point 60 568 538.634 191.889 
point 61 596 594.582  211.53 
point 62 607 466.663 237.755 
point 63 610  492.72 160.699 
point 64 642 257.594  157.08 
point 65 644 592.922 162.156 
point 66 676 167.723 230.293 
point 67 691 496.782 191.722 
point 68 701 39.8175 177.916 
point 69 720 366.941 181.269 
point 70 726 515.994 202.286 
point 71 738 118.914 229.839 
point 72 751 208.862 192.682 
point 73 755 322.056 237.272 
point 74 760 288.799 192.787 
point 75 766 154.671 194.867 
point 76 774 280.941 220.641 
point 77 776 573.631  84.338 
point 78 783 306.419 220.945 
point 79 784     169 185.048 
point 80 805 603.237 158.904 
point 81 819 481.872 133.168 
point 82 825 236.158 177.031 
point 83 829 105.537 151.067 
point 84 854 604.635 225.327 
point 85 861 353.261 166.664 
point 86 862 484.893 181.846 
point 87 876 566.559 126.931 
point 88 880 591.881 178.976 
point 89 883  588.05 217.458 
point 90 884 172.056 209.935 
point 91 887 268.945 201.804 
point 92 888 359.21 167.79 
point 93 894 358.855  207.01 
point 94 908 519.288 119.682 
point 95 917 92.2627 135.643 
point 96 922 76.2489 200.627 
point 97 936 481.471 51.5602 
point 98 937 595.925  235.74 
point 99 941 183.015  193.65 
point 100 944 514.428 176.926 
point 101 954 140.736 208.889 
point 102 958 458.64 153.87 
point 103 962 408.733 201.443 
point 104 965 452.984 108.191 
point 105 967  632.51 184.917 
point 106 976 73.0986 198.907 
point 107 978 480.437 214.911 
point 108 987 91.2643 192.749 

