seq: 105
gt_pose: -2.44643 -4.58393 -2.26039
odom_pose: -2.66826 -4.02196 -2.22656
point 0 10 418.593 198.248 
point 1 12 468.474 234.134 
point 2 18   79.56 205.161 
point 3 33 530.964 193.923 
point 4 65 79.9618 206.087 
point 5 74 280.427 180.248 
point 6 98 271.945 218.068 
point 7 117 257.727 224.241 
point 8 121 71.8315 118.879 
point 9 128 79.3029 99.4801 
point 10 139 300.269 155.205 
point 11 154 73.8588 187.162 
point 12 155 423.562 202.699 
point 13 163 7.62286 81.5787 
point 14 167 404.412 203.335 
point 15 183 300.688 165.002 
point 16 199 548.293 193.571 
point 17 227 148.761 216.703 
point 18 231  489.99 225.712 
point 19 247 325.008 183.993 
point 20 253 186.152  220.63 
point 21 263 428.929 196.125 
point 22 278  232.93 190.736 
point 23 284 547.174  186.86 
point 24 288 225.355 181.954 
point 25 294 88.2346 78.2682 
point 26 318 17.8369 96.8635 
point 27 339 360.119 107.309 
point 28 345 78.1382 155.324 
point 29 351 346.828 161.044 
point 30 355 268.299 224.024 
point 31 356 193.532 140.614 
point 32 384 511.781  222.87 
point 33 413  378.79 203.387 
point 34 415 315.225 130.436 
point 35 420 459.563 198.903 
point 36 433 469.042 178.368 
point 37 434 412.059 180.934 
point 38 455 300.473 167.234 
point 39 459 183.209 153.339 
point 40 466 164.995 186.925 
point 41 471 196.964 194.672 
point 42 479 321.152 178.641 
point 43 511 362.722 137.274 
point 44 522 336.857 155.249 
point 45 528 337.703 153.415 
point 46 538 544.635 230.868 
point 47 547 78.3874 124.009 
point 48 570 453.297 222.778 
point 49 575 398.993 150.597 
point 50 595 609.791 237.428 
point 51 611  555.92 184.023 
point 52 626 352.361 133.019 
point 53 634 416.982  178.55 
point 54 635 441.264  238.52 
point 55 657 378.271 191.343 
point 56 686 149.868  162.74 
point 57 688 186.146 236.722 
point 58 701 249.039  187.07 
point 59 706 639.562 150.633 
point 60 708  439.13 155.147 
point 61 734 322.294 214.448 
point 62 738 268.659 227.568 
point 63 758 486.703 214.089 
point 64 766 238.208 159.172 
point 65 784 321.358 157.439 
point 66 787 633.554  152.19 
point 67 788 526.092  216.99 
point 68 799 17.0741 113.375 
point 69 808 404.181 182.934 
point 70 810 478.121 193.229 
point 71 824 163.226 225.664 
point 72 829 244.169  131.48 
point 73 838 486.225 189.278 
point 74 840 350.514  169.16 
point 75 851 475.088 218.269 
point 76 890 435.042 154.937 
point 77 891 464.216 221.016 
point 78 895 406.507 214.698 
point 79 917 197.479 104.272 
point 80 919 512.403 96.3824 
point 81 921 437.737 165.323 
point 82 923 579.288 195.466 
point 83 940 356.599 196.897 
point 84 954  142.66 175.168 
point 85 976 271.143 201.975 
point 86 981 497.347 173.708 
point 87 987 286.995 194.509 
point 88 998 457.964 88.9533 

