seq: 174
gt_pose:  3.49604 -1.61633  1.96459
odom_pose:   2.75643 -0.686012   2.03784
point 0 7 328.741 186.835 
point 1 14  84.105 122.493 
point 2 17 348.538 36.8589 
point 3 21 334.105 209.543 
point 4 31 262.594 216.093 
point 5 36 347.837 236.942 
point 6 42 476.574 72.1786 
point 7 44 359.653 180.369 
point 8 49 559.802 125.756 
point 9 64 389.306 167.946 
point 10 68 269.371 239.641 
point 11 70 37.2153 199.034 
point 12 75 571.013 195.646 
point 13 79 610.711 177.554 
point 14 82 542.356 151.638 
point 15 92 10.7501 177.058 
point 16 96 623.279 205.194 
point 17 109 147.871 222.368 
point 18 110 288.673 153.866 
point 19 111 189.965 232.334 
point 20 113 343.533 210.164 
point 21 115 570.301 82.7366 
point 22 120  524.93 149.307 
point 23 132 317.441 197.567 
point 24 134 441.783 181.926 
point 25 140 480.575 185.904 
point 26 148 336.357     153 
point 27 156 278.183  199.15 
point 28 158 376.999 178.518 
point 29 159 274.208 201.082 
point 30 165 230.335 177.234 
point 31 166 131.629 202.405 
point 32 169 337.494 187.315 
point 33 170 474.772 236.759 
point 34 175 210.718  175.45 
point 35 176  256.15 209.768 
point 36 179 353.012 181.524 
point 37 200 4.10827 74.1881 
point 38 202 380.159 74.0178 
point 39 216 36.7807 162.271 
point 40 222 601.718  234.67 
point 41 240 297.552 188.994 
point 42 244 613.968 180.427 
point 43 245 103.211 175.282 
point 44 251 194.941 231.662 
point 45 262 40.1651 135.238 
point 46 280 407.035 220.421 
point 47 297 620.095 187.665 
point 48 301 105.017 164.572 
point 49 303 232.292 215.583 
point 50 315 398.631  216.67 
point 51 325 475.365 201.915 
point 52 331 39.2635 216.498 
point 53 343 438.248  228.62 
point 54 352 93.4196 200.398 
point 55 353 436.038 159.178 
point 56 367 308.966 123.093 
point 57 383 619.594 195.379 
point 58 387 211.402 189.854 
point 59 390 617.531 229.557 
point 60 396 485.705 138.993 
point 61 397  29.856 187.525 
point 62 398 96.8339 151.291 
point 63 447 571.417 183.966 
point 64 448 379.034 167.728 
point 65 454 329.622 180.879 
point 66 491 226.897 199.264 
point 67 495 276.117 176.035 
point 68 506 284.125 211.337 
point 69 514  105.04 179.096 
point 70 519  253.76 48.1776 
point 71 541 115.466 231.189 
point 72 573 305.887 50.2055 
point 73 581 424.677  239.61 
point 74 591 311.882  202.56 
point 75 607 52.8236 236.772 
point 76 610 111.831   141.9 
point 77 617 175.354 121.609 
point 78 623  23.118 179.527 
point 79 630 582.194 215.093 
point 80 644 204.327 170.859 
point 81 655 345.722 221.637 
point 82 658 336.981 224.381 
point 83 661 100.072 90.0624 
point 84 667 300.626  152.55 
point 85 668 591.016 144.797 
point 86 691 54.7662 173.149 
point 87 726 188.989 202.178 
point 88 727 42.7711  226.75 
point 89 750 60.2798  236.34 
point 90 752 156.764  110.55 
point 91 777 215.387 126.835 
point 92 803 562.004 185.623 
point 93 804 451.912 203.862 
point 94 805 229.376 173.586 
point 95 813 609.472 234.695 
point 96 817 597.207 180.147 
point 97 820 12.7138 187.377 
point 98 823  639.05 146.388 
point 99 837 504.777  70.131 
point 100 843 221.481 104.092 
point 101 846 476.535 231.232 
point 102 865 588.252 207.608 
point 103 866 545.213 159.803 
point 104 867 350.346 186.103 
point 105 876 139.146 118.475 
point 106 878 337.285 233.908 
point 107 880 169.702  180.61 
point 108 881 265.167 198.265 
point 109 883 196.495 219.449 
point 110 886 453.861 156.518 
point 111 898 637.771 224.895 
point 112 905 394.094  163.24 
point 113 908  30.793 69.9031 
point 114 910 380.939 195.435 
point 115 911 521.556 185.799 
point 116 916 74.5108 196.406 
point 117 920 501.608  201.36 
point 118 926 572.089 219.645 
point 119 927 261.198 174.763 
point 120 928 436.962 175.012 
point 121 929 262.499 182.242 
point 122 939 519.369 179.888 
point 123 942 42.8647 191.404 
point 124 944 110.131 163.537 
point 125 951 583.081 205.515 
point 126 958 14.8193 105.807 
point 127 963 396.886  148.54 
point 128 967 247.986 198.557 
point 129 971 375.235 114.276 
point 130 978 75.7871 206.059 
point 131 979 312.776 157.277 
point 132 989 355.559 237.339 

