seq: 149
gt_pose:  2.55481 -6.24925 0.773706
odom_pose:  2.25991 -5.36535  0.86918
point 0 6 147.113  181.22 
point 1 14 34.1534 192.014 
point 2 17 153.724  166.98 
point 3 31 3.65985 215.713 
point 4 35  356.91 194.853 
point 5 38 185.074 95.7293 
point 6 45 313.297 233.096 
point 7 46 428.922 200.264 
point 8 47 476.722 221.964 
point 9 54 329.436 168.744 
point 10 56 409.075 144.628 
point 11 57 150.294 194.088 
point 12 59 283.731 211.546 
point 13 69 536.822 146.898 
point 14 84 266.548 161.724 
point 15 91 438.089 223.264 
point 16 110 90.8399 186.201 
point 17 118 383.032 31.8621 
point 18 119 115.875 201.072 
point 19 138 104.349 218.111 
point 20 152 421.443 64.2512 
point 21 156   38.38 202.999 
point 22 159 62.5449 211.319 
point 23 165 24.5237 192.715 
point 24 174 312.508 193.984 
point 25 176 13.4592 212.028 
point 26 179 152.744 217.051 
point 27 188 481.567   168.9 
point 28 194 395.554 153.057 
point 29 196 408.063 186.737 
point 30 198 182.803 236.091 
point 31 202 166.366 181.912 
point 32 207 387.106 236.831 
point 33 221 457.891 239.826 
point 34 224 355.46 197.16 
point 35 237 376.987 202.003 
point 36 240 60.4678 195.012 
point 37 252 461.402 147.856 
point 38 257 605.145 226.878 
point 39 259 245.942 208.889 
point 40 261 489.791 147.326 
point 41 265 638.543 219.034 
point 42 273  602.75 38.6926 
point 43 286 225.597 173.491 
point 44 296 118.673 150.742 
point 45 301 17.3004 203.546 
point 46 313  165.71 156.352 
point 47 316  251.54 187.647 
point 48 319  170.71 183.591 
point 49 327 241.342 200.766 
point 50 347 443.815  195.81 
point 51 365 616.806 169.571 
point 52 367 106.111 168.553 
point 53 368 517.333 239.983 
point 54 373 350.497 237.175 
point 55 394 444.429 176.128 
point 56 398 122.614 224.469 
point 57 444 493.976 29.1627 
point 58 446 362.592 87.1413 
point 59 448 169.887 219.986 
point 60 451 458.717 166.717 
point 61 452 390.113 79.4458 
point 62 463 184.812 123.833 
point 63 468  384.18 55.9931 
point 64 469 136.883 167.793 
point 65 481 636.861 184.989 
point 66 482 490.238 181.024 
point 67 495 10.8421 172.095 
point 68 498 617.264  165.37 
point 69 506 30.7582 211.571 
point 70 509 361.119 200.392 
point 71 510 566.051 192.795 
point 72 518  352.97 185.381 
point 73 519 101.922 155.302 
point 74 531 475.945 201.739 
point 75 532  181.97 180.592 
point 76 548 620.113 122.083 
point 77 571   321.8 147.301 
point 78 573 142.157 178.685 
point 79 578 35.0535   212.2 
point 80 629 240.695 175.503 
point 81 637 477.204 157.924 
point 82 639 150.002 196.099 
point 83 664 182.429 195.708 
point 84 667  116.43 196.565 
point 85 671 628.011 148.017 
point 86 681 233.724 212.893 
point 87 692 571.922 142.063 
point 88 697 258.272 203.229 
point 89 709 227.437 214.294 
point 90 731 362.855 212.941 
point 91 733 559.078 136.654 
point 92 742 530.997 163.469 
point 93 743 590.282 144.691 
point 94 764 467.045 191.395 
point 95 777 101.088 198.572 
point 96 791 540.308 51.5904 
point 97 811 409.763  212.97 
point 98 815 158.048 149.321 
point 99 821 143.081 185.324 
point 100 843 42.8196 153.159 
point 101 857  626.63 205.375 
point 102 860 375.091 236.067 
point 103 867 154.196 220.485 
point 104 881 9.00457 198.209 
point 105 882 195.178 200.773 
point 106 885 253.138 143.534 
point 107 903 244.265  157.41 
point 108 904 487.929 164.246 
point 109 906 561.058 171.104 
point 110 918 195.172 207.998 
point 111 927 64.8849 196.487 
point 112 929 25.5199 188.434 
point 113 935 359.625 224.111 
point 114 971 171.377 210.846 

