seq: 126
gt_pose:  -1.44083  -8.03854 -0.339903
odom_pose:  -1.57324  -7.42744 -0.296703
point 0 35 117.347 216.319 
point 1 45 59.0697 234.275 
point 2 54 87.1715 191.413 
point 3 56 148.859 203.359 
point 4 59 17.4085 214.671 
point 5 102 209.535 103.278 
point 6 107 312.317  189.82 
point 7 118 133.857 189.161 
point 8 143 393.123 96.8725 
point 9 152 156.657 168.932 
point 10 174 52.9383 199.133 
point 11 182 213.091 231.284 
point 12 187 248.004 131.097 
point 13 220 244.566 163.247 
point 14 236 267.659 144.878 
point 15 256 218.165  220.86 
point 16 299 188.791 183.571 
point 17 323 92.2463 125.807 
point 18 374 185.182 199.592 
point 19 403 12.1473 224.399 
point 20 429 187.944 192.083 
point 21 444 175.778 182.593 
point 22 446 122.654 169.116 
point 23 452 138.146  184.11 
point 24 468 135.344 175.075 
point 25 484 75.3311 171.883 
point 26 493 219.626 204.609 
point 27 525 292.243 235.647 
point 28 565 15.1848 237.183 
point 29 566 178.434 236.551 
point 30 571 72.0009 167.044 
point 31 584 250.514 203.239 
point 32 602 255.262 154.745 
point 33 615 314.561 145.433 
point 34 620  182.52 155.039 
point 35 638 47.4715 161.442 
point 36 659 314.069 189.502 
point 37 665 140.982 195.392 
point 38 702 211.043 36.3327 
point 39 707 302.949 208.942 
point 40 731 123.054 227.777 
point 41 741 294.568 205.248 
point 42 743 193.742 219.944 
point 43 745 161.651 170.531 
point 44 763 102.892 142.359 
point 45 775 272.797 156.052 
point 46 791 188.082 192.961 
point 47 801 252.478 197.193 
point 48 802  195.67 142.693 
point 49 818 227.951 176.017 
point 50 855 164.455 153.056 
point 51 870 360.498 193.288 
point 52 903 19.2313 189.189 
point 53 918  8.5299 224.266 
point 54 935 117.456 230.425 
point 55 943 272.783 232.597 
point 56 961 48.0128 94.9514 
point 57 985 354.965 168.916 

