seq: 116
gt_pose: -2.80725 -6.66431 -1.23864
odom_pose: -2.96468 -6.11875 -1.17618
point 0 18 301.416 206.964 
point 1 65 301.151 207.641 
point 2 98 598.352 177.015 
point 3 107 127.428 188.221 
point 4 117  531.65 203.112 
point 5 121 247.049 72.1939 
point 6 128 245.058 29.9268 
point 7 137 25.0212  201.07 
point 8 143 215.748 155.542 
point 9 154 285.287 184.347 
point 10 163  246.25 95.3145 
point 11 187 30.5773 110.171 
point 12 220 48.1556 159.344 
point 13 236 110.361 166.006 
point 14 246 11.9006 211.496 
point 15 253 387.474 209.924 
point 16 278 477.724 127.564 
point 17 288 478.742 73.2513 
point 18 318 257.918 112.295 
point 19 336 34.4123 232.795 
point 20 345 261.414 128.036 
point 21 355 579.671 196.366 
point 22 381 633.864 136.146 
point 23 414 40.8465 151.883 
point 24 466 363.187 167.947 
point 25 471  402.62 167.199 
point 26 493 70.4653 212.642 
point 27 525 129.916 236.559 
point 28 547   271.5 97.6012 
point 29 584 25.1004 194.027 
point 30 602 47.0929 142.537 
point 31 615 146.283 161.803 
point 32 659 147.602 199.353 
point 33 686 333.769 113.539 
point 34 688 386.381 234.411 
point 35 701 516.304 113.043 
point 36 702 141.519 165.336 
point 37 707 113.283 206.744 
point 38 741 121.815 209.065 
point 39 775 60.6881 138.477 
point 40 799 269.061 136.424 
point 41 802 97.6813 186.817 
point 42 824 362.021 221.046 
point 43 870 193.348 210.243 
point 44 943 47.5088 230.269 
point 45 976 604.927 126.031 
point 46 985 196.942 209.598 

