seq: 177
gt_pose:  3.22616 -1.07829  2.10705
odom_pose:   2.43809 -0.180178   2.21285
point 0 7   359.2 178.109 
point 1 21 365.443 204.508 
point 2 31 284.176 213.149 
point 3 36 383.288 236.314 
point 4 37 393.105 229.387 
point 5 44 402.216 163.432 
point 6 53 432.619 210.132 
point 7 61 520.698 161.394 
point 8 64 471.082 122.656 
point 9 68 292.252 239.603 
point 10 71 596.416 152.371 
point 11 77 412.797 233.846 
point 12 89 445.043 234.217 
point 13 92 28.7073 174.919 
point 14 109 155.017 220.059 
point 15 110 311.913 131.385 
point 16 111 211.203 231.963 
point 17 113 379.878 202.878 
point 18 132 347.211 188.158 
point 19 134 509.557 164.374 
point 20 140 576.143 164.643 
point 21 148 370.323 133.346 
point 22 156 301.084 193.143 
point 23 158 420.097 164.404 
point 24 159 295.205  193.19 
point 25 161 507.119 173.362 
point 26 165  243.11 164.803 
point 27 166 155.723 201.777 
point 28 169 375.002 170.922 
point 29 170 570.308 235.445 
point 30 175 230.356 170.498 
point 31 176 276.145  205.44 
point 32 179 408.229 149.248 
point 33 216 48.8991 157.674 
point 34 218 9.75252 233.111 
point 35 240 323.146 181.216 
point 36 245 117.287 170.954 
point 37 251 215.582 231.192 
point 38 262 49.8079  127.96 
point 39 280 524.178 203.676 
point 40 301 54.4932 134.143 
point 41 303 252.096 213.216 
point 42 304 393.469 165.263 
point 43 315 451.731  210.09 
point 44 325 595.103 181.271 
point 45 331 77.0251 217.436 
point 46 343 504.939 225.184 
point 47 352 110.335 198.415 
point 48 353 534.473 115.602 
point 49 357 636.965 234.233 
point 50 367 337.413 91.6539 
point 51 387 229.729 185.221 
point 52 396 604.829 87.5651 
point 53 397 77.4104 191.458 
point 54 448 492.215 88.1584 
point 55 454 360.473 170.685 
point 56 491 245.118 194.686 
point 57 495 299.464 168.732 
point 58 506  308.14 207.695 
point 59 514 127.648 177.692 
point 60 521 557.188 188.844 
point 61 541 134.739 230.816 
point 62 543 0.591101   211.78 
point 63 549 586.655 235.916 
point 64 555 38.5316 230.442 
point 65 578  318.14 209.688 
point 66 579 612.108  196.38 
point 67 581 487.819  239.49 
point 68 586 606.743 197.614 
point 69 591 339.809 196.119 
point 70 603 449.887  178.87 
point 71 607 77.0535  236.73 
point 72 610 133.353 139.005 
point 73 617 184.787 105.034 
point 74 623 71.4405 184.109 
point 75 644 223.145 165.278 
point 76 655 382.863 217.043 
point 77 658 370.701 221.008 
point 78 661 79.8035 54.0636 
point 79 667 327.114  119.84 
point 80 691 71.3789 170.178 
point 81 717 512.048 178.883 
point 82 719 41.1781 173.576 
point 83 726 211.928 200.948 
point 84 735 36.1906 232.123 
point 85 750 94.5442 236.447 
point 86 752 155.768 85.1048 
point 87 777 188.999 54.6858 
point 88 804 541.745  188.41 
point 89 805   250.3 168.482 
point 90 806 334.489 238.368 
point 91 820 54.7652 190.044 
point 92 843 228.183 69.3857 
point 93 846 578.175 227.408 
point 94 848 23.9103 203.138 
point 95 867  408.58 151.678 
point 96 876  152.31 108.002 
point 97 878 370.449 232.691 
point 98 880 184.267 175.023 
point 99 881 286.955 193.009 
point 100 883 214.749 217.793 
point 101 886 554.204 115.576 
point 102 905 445.216 142.188 
point 103 908 38.5983 57.2846 
point 104 910  427.76 183.652 
point 105 916 107.961 197.621 
point 106 920 627.546 181.901 
point 107 927 278.387 159.295 
point 108 928  539.84 138.104 
point 109 929 283.069 173.515 
point 110 944 127.834 159.738 
point 111 958 40.0473 104.657 
point 112 963 500.102 75.3543 
point 113 967 269.795 195.033 
point 114 968  356.95 180.456 
point 115 974 25.8383 232.022 
point 116 978 97.7343 205.247 
point 117 979 341.249 140.705 
point 118 989 398.222 236.526 
point 119 997 348.004 235.597 

