seq: 99
gt_pose: -1.48779 -3.88101 -2.79264
odom_pose: -1.73212 -3.28893 -2.76817
point 0 10 288.466 218.068 
point 1 28 414.796 186.193 
point 2 34 497.233 200.749 
point 3 60 617.195 138.177 
point 4 74 184.838 186.674 
point 5 90 482.522 178.758 
point 6 98 164.262 217.059 
point 7 114   406.2 167.421 
point 8 117 143.297 222.669 
point 9 129 416.485 62.1832 
point 10 131 539.128 147.105 
point 11 139 205.419 167.302 
point 12 144 596.471  175.58 
point 13 155 288.311 221.787 
point 14 183 205.052 174.609 
point 15 195 334.568 36.5842 
point 16 197 375.875 147.195 
point 17 227 56.8178 218.824 
point 18 235 571.609 227.845 
point 19 247 228.792 193.952 
point 20 253 27.7205  215.09 
point 21 266 471.539 201.255 
point 22 278 113.065 185.288 
point 23 288 111.923 178.974 
point 24 292 129.202 142.256 
point 25 295 614.538 182.094 
point 26 306 363.559 152.273 
point 27 308 380.808 189.912 
point 28 330 395.995 231.673 
point 29 339 257.742 149.556 
point 30 355 159.213 223.101 
point 31 356 93.3874  145.71 
point 32 358  455.25 162.384 
point 33 369 352.294  218.07 
point 34 388 601.823 185.797 
point 35 389 451.151 185.889 
point 36 409 242.702 111.007 
point 37 413 272.985 212.997 
point 38 415 222.998 158.245 
point 39 455 211.663 186.167 
point 40 459 125.351 178.655 
point 41 467 582.664 215.639 
point 42 471  45.964 182.693 
point 43 474 514.112 225.484 
point 44 479  226.67 192.115 
point 45 488  624.25 142.195 
point 46 497 184.949 82.8068 
point 47 501 423.453 172.082 
point 48 511 260.884 160.988 
point 49 522 239.302 171.543 
point 50 528 239.645 167.329 
point 51 545 433.097  188.55 
point 52 559 556.065 160.892 
point 53 574 390.901 182.766 
point 54 575 286.782 177.432 
point 55 589 605.645 174.466 
point 56 600 466.992 186.459 
point 57 626 252.434 157.883 
point 58 635 310.526  239.08 
point 59 642 268.249 26.3079 
point 60 648 429.397 210.817 
point 61 657  271.12 206.413 
point 62 679 486.512 185.002 
point 63 680 559.925 225.275 
point 64 688 36.7152 235.955 
point 65 701 133.808 182.107 
point 66 710 534.315  124.73 
point 67 715  476.52 238.483 
point 68 735 623.961 225.952 
point 69 738 168.596 228.159 
point 70 748 409.883 203.641 
point 71 755 530.308 215.233 
point 72 760 363.815 112.511 
point 73 766 150.198 171.499 
point 74 767 407.832 235.839 
point 75 769 566.771 52.5468 
point 76 770  478.42 135.426 
point 77 774 301.417 171.168 
point 78 783 411.729 168.937 
point 79 784 225.297 171.234 
point 80 796 540.205 214.905 
point 81 810 323.521 214.775 
point 82 825 245.169 106.938 
point 83 829 140.511 133.355 
point 84 836  421.02 199.744 
point 85 840 250.985  183.06 
point 86 844 413.313 223.171 
point 87 852 383.673 122.995 
point 88 871 410.618 207.504 
point 89 902 547.739 204.484 
point 90 915 378.635 205.879 
point 91 917  86.117 101.738 
point 92 919 343.322 162.368 
point 93 921 310.616 191.632 
point 94 940 256.103 205.711 
point 95 952 441.693 190.033 
point 96 954 58.6959 183.368 
point 97 957 591.803 164.552 
point 98 973 494.666 147.962 
point 99 976 164.114 200.567 
point 100 986 599.284 229.554 
point 101 987  183.69 194.315 
point 102 991 562.036 235.593 
point 103 998 314.208 155.644 

