seq: 102
gt_pose: -2.01678 -4.16373 -2.49514
odom_pose: -2.24486 -3.58574 -2.46509
point 0 10 345.786 212.262 
point 1 19 598.654 205.133 
point 2 28  553.38 151.181 
point 3 74 241.524 186.549 
point 4 108 587.786 229.598 
point 5 114 512.899 135.464 
point 6 121 9.61076 112.282 
point 7 128 21.7684 94.1286 
point 8 139 260.055 165.501 
point 9 155  345.97 216.403 
point 10 183 260.227 173.499 
point 11 197 490.869 86.8182 
point 12 227 123.526 219.453 
point 13 247 282.253 191.702 
point 14 253 133.766 219.721 
point 15 278 189.206 191.263 
point 16 284 438.275 203.462 
point 17 288 184.318 184.147 
point 18 292 125.749 99.8747 
point 19 294 64.1658 94.1151 
point 20 306 455.285 111.454 
point 21 308 476.579 168.222 
point 22 312 601.748 191.537 
point 23 330 494.626  228.29 
point 24 339 310.162 136.781 
point 25 345 13.1635 149.626 
point 26 351  301.69 171.107 
point 27 355 225.869 224.451 
point 28 356 160.229 149.673 
point 29 358 630.938 106.276 
point 30 369 491.917 192.327 
point 31 375 639.646 169.422 
point 32 389 613.185 150.226 
point 33 400 521.237 214.968 
point 34 409 279.052 35.1494 
point 35 413 327.175 210.057 
point 36 415 274.125 150.729 
point 37 455 262.004 181.149 
point 38 459  170.26 172.956 
point 39 466 106.542 182.939 
point 40 471 146.025 192.786 
point 41 476 486.942 186.624 
point 42 479 278.964 188.651 
point 43 501  546.16 137.878 
point 44 511 314.445 154.141 
point 45 522 292.605 167.486 
point 46 523 541.158 151.848 
point 47 528 293.581 164.306 
point 48 545 575.074 157.659 
point 49 547 8.24442 113.815 
point 50 553 568.955 176.132 
point 51 574 486.587 160.059 
point 52 575 342.351 168.896 
point 53 626 305.535 150.846 
point 54 635 370.628 238.899 
point 55 648 582.278 190.763 
point 56 657 325.026  201.75 
point 57 660 588.337  163.43 
point 58 686 97.9495 160.395 
point 59 688 136.425 236.629 
point 60 693 607.457 210.358 
point 61 701 205.788 187.846 
point 62 706 481.483 184.583 
point 63 738 229.102 228.519 
point 64 748 540.007 181.511 
point 65 760 487.073 6.37136 
point 66 766 205.715   170.2 
point 67 767 587.817 231.653 
point 68 774 386.559 84.1795 
point 69 784 279.016 168.336 
point 70 795 611.912 177.231 
point 71 810 388.882 208.114 
point 72 824 103.495 224.491 
point 73 825 291.716 68.1448 
point 74 829 205.138 138.643 
point 75 834 553.784 217.431 
point 76 836 565.376 172.979 
point 77 840 304.528 179.413 
point 78 844 528.624 215.037 
point 79 850 508.315  169.71 
point 80 852 507.876 41.8684 
point 81 871 521.691  192.55 
point 82 890 369.362 174.066 
point 83 895 349.825 219.459 
point 84 915 489.349 185.711 
point 85 917 159.513 112.088 
point 86 919 413.565 141.474 
point 87 921 370.109 183.017 
point 88 923 452.772 210.761 
point 89 940 309.712 203.312 
point 90 952 601.841 155.887 
point 91 954 121.567  184.05 
point 92 970 529.506 187.911 
point 93 976 229.184 203.329 
point 94 998 376.753 134.904 

