seq: 46
gt_pose:  6.35859 -4.41958 -1.76167
odom_pose:  6.06531 -4.57219 -1.88257
point 0 16  208.78 209.177 
point 1 55 156.741 157.125 
point 2 56 551.694 97.5341 
point 3 62 291.915 188.406 
point 4 69 434.785 179.333 
point 5 85 147.935 181.982 
point 6 91   100.2 132.819 
point 7 102 523.321 158.452 
point 8 118 602.811 119.592 
point 9 121 587.934 190.465 
point 10 128 596.789 182.446 
point 11 137 356.935 202.306 
point 12 141 329.298 149.088 
point 13 151 78.8235 151.152 
point 14 164 193.588 238.165 
point 15 182 467.293 229.249 
point 16 187 472.812 155.886 
point 17 204 288.807 218.282 
point 18 220 496.368 193.427 
point 19 225 228.084 184.625 
point 20 236 509.256 201.259 
point 21 246 372.518 213.415 
point 22 252 371.858 64.4641 
point 23 256 426.848 209.434 
point 24 257 217.872 226.269 
point 25 261 410.536 136.758 
point 26 265 121.695 216.186 
point 27 273 325.498 87.9825 
point 28 287 297.044 190.016 
point 29 299 504.906 171.195 
point 30 314 228.897 174.417 
point 31 323 602.988 183.064 
point 32 336 314.028 232.217 
point 33 365 143.945  156.39 
point 34 374 471.414 159.004 
point 35 414  370.35 158.684 
point 36 429 488.875 165.917 
point 37 437 261.251 225.623 
point 38 444 470.616 88.7084 
point 39 452 598.173 54.6031 
point 40 468 610.222 21.1787 
point 41 481 371.406 210.377 
point 42 482 397.618 169.984 
point 43 493 538.184 227.465 
point 44 498 300.497 182.366 
point 45 500 274.617 198.328 
point 46 510  55.674 153.358 
point 47 525 489.085 238.038 
point 48 540 373.339 149.639 
point 49 548 241.923 132.106 
point 50 562 183.279 135.047 
point 51 566 525.28  236.2 
point 52 567 137.536 173.693 
point 53 584  459.02 208.377 
point 54 602 470.016 176.724 
point 55 618 122.251 121.229 
point 56 620  486.23 84.8614 
point 57 665 576.102 189.937 
point 58 671 79.6188 121.117 
point 59 673 387.918 236.481 
point 60 685 200.509  182.32 
point 61 692 196.356 111.596 
point 62 702 559.215 211.166 
point 63 721 161.715 204.846 
point 64 733 160.931 81.0457 
point 65 741 467.917 220.584 
point 66 742 96.3708 77.3067 
point 67 743 436.117 195.058 
point 68 745 541.067 140.072 
point 69 746 171.085 206.012 
point 70 762 166.345 185.165 
point 71 764 158.559 72.0829 
point 72 775 425.413 162.424 
point 73 791 438.752 123.117 
point 74 801 408.594 187.529 
point 75 802 557.028 218.647 
point 76 818 489.619 189.182 
point 77 833 628.089 149.213 
point 78 842 161.278 216.086 
point 79 855 538.169 122.378 
point 80 857  135.29 199.861 
point 81 879 639.384 167.668 
point 82 904 218.795 63.8474 
point 83 912 152.524 165.289 
point 84 943  393.99 231.679 
point 85 949 327.215 233.851 

