seq: 54
gt_pose:  5.89641 -4.75068 -2.98021
odom_pose:  5.58872 -4.84082 -3.13355
point 0 5 442.555 198.096 
point 1 6 481.962 187.199 
point 2 14 552.53 200.78 
point 3 23 378.446 176.042 
point 4 26 347.258 167.863 
point 5 35 347.697 125.317 
point 6 38   427.9 125.914 
point 7 48 334.284 161.752 
point 8 56 242.016 99.7648 
point 9 69 120.863 142.137 
point 10 78 474.853  216.57 
point 11 102 242.631   174.1 
point 12 107 105.629 176.107 
point 13 109 536.895 230.454 
point 14 116 401.736 230.647 
point 15 118 274.773  154.92 
point 16 119  501.55 206.154 
point 17 123 493.179 163.772 
point 18 138  387.69 230.843 
point 19 165 616.635 193.748 
point 20 182 194.257 228.186 
point 21 184 478.279 212.565 
point 22 187 204.906 154.603 
point 23 198 599.821 233.549 
point 24 200 498.673 186.728 
point 25 220 225.271 198.105 
point 26 256 132.706 195.312 
point 27 296  617.09 121.928 
point 28 299 226.887 176.616 
point 29 301 551.471  211.67 
point 30 303 602.019 218.267 
point 31 327 501.264 176.633 
point 32 364 471.874 217.122 
point 33 374 188.324 144.312 
point 34 382  383.39 206.496 
point 35 387 576.158 200.591 
point 36 398 607.735 219.717 
point 37 425 500.707 239.958 
point 38 429 211.288 164.122 
point 39 444 177.432 44.8204 
point 40 452 270.619 96.5138 
point 41 463 578.922 58.7464 
point 42 468  275.73 76.9582 
point 43 470  400.39 238.552 
point 44 475 415.143 229.329 
point 45 484 312.253 175.678 
point 46 491 598.311 206.075 
point 47 492 382.567 180.137 
point 48 508 388.125 181.592 
point 49 532 553.774 156.106 
point 50 560  329.65 203.576 
point 51 565 310.507 238.677 
point 52 566 241.117 236.813 
point 53 584 190.471 205.317 
point 54 602 202.681  175.12 
point 55 615 196.373 187.826 
point 56 617   555.9 168.541 
point 57 620  205.95 73.9184 
point 58 638 296.942 205.859 
point 59 639 405.292 214.737 
point 60 651 342.264 164.845 
point 61 661 532.193 178.391 
point 62 664 483.143 193.089 
point 63 665 266.718 204.874 
point 64 673 13.9042  232.37 
point 65 695 453.508 218.274 
point 66 707 114.295 200.424 
point 67 722 306.872 168.099 
point 68 731 308.716 199.185 
point 69 741 202.746 220.293 
point 70 743 132.186 171.683 
point 71 745 248.589 158.711 
point 72 752 553.818 172.465 
point 73 763 291.636 152.985 
point 74 775 146.637 136.492 
point 75 776 476.263 173.477 
point 76 777 632.155 186.314 
point 77 791  130.31 58.4742 
point 78 794 504.966 214.102 
point 79 797 499.832 194.135 
point 80 801 108.337  157.93 
point 81 805 593.379 179.485 
point 82 818 218.768 192.076 
point 83 819 403.529 211.962 
point 84 821 460.196  196.73 
point 85 841 497.038 184.365 
point 86 843 613.542 151.349 
point 87 855 247.365 143.987 
point 88 880 541.892 202.774 
point 89 903 405.619 160.943 
point 90 918 372.042 222.975 
point 91 931 321.676 176.928 
point 92 935 506.912 101.046 
point 93 942 518.615 223.607 
point 94 943 78.5026 225.719 
point 95 961 308.735  151.31 
point 96 967 623.457 197.496 

