seq: 10
gt_pose: 2.00426       0       0
odom_pose:    1.98683 -0.0178444 -0.0365003
point 0 0 402.666 195.684 
point 1 3 290.126 179.701 
point 2 42 283.978 107.979 
point 3 45 511.055 231.564 
point 4 49 184.761  149.39 
point 5 54 575.663 161.714 
point 6 57  612.06 1.88473 
point 7 59 541.974 200.152 
point 8 64 230.531 123.749 
point 9 71 77.4058 156.287 
point 10 75 183.469 205.974 
point 11 79  184.69 197.701 
point 12 82 159.074 160.045 
point 13 84   561.1 120.001 
point 14 91 523.599 227.252 
point 15 115 242.991 139.721 
point 16 120 188.385 159.366 
point 17 140 94.0727 166.248 
point 18 170 101.243 235.535 
point 19 174 479.942 182.703 
point 20 179   221.8 104.064 
point 21 185 339.793 172.289 
point 22 194 500.907 163.286 
point 23 196 498.305 194.875 
point 24 206  418.78 133.123 
point 25 217 416.957 166.252 
point 26 224 464.759 195.417 
point 27 237  460.19 203.487 
point 28 244  191.81 200.841 
point 29 252 615.46 177.36 
point 30 257 579.451 233.516 
point 31 259 458.502 182.598 
point 32 276 225.393 239.617 
point 33 280 276.661 216.522 
point 34 286 542.931 102.662 
point 35 290 369.776 151.524 
point 36 316  419.22 145.306 
point 37 319 439.328 17.8028 
point 38 325 165.299 195.456 
point 39 340  231.54 163.161 
point 40 353  173.61 126.697 
point 41 357 105.007 235.426 
point 42 373 500.023 237.052 
point 43 379 37.2287 169.809 
point 44 390 192.574 233.219 
point 45 394 513.656 192.018 
point 46 396 151.108 122.975 
point 47 401 224.045 220.118 
point 48 403 403.904 220.679 
point 49 442 402.082 235.377 
point 50 448 332.797 156.158 
point 51 456 260.745  185.16 
point 52 509 542.689 201.193 
point 53 512  269.71 172.875 
point 54 518 452.176 182.245 
point 55 521 39.2649 179.338 
point 56 533 363.553   160.3 
point 57 548  596.65 183.914 
point 58 549  53.343 235.747 
point 59 571 519.344 131.588 
point 60 579 75.8746 200.111 
point 61 586 74.1929  200.46 
point 62 588 341.764 227.526 
point 63 605 227.007 221.345 
point 64 629 524.666 120.368 
point 65 630 174.277 221.074 
point 66 646 355.017 218.982 
point 67 668 190.383 172.769 
point 68 681  391.05 183.536 
point 69 697 474.209 178.021 
point 70 709 507.061  186.77 
point 71 764 535.549 206.125 
point 72 768 374.924  198.59 
point 73 771 368.883 217.935 
point 74 778 271.462 225.408 
point 75 803  149.12 192.796 
point 76 804 113.715 185.824 
point 77 809  245.03 182.125 
point 78 817 194.198 198.978 
point 79 831 1.35264 235.485 
point 80 837 219.621  91.284 
point 81 846 118.636 228.504 
point 82 860 476.408 236.224 
point 83 866 167.722 169.832 
point 84 867 267.454 129.906 
point 85 882 539.834 132.024 
point 86 885 563.802 79.1021 
point 87 886 147.734 126.197 
point 88 892 328.639 144.203 
point 89 898 255.915 232.452 
point 90 904 556.301 190.585 
point 91 911 141.049  184.46 
point 92 920   146.9 197.746 
point 93 926 193.959 224.907 
point 94 928 185.002 152.256 
point 95 935 580.576 224.638 
point 96 939 223.236 190.936 
point 97 951 176.272 214.014 
point 98 963 273.095 120.408 
point 99 964 1.86629 196.118 
point 100 971 377.348 122.943 
point 101 994 434.636 175.482 

