seq: 68
gt_pose:  3.10254 -5.03223 -3.09857
odom_pose:  2.70768 -4.74548  3.08409
point 0 5 557.462 146.105 
point 1 9 266.848 176.805 
point 2 11 225.597 166.034 
point 3 18 128.196 214.731 
point 4 23 421.421 86.3252 
point 5 24 380.508 161.807 
point 6 43  327.03 225.522 
point 7 48 315.985 27.8922 
point 8 65 130.581 215.662 
point 9 66 222.288  112.67 
point 10 72 447.767 212.937 
point 11 78 589.173 194.186 
point 12 81 277.172 195.861 
point 13 92 529.852 202.084 
point 14 102 53.7138 50.9946 
point 15 111 634.591 231.164 
point 16 116 556.749 206.783 
point 17 121 214.613 189.189 
point 18 128 220.413 182.964 
point 19 143 1.17219 116.522 
point 20 146 400.251 164.322 
point 21 154 168.408  209.39 
point 22 163 165.424 157.714 
point 23 166 554.157 207.419 
point 24 216 556.559 188.913 
point 25 234 318.734  123.69 
point 26 236 83.2828 163.817 
point 27 242 385.368 109.402 
point 28 245 592.477 187.196 
point 29 262 565.879 170.002 
point 30 277  458.07 132.948 
point 31 309 395.326  213.68 
point 32 318 152.583  158.62 
point 33 323 179.644 154.612 
point 34 326   315.9 163.012 
point 35 334 454.737 211.977 
point 36 345 207.756 202.014 
point 37 352 571.244 209.177 
point 38 359 458.402 94.9691 
point 39 364 598.808 192.726 
point 40 382 444.732 151.952 
point 41 422 320.724 209.056 
point 42 470 451.431 237.005 
point 43 472 497.021 199.706 
point 44 475 483.907 217.667 
point 45 492 418.639 111.337 
point 46 493 133.284 219.249 
point 47 508  449.58 94.4755 
point 48 514 549.757 191.757 
point 49 525 33.3636 235.524 
point 50 529 489.313 176.272 
point 51 541 574.105 232.639 
point 52 546 265.312 202.502 
point 53 547 197.379 183.783 
point 54 560 303.189 138.074 
point 55 565 239.405 235.679 
point 56 568 549.757 202.191 
point 57 597 376.192 128.732 
point 58 607 523.868 237.848 
point 59 610  559.13 159.994 
point 60 638 204.833 137.793 
point 61 676 287.597 234.762 
point 62 691 550.884 194.157 
point 63 695 581.699 191.368 
point 64 702 179.437 202.723 
point 65 722 249.935 68.0261 
point 66 724 219.588 131.644 
point 67 725 638.151 214.004 
point 68 726 609.993 197.419 
point 69 751 313.734  216.76 
point 70 776 589.157 111.208 
point 71 799 117.445 154.464 
point 72 802 169.855   210.5 
point 73 819 458.557 181.747 
point 74 833   222.4 140.915 
point 75 861 400.015 186.657 
point 76 862 510.495 193.393 
point 77 870 16.4017 198.843 
point 78 876 637.554  124.39 
point 79 879 236.741 171.534 
point 80 884 293.398 224.663 
point 81 887 342.526  219.76 
point 82 908 566.019 129.024 
point 83 925 267.874 126.753 
point 84 931 273.992 23.2335 
point 85 936 485.891 110.329 
point 86 941 296.362 215.205 
point 87 944 578.984 176.949 
point 88 958 511.812 159.623 
point 89 962 457.225 206.562 
point 90 965 471.331 145.222 
point 91 977 279.956 150.338 
point 92 978 540.085 215.555 
point 93 985 134.432 217.482 

