seq: 34
gt_pose:  6.03276 -2.07274 -1.10879
odom_pose:  5.91594 -2.19952 -1.22229
point 0 35 575.963  175.11 
point 1 46 285.763 181.205 
point 2 47 302.575 221.506 
point 3 54 601.479 41.7937 
point 4 56  548.59 163.496 
point 5 69 504.198 200.121 
point 6 91 359.662 220.508 
point 7 99 261.367 20.5204 
point 8 107 537.548 195.738 
point 9 137 466.752 208.764 
point 10 141 436.761 173.832 
point 11 152  510.73 92.4782 
point 12 182 597.376 229.209 
point 13 188 312.426 170.623 
point 14 194 358.393  89.538 
point 15 196 344.444 156.495 
point 16 207 297.978  233.04 
point 17 212 210.934 209.849 
point 18 215 188.799 134.137 
point 19 221 275.032 239.788 
point 20 224 337.726 97.4473 
point 21 237 299.904 144.839 
point 22 246 482.579 217.361 
point 23 252 436.279  166.04 
point 24 256 529.246 214.205 
point 25 257 365.872 233.387 
point 26 261 471.152 183.803 
point 27 273 424.92 152.79 
point 28 305 249.349 169.666 
point 29 317 56.7574 232.048 
point 30 329 230.206 160.505 
point 31 347 340.039 188.313 
point 32 354 256.596 235.449 
point 33 373 425.557 231.666 
point 34 374 555.688 176.486 
point 35 394 344.337 166.375 
point 36 414 483.354 168.664 
point 37 417 207.563 156.896 
point 38 421 259.211  190.89 
point 39 429  601.62 171.566 
point 40 444 529.692 139.752 
point 41 446 595.882 63.3827 
point 42 451   277.4 151.371 
point 43 452 605.915 123.314 
point 44 468 613.296  102.57 
point 45 481 459.986 220.825 
point 46 482 461.463 203.156 
point 47 498 409.58  207.8 
point 48 509 465.385 157.115 
point 49 518 306.625 34.4834 
point 50 531 295.652 199.999 
point 51 537 266.158 183.449 
point 52 540 468.484 175.471 
point 53 548 377.071     185 
point 54 584 617.493 203.639 
point 55 604 34.1465 220.024 
point 56 620 580.437 109.568 
point 57 637  302.16 156.003 
point 58 673 480.275 237.458 
point 59 692 358.216 183.393 
point 60 698 96.0042 180.381 
point 61 703 222.027 141.058 
point 62 707 542.267 211.867 
point 63 731 602.056 210.006 
point 64 733 345.851 175.321 
point 65 742 329.932 184.057 
point 66 743 514.062 208.128 
point 67 753 128.808 117.972 
point 68 764 359.868 193.665 
point 69 775 563.824 157.345 
point 70 789 118.737  111.05 
point 71 790 260.229 230.828 
point 72 791 508.805 161.899 
point 73 801 526.054 191.078 
point 74 811 309.292 194.857 
point 75 839 8.71403  117.07 
point 76 860 336.476 230.667 
point 77 904 373.173 178.216 
point 78 935 510.232 210.891 
point 79 943 513.989  232.11 
point 80 949 433.362 235.712 
point 81 969  184.29 239.784 

