seq: 47
gt_pose:  6.31285 -4.61479 -1.84907
odom_pose:  5.98455 -4.79067 -1.99322
point 0 11 608.906 181.595 
point 1 16 176.564 205.163 
point 2 55 112.805 143.925 
point 3 56 547.598 88.4234 
point 4 62 272.285 184.174 
point 5 66 607.546 142.401 
point 6 69 423.051 176.157 
point 7 85 97.7079 171.253 
point 8 102 498.927 161.748 
point 9 118 583.455 120.354 
point 10 137  341.49 200.944 
point 11 141 312.763 143.796 
point 12 151 5.60187  131.06 
point 13 164 158.346 237.911 
point 14 182 450.068  229.29 
point 15 187 453.366 157.621 
point 16 204 268.569 216.348 
point 17 220 474.444 194.945 
point 18 225 200.406 178.473 
point 19 236 485.203 202.901 
point 20 246 357.339 212.617 
point 21 252 360.434 36.2251 
point 22 256 412.138 208.795 
point 23 257 182.928 224.056 
point 24 261 400.269 127.433 
point 25 265 61.3353 211.185 
point 26 273 308.084 73.0696 
point 27 287 278.711 186.923 
point 28 294 631.908 189.011 
point 29 299  485.41 172.255 
point 30 314 201.545 167.273 
point 31 323 568.519 186.756 
point 32 336 296.754 231.774 
point 33 356 621.262 197.904 
point 34 365 89.2308 139.327 
point 35 374 457.352 157.282 
point 36 414 355.042  156.48 
point 37 429 471.996 165.905 
point 38 437 239.489 224.469 
point 39 444 459.447 82.0275 
point 40 452 587.503 49.4685 
point 41 468 599.285 15.5397 
point 42 481 357.261 208.381 
point 43 482  386.81 162.984 
point 44 493 510.862 228.115 
point 45 498 280.384 176.102 
point 46 500  253.44 194.748 
point 47 540  358.85 144.922 
point 48 548 212.608 116.823 
point 49 562  144.82 119.306 
point 50 566 503.575 236.295 
point 51 567 82.6296 160.506 
point 52 584 440.745 208.813 
point 53 602 450.626 178.039 
point 54 618 63.2637 96.9713 
point 55 620 470.839 83.2353 
point 56 638 627.218 180.255 
point 57 665 549.605 191.875 
point 58 671 2.26475 92.2744 
point 59 673  373.88 236.313 
point 60 685 167.183 174.768 
point 61 692 153.839 87.1192 
point 62 702  528.09 213.007 
point 63 721 121.568 199.841 
point 64 724 601.048  156.78 
point 65 733 105.767  45.289 
point 66 742 6.64549 27.0066 
point 67 743  423.39 193.216 
point 68 745 520.095 141.947 
point 69 746 131.457 201.026 
point 70 762 120.034 175.234 
point 71 763 617.779 97.0469 
point 72 764 69.1657 3.36494 
point 73 775 408.828 162.558 
point 74 782 277.936 235.042 
point 75 791 426.884  117.38 
point 76 801 393.162 186.813 
point 77 802  526.67 219.949 
point 78 818 469.108 190.439 
point 79 833 587.238 156.568 
point 80 842 117.842 212.252 
point 81 855 516.898 124.812 
point 82 857 78.5438 191.603 
point 83 879 595.052 174.141 
point 84 904 171.249 17.2314 
point 85 912 106.752 152.915 
point 86 943 378.516 231.557 
point 87 949 310.473 233.453 

