seq: 56
gt_pose:  5.49969 -4.81172 -2.99766
odom_pose:  5.15797 -4.84328  3.13815
point 0 5 449.499  194.55 
point 1 6 504.886 178.524 
point 2 14 573.225 196.699 
point 3 23 380.27 170.29 
point 4 26  347.18 158.692 
point 5 35 362.674 40.6944 
point 6 38 443.936  105.01 
point 7 48 332.236 154.067 
point 8 56 197.261 27.7923 
point 9 66 286.591 177.662 
point 10 69 10.4424 90.2097 
point 11 78  482.86 214.844 
point 12 102 231.287 167.375 
point 13 107  67.921 165.942 
point 14 109 548.881 229.777 
point 15 116 407.482 229.588 
point 16 118  260.76 135.779 
point 17 119 524.397 201.219 
point 18 123 503.633 157.665 
point 19 138 393.917 229.513 
point 20 165 639.775 189.599 
point 21 175 582.707 184.907 
point 22 182 168.008 226.065 
point 23 184 490.412 209.859 
point 24 187 187.006 143.928 
point 25 200 508.981 182.638 
point 26 220 211.804 193.678 
point 27 242  369.94 169.906 
point 28 256 76.4453 182.838 
point 29 277 409.595 182.106 
point 30 299 208.315 166.443 
point 31 301 570.753 208.884 
point 32 303 616.716 216.874 
point 33 323 270.963 201.574 
point 34 327  549.75 158.255 
point 35 359 407.687 163.643 
point 36 364 480.341 215.332 
point 37 374 145.794 116.336 
point 38 382 386.025 203.278 
point 39 387 588.888 198.113 
point 40 425 512.532 239.954 
point 41 429 185.148 148.506 
point 42 452 250.064 48.9066 
point 43 463 631.028 19.5645 
point 44 468 257.173 23.9055 
point 45 470 403.305 238.438 
point 46 475 419.295 228.481 
point 47 484 307.435 165.757 
point 48 491 614.061  203.74 
point 49 492 384.269 175.249 
point 50 508  390.98 176.193 
point 51 525 208.527 238.041 
point 52 529 430.419 204.126 
point 53 532 598.273 138.762 
point 54 560  327.16 199.925 
point 55 565 305.989 238.532 
point 56 566 226.269 236.358 
point 57 568 464.625 218.693 
point 58 584 169.018 200.524 
point 59 596 629.265 214.849 
point 60 597 364.418 181.318 
point 61 602 184.796 167.168 
point 62 615 180.236 182.469 
point 63 617 569.836 163.287 
point 64 620 173.987 33.0397 
point 65 638 291.071 202.295 
point 66 639 415.327 210.681 
point 67 644 577.432 183.578 
point 68 651 341.185 156.731 
point 69 659  186.97 211.773 
point 70 661 546.536 173.229 
point 71 664 510.794 184.053 
point 72 665 256.073 200.196 
point 73 695 461.362 216.438 
point 74 707 77.7003 194.078 
point 75 722 302.271 161.636 
point 76 731 299.104 180.861 
point 77 741 187.002 218.226 
point 78 743 48.3486 142.797 
point 79 745 232.927 145.044 
point 80 752 569.568 166.923 
point 81 763  283.89 140.251 
point 82 775  115.18 119.868 
point 83 776 484.245 168.633 
point 84 794 516.858 211.957 
point 85 797 513.652 189.724 
point 86 801 56.4766   139.3 
point 87 805 605.693 176.014 
point 88 818 202.758 186.158 
point 89 819 406.717  209.75 
point 90 821 479.035 189.784 
point 91 841 507.562 179.984 
point 92 843 638.896 142.636 
point 93 855 232.009 128.493 
point 94 876 531.468 168.693 
point 95 880  552.64 200.404 
point 96 883 569.832 223.963 
point 97 903 421.565 142.634 
point 98 918 377.506 219.976 
point 99 925 308.722 184.027 
point 100 931 318.371 169.872 
point 101 936 428.725  166.83 
point 102 937 638.822 236.125 
point 103 942 532.128 222.207 
point 104 943 20.6485 222.523 
point 105 961 303.839 140.488 
point 106 967 638.149 194.965 

