seq: 39
gt_pose:  6.35463 -3.02144 -1.37889
odom_pose:  6.16218 -3.19718 -1.42114
point 0 35 600.004 152.435 
point 1 46 192.798 142.154 
point 2 47 232.065  213.46 
point 3 56 529.943 150.216 
point 4 62 362.608 202.627 
point 5 69 468.543 195.915 
point 6 91 312.812 211.982 
point 7 102 635.402 145.355 
point 8 118 626.896 139.572 
point 9 137  418.39 208.108 
point 10 141 392.141 169.243 
point 11 152 491.497 61.7564 
point 12 182 531.945 229.788 
point 13 187 557.315 150.834 
point 14 188 247.176  142.42 
point 15 196 289.293 103.204 
point 16 204 360.424 224.675 
point 17 207 186.343 225.099 
point 18 212 21.9948 179.567 
point 19 220  596.85 187.448 
point 20 221 184.305 239.672 
point 21 236 628.355 193.336 
point 22 237 173.794 6.81312 
point 23 246 432.996 217.122 
point 24 252 406.098 147.657 
point 25 256 480.029 213.849 
point 26 257  319.02 232.004 
point 27 261 439.929 174.268 
point 28 273 385.451  139.48 
point 29 299 575.262 172.443 
point 30 305 135.801 124.803 
point 31 329 91.0637 100.808 
point 32 347 284.724 164.636 
point 33 354 119.008   231.2 
point 34 365 280.878 194.455 
point 35 368 195.403 239.979 
point 36 373   490.6 217.992 
point 37 374 511.902 173.864 
point 38 394 291.009 133.463 
point 39 414 432.325 168.721 
point 40 421 120.637 143.287 
point 41 429 543.804 173.019 
point 42 444 495.807 129.475 
point 43 446 601.012 20.5762 
point 44 451 188.551 103.569 
point 45 452 582.974 109.304 
point 46 468 591.298 85.9745 
point 47 481 420.963 218.694 
point 48 482 429.922 196.499 
point 49 498 368.51  202.6 
point 50 509 499.512 92.8816 
point 51 510 251.597  199.83 
point 52 525 596.164  237.71 
point 53 531 221.426  182.01 
point 54 537 164.682 148.516 
point 55 540 426.329 170.561 
point 56 548 331.966 174.476 
point 57 566 605.997 236.102 
point 58 567 275.762 203.239 
point 59 584 536.676 207.557 
point 60 602  555.21 172.598 
point 61 615 553.449 184.455 
point 62 620 531.438 107.615 
point 63 637 231.499 119.496 
point 64 659 562.412 211.479 
point 65 673 438.312 237.275 
point 66 692 309.999 170.039 
point 67 703 19.4199 23.1094 
point 68 731 604.137 203.281 
point 69 733 294.743 158.561 
point 70 741 561.304 218.397 
point 71 742 273.895 167.016 
point 72 743 475.023  205.63 
point 73 745 606.745 143.771 
point 74 762  289.98 208.728 
point 75 764 312.668 177.123 
point 76 775 495.807 163.721 
point 77 790 149.132 224.559 
point 78 791 472.678 154.115 
point 79 799 624.817 171.654 
point 80 801  470.36 192.277 
point 81 811     228 161.431 
point 82 818 577.506 185.617 
point 83 855 607.896 124.839 
point 84 857 275.935 218.102 
point 85 860 266.162 219.275 
point 86 870 572.658 219.185 
point 87 904 329.388 159.733 
point 88 906  230.45 177.036 
point 89 935  547.43 194.117 
point 90 943 457.743 232.355 
point 91 949 389.765 235.348 

